finalist,year,winner_Nominee,item_award,award_description
Kevin Bacon,2005,Winner,Copper Wing Tribute Award,
Kevin Bacon,2005,Winner,American Riviera Award,
Kevin Bacon,2009,Nominee,Satellite Award,Best Actor in a Miniseries or a Motion Picture Made for Television
Kevin Bacon,2011,Nominee,Scream Award,Best Villain
Kevin Bacon,2010,Winner,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries
Kevin Bacon,2015,Winner,Career Achievement in Acting Award,
Kevin Bacon,2011,Nominee,Teen Choice Award,Choice Movie Villain
Kevin Bacon,2013,Nominee,TV Guide Award,Favorite Actor
Kevin Bacon,2003,Winner,Star on the Walk of Fame,Motion Picture
Kenneth Branagh,2012,Nominee,Oscar,Best Performance by an Actor in a Supporting Role
Kenneth Branagh,2012,Nominee,Golden Globe,Best Performance by an Actor in a Supporting Role in a Motion Picture
Kenneth Branagh,2009,Nominee,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie
Kenneth Branagh,2012,Nominee,BAFTA Film Award,Best Supporting Actor
Kenneth Branagh,2019,Nominee,Movies for Grownups Award,Best Director
Kenneth Branagh,1995,Nominee,Saturn Award,Best Actor
Kenneth Branagh,2002,Nominee,AFI Award,Actor of the Year - Male - TV Movie or Mini-Series
Kenneth Branagh,2012,Nominee,EDA Award,Best Supporting Actor
Kenneth Branagh,1996,Nominee,ACCA,Best Adapted Screenplay
Kenneth Branagh,2017,Winner,Britannia Award,Albert R. Broccoli Britannia Award for Worldwide Contribution to Entertainment
Kenneth Branagh,1992,Nominee,Golden Berlin Bear,
Kenneth Branagh,2000,Nominee,Blockbuster Entertainment Award,Favorite Villain
Kenneth Branagh,1995,Winner,Film Excellence Award,
Kenneth Branagh,2011,Winner,Variety Award,
Kenneth Branagh,2012,Nominee,Critics Choice Award,Best Supporting Actor
Kenneth Branagh,2009,Winner,Broadcasting Press Guild Award,Best Actor
Kenneth Branagh,1993,Nominee,Palme d'Or,
Kenneth Branagh,2011,Winner,Capri Ensemble Cast Award,
Kenneth Branagh,1997,Nominee,CFCA Award,Best Actor
Kenneth Branagh,2012,Nominee,Dagger,Best Leading Actor
Kenneth Branagh,2011,Nominee,DFWFCA Award,Best Supporting Actor
Kenneth Branagh,2011,Nominee,DFCS Award,Best Supporting Actor
Kenneth Branagh,2000,Winner,Inspiration Award,
Kenneth Branagh,1990,Winner,European Film Award,Young European Film of the Year
Kenneth Branagh,2012,Nominee,Evening Standard British Film Award,Best Actor
Kenneth Branagh,1994,Nominee,Independent Spirit Award,Best Feature
Kenneth Branagh,2012,Nominee,Gold Derby Award,Supporting Actor
Kenneth Branagh,1994,Nominee,Goya,Best European Film (Mejor Película Europea)
Kenneth Branagh,1994,Winner,Guild Film Award - Silver,Foreign Film (Ausländischer Film)
Kenneth Branagh,2015,Winner,Truly Moving Picture Award,
Kenneth Branagh,2018,Nominee,HFCS Award,Best Original Song
Kenneth Branagh,2017,Winner,Emmy,Best Performance by an Actor
Kenneth Branagh,2014,Winner,Best Historical Film,Best History Lesson
Kenneth Branagh,1995,Nominee,European Silver Ribbon,
Kenneth Branagh,2016,Winner,Dilys Powell Award,
Kenneth Branagh,1989,Winner,NBR Award,Best Director
Kenneth Branagh,1989,Winner,NYFCC Award,Best New Director
Kenneth Branagh,2020,Winner,OFTA Film Hall of Fame,Creative
Kenneth Branagh,2011,Nominee,PFCS Award,Best Actor in a Supporting Role
Kenneth Branagh,2000,Nominee,Razzie Award,Worst Supporting Actor
Kenneth Branagh,1996,Winner,SDFCS Award,Best Actor
Kenneth Branagh,1995,Winner,Rosa de Sant Jordi Audience Award,Best Foreign Film (Mejor Película Extranjera)
Kenneth Branagh,2012,Nominee,Satellite Award,Best Actor in a Miniseries or a Motion Picture Made for Television
Kenneth Branagh,2012,Nominee,Actor,Outstanding Performance by a Male Actor in a Supporting Role
Kenneth Branagh,2012,Nominee,SFX Award,Best Director
Kenneth Branagh,2012,Nominee,VFCC Award,Best Supporting Actor
Kenneth Branagh,2007,Winner,Queer Lion - Special Mention,
Kenneth Branagh,2011,Nominee,WAFCA Award,Best Supporting Actor
Brendan Gleeson,2012,Nominee,Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical
Brendan Gleeson,2009,Winner,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie
Brendan Gleeson,2010,Nominee,BAFTA TV Award,Best Actor
Brendan Gleeson,2003,Nominee,ACCA,Best Cast Ensemble
Brendan Gleeson,2015,Nominee,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
Brendan Gleeson,2014,Winner,BOFCA Award,Best Actor
Brendan Gleeson,1998,Winner,BSFC Award,Best Actor
Brendan Gleeson,2015,Winner,British Independent Film Award,Best Supporting Actor
Brendan Gleeson,2014,Nominee,Canadian Screen Award,Performance by an Actor in a Leading Role
Brendan Gleeson,2009,Nominee,Chlotrudis Award,Best Actor
Brendan Gleeson,2014,Nominee,DFCS Award,Best Actor
Brendan Gleeson,2011,Nominee,DFCC,Best Actor
Brendan Gleeson,2008,Winner,Career Achievement Award,
Brendan Gleeson,2016,Winner,Días de Cine Award,Best Foreign Actor
Brendan Gleeson,2014,Nominee,European Film Award,European Actor
Brendan Gleeson,2012,Nominee,Evening Standard British Film Award,Best Actor
Brendan Gleeson,2004,Nominee,Chainsaw Award,Best Supporting Actor
Brendan Gleeson,2019,Nominee,Golden Carp Film Award - International,Best Ensemble Performance
Brendan Gleeson,2009,Nominee,Gold Derby TV Award,TV Movie/Mini Actor
Brendan Gleeson,2020,Nominee,IFTA Award,Best Actor in a Lead Role - Drama
Brendan Gleeson,1992,Winner,Jacob's Award,Best Actor in a TV Series - Drama
Brendan Gleeson,2012,Nominee,ALFS Award,British Actor of the Year
Brendan Gleeson,1999,Nominee,NSFC Award,Best Actor
Brendan Gleeson,1998,Nominee,NYFCC Award,Best Actor
Brendan Gleeson,2015,Nominee,NCFCA Award,Best Actor
Brendan Gleeson,2009,Nominee,OFTA Television Award,Best Actor in a Motion Picture or Miniseries
Brendan Gleeson,2014,Nominee,OFCS Award,Best Actor
Brendan Gleeson,2014,Nominee,PFCS Award,Best Actor in a Leading Role
Brendan Gleeson,2014,Nominee,SDFCS Award,Best Actor
Brendan Gleeson,2019,Winner,Satellite Award,"Best Actor in a Series, Drama/Genre"
Brendan Gleeson,2011,Winner,Best Actor,
Brendan Gleeson,2014,Nominee,VVFP Award,Best Actor
Sarah Silverman,2019,Nominee,Primetime Emmy,Outstanding Variety Sketch Series
Sarah Silverman,2019,Nominee,EDA Female Focus Award,Best Animated Female
Sarah Silverman,2014,Nominee,American Comedy Award,Comedy Special of the Year
Sarah Silverman,2019,Nominee,Annie,Outstanding Achievement for Voice Acting in an Animated Feature Production
Sarah Silverman,2013,Winner,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
Sarah Silverman,2013,Nominee,Dorian Award,Wilde Wit of the Year
Sarah Silverman,2018,Nominee,Grammy,Best Comedy Album
Sarah Silverman,2019,Nominee,LEJA Award,Best Voice or Motion Capture Performance
Sarah Silverman,2015,Winner,Seymour Cassel Award,Outstanding Performance by an Actress
Sarah Silverman,2019,Nominee,OFTA Film Award,Best Voice-Over Performance
Sarah Silverman,2016,Nominee,Actor,Outstanding Performance by a Female Actor in a Leading Role
Sarah Silverman,2004,Nominee,Teen Choice Award,Choice Movie Sleazebag
Sarah Silverman,2009,Winner,Webby Award,Best Actress
Sarah Silverman,2018,Winner,Star on the Walk of Fame,Television
Sarah Silverman,2018,Nominee,WAFCA Award,Best Voice Performance
Sarah Silverman,2019,Nominee,WGA Award (TV),Comedy/Variety Sketch Series
Ian McKellen,2002,Nominee,Oscar,Best Actor in a Supporting Role
Ian McKellen,1999,Nominee,Golden Globe,Best Performance by an Actor in a Motion Picture - Drama
Ian McKellen,2010,Nominee,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie
Ian McKellen,2016,Nominee,BAFTA TV Award,Best Supporting Actor
Ian McKellen,2019,Nominee,Movies for Grownups Award,Best Supporting Actor
Ian McKellen,2013,Nominee,Saturn Award,Best Supporting Actor
Ian McKellen,2007,Winner,Annie,Best Voice Acting in an Animated Feature Production
Ian McKellen,2003,Winner,ACCA,Best Cast Ensemble
Ian McKellen,2006,Winner,Honorary Golden Berlin Bear,
Ian McKellen,2001,Nominee,Blockbuster Entertainment Award,Favorite Villain (Internet Only)
Ian McKellen,2003,Winner,Variety Award,
Ian McKellen,2016,Winner,British LGBT Award,Global Icon
Ian McKellen,2004,Winner,Critics Choice Award,Best Acting Ensemble
Ian McKellen,1995,Winner,CableACE,Supporting Actor in a Movie or Miniseries
Ian McKellen,1999,Winner,CFCA Award,Best Actor
Ian McKellen,1999,Winner,Chlotrudis Award,Best Actor
Ian McKellen,2002,Winner,Maverick Tribute Award,
Ian McKellen,2020,Winner,CinEuphoria,Career - Honorary Award
Ian McKellen,1966,Winner,Clarence Derwent Award,Best supporting Male (UK)
Ian McKellen,2003,Nominee,DVD Premiere Award,"Best Audio Commentary, New Release"
Ian McKellen,2004,Nominee,Empire Award,Best British Actor
Ian McKellen,1996,Winner,European Film Award,European Actor of the Year
Ian McKellen,1997,Winner,Evening Standard British Film Award,Best Film
Ian McKellen,1999,Nominee,Chainsaw Award,Best Actor
Ian McKellen,1999,Winner,Independent Spirit Award,Best Male Lead
Ian McKellen,1999,Winner,FFCC Award,Best Actor
Ian McKellen,2013,Winner,Timeless Award,
Ian McKellen,2005,Nominee,Genie,Best Performance by an Actor in a Leading Role
Ian McKellen,1993,Winner,Stephen F. Kolzak Award,
Ian McKellen,2010,Nominee,Gold Derby Award,Supporting Actor of the Decade
Ian McKellen,2001,Winner,Golden Schmoes,Best Supporting Actor of the Year
Mary-Louise Parker,2009,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Comedy or Musical
Mary-Louise Parker,2009,Nominee,Primetime Emmy,Outstanding Lead Actress in a Comedy Series
Ian McKellen,2007,Nominee,Audience Award,Best International Actor
Ian McKellen,1998,Winner,KCFCC Award,Best Actor
Ian McKellen,1998,Winner,Outfest Achievement Award,
Ian McKellen,1997,Winner,ALFS Award,British Actor of the Year
Ian McKellen,1998,Winner,LAFCA Award,Best Actor
Ian McKellen,2002,Nominee,MTV Movie Award,Best Fight
Ian McKellen,2003,Winner,NBR Award,Best Acting by an Ensemble
Ian McKellen,1999,Nominee,NSFC Award,Best Actor
Ian McKellen,1998,Nominee,NYFCC Award,Best Actor
Ian McKellen,2016,Nominee,NCFCA Award,Best Actor
Ian McKellen,2016,Nominee,OFTA Film Award,Best Actor
Ian McKellen,2015,Nominee,OFCS Award,Best Actor
Ian McKellen,2004,Nominee,PFCS Award,Best Ensemble Acting
Mary-Louise Parker,1994,Nominee,ACCA,Best Cast Ensemble
Mary-Louise Parker,1990,Winner,Clarence Derwent Award,Best supporting Female (USA)
Mary-Louise Parker,2007,Winner,Gemini,Best Performance by an Actress in a Leading Role in a Dramatic Program or Mini-Series
Mary-Louise Parker,2000,Nominee,Genie,Best Performance by an Actress in a Leading Role
Mary-Louise Parker,2010,Winner,Gold Derby TV Award,TV Movie/Mini Supporting Actress of the Decade
Mary-Louise Parker,2007,Nominee,Golden Nymph,Outstanding Actress - Comedy Series
Mary-Louise Parker,2010,Nominee,OFTA Television Award,Best Actress in a Comedy Series
Mary-Louise Parker,2009,Nominee,People's Choice Award,Favorite TV Drama Diva
Mary-Louise Parker,2004,Winner,Artistic Achievement Award,
Mary-Louise Parker,2010,Nominee,Satellite Award,"Best Actress in a Motion Picture, Comedy or Musical"
Mary-Louise Parker,2009,Nominee,Actor,Outstanding Performance by a Female Actor in a Comedy Series
Ian McKellen,1983,Winner,RTS Television Award,Best Performance
Ian McKellen,1998,Winner,SDFCS Award,Best Actor
Ian McKellen,2015,Nominee,SFFCC Award,Best Actor
Ian McKellen,2009,Winner,Donostia Lifetime Achievement Award,
Ian McKellen,2009,Nominee,Satellite Award,Best Actor in a Miniseries or a Motion Picture Made for Television
Ian McKellen,2010,Winner,Lifetime Achievement Award,
Ian McKellen,2004,Winner,Actor,Outstanding Performance by a Cast in a Motion Picture
Ian McKellen,2015,Nominee,Golden Space Needle Award,Best Actor
Ian McKellen,2000,Winner,Critics Award,Best Foreign Actor (Melhor Ator Estrangeiro)
Ian McKellen,2003,Nominee,SFX Award,Best SF or Fantasy Film Actor
Ian McKellen,1999,Nominee,SEFCA Award,Best Actor
Ian McKellen,2015,Nominee,SLFCA Award,Best Actor
Ian McKellen,2006,Nominee,Teen Choice Award,Movies - Choice Sleazebag
Mary-Louise Parker,2004,Winner,WIN Award,Best Actress in a Made for Television Movie
Ian McKellen,2020,Nominee,Queerty,Film Performance
Ian McKellen,2001,Nominee,TFCA Award,"Best Supporting Performance, Male"
Sally Field,2013,Nominee,Oscar,Best Performance by an Actress in a Supporting Role
Sally Field,2013,Nominee,Golden Globe,Best Performance by an Actress in a Supporting Role in a Motion Picture
Sally Field,2009,Nominee,Primetime Emmy,Outstanding Lead Actress in a Drama Series
Sally Field,2013,Nominee,BAFTA Film Award,Best Supporting Actress
Sally Field,2017,Nominee,Movies for Grownups Award,Best Actress
Sally Field,2012,Winner,AAFCA Award,Best Supporting Actress
Sally Field,2017,Nominee,EDA Special Mention Award,Actress Defying Age and Ageism
Sally Field,1995,Nominee,American Comedy Award,Funniest Supporting Actress in a Motion Picture
Sally Field,1982,Winner,Marquee,Favorite Star - Female
Sally Field,2001,Winner,Board of the Governors Award,
Sally Field,2012,Nominee,ACCA,Best Actress in a Supporting Role
Sally Field,1996,Winner,Berlinale Camera,
Sally Field,2012,Winner,BFCC Award,Best Ensemble
Sally Field,2012,Winner,BSFC Award,Best Supporting Actress
Sally Field,2016,Nominee,Critics Choice Award,Best Actress in a Comedy
Sally Field,1979,Winner,Best Actress,
Sally Field,2013,Nominee,COFCA Award,Best Supporting Actress
Sally Field,2012,Nominee,CFCA Award,Best Supporting Actress
Sally Field,2012,Winner,DFWFCA Award,Best Supporting Actress
Sally Field,2013,Nominee,DFCS Award,Best Supporting Actress
Sally Field,2012,Nominee,DFCS Award,Best Supporting Actress
Sally Field,2006,Winner,Icon Award,
Sally Field,2013,Nominee,Gold Derby Award,Supporting Actress
Sally Field,1984,Winner,Golden Apple,Female Star of the Year
Sally Field,2012,Nominee,Golden Schmoes,Best Supporting Actress of the Year
Sally Field,1986,Winner,Woman of the Year,
Sally Field,2013,Nominee,HFCS Award,Best Supporting Actress
Sally Field,2016,Nominee,Halfway Award,Best Actress
Sally Field,2013,Nominee,IOMA,Best Supporting Actress (Miglior attrice non protagonista)
Sally Field,1979,Winner,KCFCC Award,Best Actress
Sally Field,1995,Nominee,Blimp Award,Favorite Movie Actress
Sally Field,2013,Nominee,ALFS Award,Supporting Actress of the Year
Sally Field,1979,Winner,LAFCA Award,Best Actress
Sally Field,1979,Winner,NBR Award,Best Actress
Sally Field,2013,Nominee,NSFC Award,Best Supporting Actress
Sally Field,2012,Winner,NFCS Award,Best Supporting Actress
Sally Field,2012,Winner,NYFCC Award,Best Supporting Actress
Sally Field,1994,Winner,Muse Award,
Sally Field,2013,Nominee,NCFCA Award,Best Supporting Actress
Sally Field,2019,Winner,OFTA Film Hall of Fame,Acting
Sally Field,2013,Nominee,OFCS Award,Best Supporting Actress
Sally Field,2013,Winner,Career Achievement Award,
Sally Field,2009,Nominee,People's Choice Award,Favorite Female TV Star
Sally Field,2012,Nominee,PFCS Award,Best Actress in a Supporting Role
Sally Field,1966,Nominee,Gold Medal,Most Promising New Star (Female)
Sally Field,2008,Winner,Prism Award,Performance in a Drama Series Multi-Episode Storyline
Sally Field,1992,Nominee,Razzie Award,Worst Actress
Sally Field,1999,Winner,Ruby Award,
Sally Field,2008,Nominee,Satellite Award,"Best Actress in a Series, Drama"
Sally Field,2013,Nominee,Actor,Outstanding Performance by a Female Actor in a Supporting Role
Sally Field,2012,Winner,SEFCA Award,Best Ensemble
Sally Field,2012,Nominee,SLFCA Award,Best Supporting Actress
Sally Field,2019,Winner,Kennedy Center Honors,Kennedy Center Honors
Sally Field,2020,Nominee,Queerty,Straight Best Friend
Sally Field,2000,Nominee,Stinker Award,Worst Sense of Direction (Stop them before they direct again!)
Sally Field,2006,Nominee,TV Land Award,Blockbuster Movie of the Week
Sally Field,2012,Nominee,VVFP Award,Best Supporting Actress
Sally Field,2014,Winner,Star on the Walk of Fame,Motion Picture
Sally Field,2012,Nominee,WAFCA Award,Best Supporting Actress
Sally Field,2016,Nominee,WFCC Award,Best Comedic Actress
Sally Field,1986,Winner,Crystal Award,
Jemaine Clement,2020,Nominee,Primetime Emmy,Outstanding Comedy Series
Jemaine Clement,2012,Nominee,Annie,Voice Acting in a Feature Production
Jemaine Clement,2009,Winner,ASCAP Award,Top Television Series
Jemaine Clement,2017,Winner,BTVA People's Choice Voice Acting Award,Best Vocal Ensemble in a Feature Film
Jemaine Clement,2014,Nominee,Crystal Bear,Generation 14plus - Best Film
Jemaine Clement,2015,Nominee,Bram Stoker Award,Screenplay
Jemaine Clement,2016,Nominee,Chlotrudis Award,Best Actor
Jemaine Clement,2016,Winner,Chainsaw Award,Best Limited-Release/Direct-to-Video Film
Jemaine Clement,2015,Winner,Honorable Mention,Artistic Contribution - International Film
Jemaine Clement,2015,Winner,Lost Weekend Award,Lost Weekend Audience Favorite
Jemaine Clement,2010,Nominee,Independent Spirit Award,Best Supporting Male
Jemaine Clement,2015,Nominee,Fright Meter Award,Best Screenplay
Jemaine Clement,2017,Nominee,Gold Derby TV Award,Drama Guest Actor
Jemaine Clement,2011,Nominee,Grammy,Best Comedy Album
Jemaine Clement,2014,Winner,Audience Award,Best Narrative Feature
Jemaine Clement,2016,Winner,Festival Prize,Best International Feature Film
Jemaine Clement,2012,Winner,INNY Award,Best Comedy Song
Jemaine Clement,2014,Nominee,People's Choice Award,Best Narrative Feature
Jemaine Clement,2014,Winner,Audience Award,
Jemaine Clement,2016,Winner,Best Actor,
Jemaine Clement,2014,Winner,Rondo Statuette,Best Independent Film
Jemaine Clement,2015,Winner,SDFCS Award,Best Original Screenplay
Jemaine Clement,2009,Nominee,Satellite Award,"Best Actor in a Series, Comedy or Musical"
Jemaine Clement,2014,Winner,Audience Award,Best Feature Film
Jemaine Clement,2014,Winner,Audience Award,
Jemaine Clement,2012,Nominee,Teen Choice Award,Choice Movie Villain
Jemaine Clement,2015,Winner,Audience's Award,
Jemaine Clement,2014,Winner,Jury Prize,Best Screenplay
