finalist,year,winner_Nominee,item_award,award_description
Jeremy Irons,1997,Winner,Hand Printing,
Jeremy Irons,1997,Winner,Donostia Lifetime Achievement Award,
Jeremy Irons,2019,Winner,Career Award,
Jeremy Irons,2009,Nominee,Satellite Award,Best Actor in a Miniseries or a Motion Picture Made for Television
Jeremy Irons,2014,Nominee,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries
Jeremy Irons,2000,Nominee,Stinker Award,Worst Supporting Actor
Jeremy Irons,2017,Winner,Special Award,Most Overexposed Actor
Rachel Brosnahan,2020,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Musical or Comedy
Rachel Brosnahan,2020,Nominee,Primetime Emmy,Outstanding Lead Actress in a Comedy Series
Rachel Brosnahan,2020,Nominee,Critics Choice Award,Best Actress in a Comedy Series
Rachel Brosnahan,2019,Nominee,Dorian Award,TV Performance of the Year - Actress
Rachel Brosnahan,2020,Nominee,Gold Derby TV Award,Comedy Actress
Rachel Brosnahan,2020,Winner,STARmeter Award,Fan Favorite
Rachel Brosnahan,2018,Nominee,Golden Nymph,Outstanding Actress in a Comedy TV Series
Rachel Brosnahan,2020,Nominee,OFTA Television Award,Best Actress in a Comedy Series
Rachel Brosnahan,2019,Nominee,Satellite Award,"Best Actress in a Series, Comedy or Musical"
Rachel Brosnahan,2020,Winner,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Rachel Brosnahan,2018,Winner,TCA Award,Individual Achievement in Comedy
Rachel Brosnahan,2020,Winner,WIN Award,Actress Comedy Series
Tracee Ellis Ross,2017,Winner,Golden Globe,Best Performance by an Actress in a Television Series - Musical or Comedy
Tracee Ellis Ross,2020,Nominee,Primetime Emmy,Outstanding Lead Actress in a Comedy Series
Tracee Ellis Ross,2020,Nominee,BET Award,Best Actress
Tracee Ellis Ross,2005,Winner,BET Comedy Award,Outstanding Lead Actress in a Comedy Series
Tracee Ellis Ross,2012,Nominee,Black Reel,"Outstanding Television or Mini-Series Performance, Female"
Tracee Ellis Ross,2020,Nominee,Black Reel,"Outstanding Actress, Comedy Series"
Tracee Ellis Ross,2016,Nominee,Critics' Choice TV Award,Best Actress in a Comedy Series
Tracee Ellis Ross,2016,Winner,Honoree,
Tracee Ellis Ross,2018,Nominee,Gold Derby TV Award,Comedy Actress
Tracee Ellis Ross,2020,Winner,Image Award,Outstanding Actress in a Comedy Series
Tracee Ellis Ross,2012,Nominee,Vision Award,Best Performance - Comedy
Tracee Ellis Ross,2020,Nominee,OFTA Television Award,Best Actress in a Comedy Series
Tracee Ellis Ross,2019,Nominee,People's Choice Award,Favorite Comedy TV Star
Tracee Ellis Ross,2003,Nominee,Prism Award,Perfomance in a Comedy Series
Tracee Ellis Ross,2019,Nominee,Satellite Award,"Best Actress in a Series, Comedy or Musical"
Tracee Ellis Ross,2018,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Mark Ruffalo,2016,Nominee,Oscar,Best Performance by an Actor in a Supporting Role
Mark Ruffalo,2016,Nominee,Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical
Mark Ruffalo,2020,Winner,Primetime Emmy,Outstanding Lead Actor in a Limited Series or Movie
Mark Ruffalo,2016,Nominee,BAFTA Film Award,Best Supporting Actor
Mark Ruffalo,2015,Nominee,AACTA International Award,Best Supporting Actor
Mark Ruffalo,2011,Nominee,Saturn Award,Best Supporting Actor
Mark Ruffalo,2015,Nominee,EDA Award,Best Supporting Actor
Mark Ruffalo,2020,Nominee,AFCA Award,Best Motion Capture/Special Effects Performance
Mark Ruffalo,2015,Winner,ACCA,Best Cast Ensemble
Mark Ruffalo,2014,Winner,Humanitarian Award,
Mark Ruffalo,2010,Nominee,BSFC Award,Best Ensemble Cast
Mark Ruffalo,2016,Nominee,Critics Choice Award,Best Supporting Actor
Mark Ruffalo,2016,Nominee,COFCA Award,Best Supporting Actor
Mark Ruffalo,2014,Nominee,CFCA Award,Best Supporting Actor
Mark Ruffalo,2016,Nominee,Chlotrudis Award,Best Supporting Actor
Mark Ruffalo,2015,Winner,CinEuphoria,Best Ensemble - International Competition
Mark Ruffalo,2014,Nominee,Critics' Choice TV Award,Best Actor in a Movie/Miniseries
Mark Ruffalo,2014,Nominee,DFWFCA Award,Best Supporting Actor
Mark Ruffalo,2015,Nominee,DFCS Award,Best Supporting Actor
Mark Ruffalo,2014,Nominee,DFCS Award,Best Supporting Actor
Mark Ruffalo,2016,Winner,DOC LA Environmental Hero Award,
Mark Ruffalo,2016,Nominee,DFCC,Best Actor
Mark Ruffalo,2016,Winner,Robert Altman Award,
Mark Ruffalo,2015,Nominee,FFCC Award,Best Supporting Actor
Mark Ruffalo,2015,Nominee,Dorian Award,TV Performance of the Year - Actor
Mark Ruffalo,2016,Nominee,GAFCA Award,Best Supporting Actor
Mark Ruffalo,2020,Nominee,Gold Derby TV Award,Movie/Limited Series Actor
Mark Ruffalo,2014,Nominee,Golden Schmoes,Best Supporting Actor of the Year
Mark Ruffalo,2015,Winner,Special Gotham Jury Award,Best Ensemble Performance
Mark Ruffalo,2018,Nominee,Grammy,Best Spoken Word Album
Mark Ruffalo,2014,Winner,Hollywood Film Award,Best Ensemble of the Year
Mark Ruffalo,2016,Nominee,HFCS Award,Best Supporting Actor
Mark Ruffalo,2015,Winner,IFJA Award,Best Supporting Actor
Mark Ruffalo,2015,Nominee,ICP Award,Best Supporting Actor
Mark Ruffalo,2015,Nominee,INOCA,Best Supporting Actor
Mark Ruffalo,2015,Nominee,IOFCP Award,Best Supporting Actor
Mark Ruffalo,2016,Winner,IFC Award,Best Supporting Actor
Mark Ruffalo,2015,Nominee,IOMA,Best Supporting Actor (Miglior attore non protagonista)
Mark Ruffalo,2010,Nominee,Sierra Award,Best Supporting Actor
Mark Ruffalo,2015,Nominee,ALFS Award,Supporting Actor of the Year
Mark Ruffalo,2000,Winner,New Generation Award,
Mark Ruffalo,2000,Winner,Best Actor,
Mark Ruffalo,2018,Nominee,MTV Movie + TV Award,Best Fight
Mark Ruffalo,2015,Nominee,NSFC Award,Best Supporting Actor
Mark Ruffalo,2015,Winner,NFCS Award,Best Ensemble Cast
Mark Ruffalo,2010,Winner,NYFCC Award,Best Supporting Actor
Mark Ruffalo,2016,Winner,NCFCA Award,Best Supporting Actor
Mark Ruffalo,2020,Nominee,OFTA Television Award,Best Actor in a Motion Picture or Limited Series
Mark Ruffalo,2015,Nominee,OFCS Award,Best Supporting Actor
Mark Ruffalo,2015,Nominee,PGA Award,Outstanding Producer of Long-Form Television
Hugh Jackman,2013,Nominee,Oscar,Best Performance by an Actor in a Leading Role
Mark Ruffalo,2014,Nominee,PCC Award,Best Supporting Actor
Mark Ruffalo,2015,Nominee,PFCS Award,Best Actor in a Supporting Role
Mark Ruffalo,2014,Winner,SDFCS Award,Best Supporting Actor
Mark Ruffalo,2014,Nominee,SFFCC Award,Best Supporting Actor
Mark Ruffalo,2016,Winner,American Riviera Award,
Mark Ruffalo,2019,Nominee,Satellite Award,"Best Actor in a Motion Picture, Drama"
Mark Ruffalo,2010,Nominee,Scream Award,Best Supporting Actor
Mark Ruffalo,2016,Winner,Actor,Outstanding Performance by a Cast in a Motion Picture
Mark Ruffalo,2015,Nominee,Seattle Film Critics Award,Best Supporting Actor
Mark Ruffalo,2001,Nominee,SEFCA Award,Best Actor
Mark Ruffalo,2015,Nominee,SLFCA Award,Best Supporting Actor
Mark Ruffalo,2010,Winner,Special Jury Prize,Dramatic
Mark Ruffalo,2018,Nominee,Teen Choice Award,Choice: Hissy Fit
Hugh Jackman,2018,Nominee,Golden Globe,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Hugh Jackman,2020,Nominee,Primetime Emmy,Outstanding Lead Actor in a Limited Series or Movie
Hugh Jackman,2013,Nominee,BAFTA Film Award,Best Leading Actor
Hugh Jackman,2019,Nominee,AACTA International Award,Best Lead Actor
Hugh Jackman,2019,Nominee,Movies for Grownups Award,Best Actor
Hugh Jackman,2018,Nominee,Saturn Award,Best Actor
Hugh Jackman,2007,Nominee,AFI International Award,Best Actor
Hugh Jackman,1999,Winner,Australian Star of the Year,
Hugh Jackman,2012,Winner,ACCA,Best Cast Ensemble
Hugh Jackman,2017,Winner,Bambi,Entertainment
Hugh Jackman,2001,Nominee,Blockbuster Entertainment Award,Favorite Male - Newcomer
Hugh Jackman,2013,Nominee,Critics Choice Award,Best Actor
Mark Ruffalo,2020,Nominee,TCA Award,Individual Achievement in Drama
Mark Ruffalo,2000,Nominee,TFCA Award,"Best Performance, Male"
Mark Ruffalo,2015,Nominee,VFCC Award,Best Supporting Actor
Mark Ruffalo,2015,Nominee,VVFP Award,Best Supporting Actor
Mark Ruffalo,2014,Nominee,WAFCA Award,Best Supporting Actor
Hugh Jackman,2013,Nominee,COFCA Award,Best Actor
Hugh Jackman,2001,Nominee,CFCA Award,Most Promising Actor
Hugh Jackman,2012,Nominee,DFWFCA Award,Best Actor
Hugh Jackman,2017,Nominee,DFCC,Best Actor
Hugh Jackman,2018,Winner,Empire Award,Best Actor
Hugh Jackman,2018,Nominee,Golden Carp Film Award - International,Favorite Actor
Hugh Jackman,2000,Winner,FCCA Award,Best Actor - Male
Hugh Jackman,2020,Winner,Dorian TV Award,Best TV Performance - Actor
Hugh Jackman,2020,Nominee,Gold Derby TV Award,Movie/Limited Series Actor
Hugh Jackman,2017,Winner,Golden Schmoes,Best Actor of the Year
Hugh Jackman,2019,Winner,Grammy,Best Compilation Soundtrack for Visual Media
Hugh Jackman,2018,Winner,Hollywood Film Award,Actor of the Year
Hugh Jackman,2013,Nominee,HFCS Award,Best Actor
Hugh Jackman,2017,Winner,IGN People's Choice Award,Best Lead Performer in a Movie
Hugh Jackman,2015,Nominee,Blimp Award,Favorite Movie Actor
Hugh Jackman,2013,Nominee,ALFS Award,Actor of the Year
Hugh Jackman,2013,Nominee,Grace Award,Most Inspiring Performance in Movies
Hugh Jackman,2017,Winner,MTV Movie + TV Award,Best Duo
Hugh Jackman,2013,Winner,NBR Award,Best Ensemble
Hugh Jackman,2004,Winner,Short Film Award,Best Actor
Hugh Jackman,2017,Nominee,NTFCA Award,Best Actor
Hugh Jackman,2020,Winner,OFTA Television Award,Best Actor in a Motion Picture or Limited Series
Hugh Jackman,2015,Nominee,People's Choice Award,Favorite Action Movie Actor
Hugh Jackman,2012,Nominee,PFCS Award,Best Actor in a Leading Role
Hugh Jackman,2014,Nominee,Georges Award,Best Foreign Actor of the Decade
Hugh Jackman,2012,Nominee,SDFCS Award,Best Actor
Hugh Jackman,2013,Winner,Donostia Lifetime Achievement Award,
Hugh Jackman,2018,Winner,Kirk Douglas Award for Excellence in Film,
Hugh Jackman,2012,Winner,Special Achievement Award,"Best Ensemble, Motion Picture"
Hugh Jackman,2011,Winner,Scream Award,Best Cameo
Hugh Jackman,2013,Nominee,Actor,Outstanding Performance by a Male Actor in a Leading Role
Hugh Jackman,2010,Nominee,SFX Award,Best Actor
Hugh Jackman,2006,Winner,ShoWest Award,Male Star of the Year
Hugh Jackman,2009,Winner,VGA,Best Performance By A Human Male
Hugh Jackman,2018,Nominee,Teen Choice Award,Choice Movie Actor: Drama
Hugh Jackman,2012,Winner,Star on the Walk of Fame,Motion Picture
Hugh Jackman,2012,Nominee,WAFCA Award,Best Actor
Hugh Jackman,2013,Winner,Golden Icon Award,
Linda Cardellini,2020,Nominee,Primetime Emmy,Outstanding Comedy Series
Linda Cardellini,2016,Nominee,BTVA Television Voice Acting Award,Best Vocal Ensemble in a Television Series
Linda Cardellini,2013,Nominee,Independent Spirit Award,Best Female Lead
Linda Cardellini,2020,Nominee,Dorian TV Award,Best TV Performance - Actress
Linda Cardellini,2006,Nominee,Gold Derby Award,Ensemble Cast
Linda Cardellini,2005,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Linda Cardellini,2019,Nominee,MTV Movie + TV Award,Most Frightened Performance
Linda Cardellini,2020,Nominee,OFTA Television Award,Best Actress in a Comedy Series
Linda Cardellini,2013,Winner,Prism Award,Performance in a Feature Film
Linda Cardellini,2006,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Linda Cardellini,2002,Nominee,Stinker Award,Worst On-Screen Group
Linda Cardellini,2009,Winner,Icon Award,
Catherine O'Hara,2020,Winner,Primetime Emmy,Outstanding Lead Actress in a Comedy Series
Catherine O'Hara,2007,Nominee,Movies for Grownups Award,Best Actress
Catherine O'Hara,2016,Winner,ACTRA Toronto Award,Outstanding Performance - Female
Catherine O'Hara,2006,Nominee,EDA Award,Best Actress in a Comedic Performance
Catherine O'Hara,2001,Winner,American Comedy Award,Funniest Supporting Actress in a Motion Picture
Catherine O'Hara,2013,Nominee,Annie,Voice Acting in an Animated Feature Production
Catherine O'Hara,2020,Nominee,Critics Choice Award,Best Actress in a Comedy Series
Catherine O'Hara,1994,Nominee,CableACE,Actress in a Dramatic Series
Catherine O'Hara,2001,Winner,Canadian Comedy Award,Film - Pretty Funny Female Performance
Catherine O'Hara,2020,Winner,Canadian Screen Award,"Best Lead Actress, Comedy"
Catherine O'Hara,2007,Nominee,Chlotrudis Award,Best Supporting Actress
Catherine O'Hara,2007,Nominee,Independent Spirit Award,Best Female Lead
Catherine O'Hara,2004,Winner,FFCC Award,Best Ensemble Cast
Catherine O'Hara,2020,Winner,Timeless Award,
Catherine O'Hara,1998,Nominee,Gemini,Best Performance by an Actress in a Guest Role in a Dramatic Series
Catherine O'Hara,2000,Winner,Genie,Best Performance by an Actress in a Supporting Role
Catherine O'Hara,2020,Winner,Gold Derby TV Award,Comedy Actress
Catherine O'Hara,2006,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Catherine O'Hara,2019,Nominee,IGN Award,Best TV Ensemble
Catherine O'Hara,2006,Winner,KCFCC Award,Best Supporting Actress
Catherine O'Hara,2018,Nominee,Legacy Award,Best Comedy Artist Female
Catherine O'Hara,2004,Nominee,LAFCA Award,Best Music
Catherine O'Hara,2006,Winner,NBR Award,Best Supporting Actress
Catherine O'Hara,2006,Nominee,NYFCC Award,Best Supporting Actress
Catherine O'Hara,2006,Winner,NYFCO Award,Best Supporting Actress
Catherine O'Hara,2020,Winner,OFTA Television Award,Best Actress in a Comedy Series
Catherine O'Hara,2004,Nominee,PFCS Award,Best Ensemble Acting
Catherine O'Hara,2019,Nominee,Satellite Award,"Best Actress in a Series, Comedy or Musical"
Catherine O'Hara,2020,Nominee,Actor,Outstanding Performance by a Female Actor in a Comedy Series
Catherine O'Hara,2003,Winner,Seattle Film Critics Award,Best Music
Catherine O'Hara,2020,Winner,TCA Award,Individual Achievement in Comedy
Catherine O'Hara,2011,Winner,Bronze Wrangler,Television Feature Film
Issa Rae,2018,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Musical or Comedy
Issa Rae,2020,Nominee,Primetime Emmy,Outstanding Comedy Series
Issa Rae,2020,Winner,BET Award,Best Actress
Issa Rae,2020,Winner,Black Reel,"Outstanding Actress, Comedy Series"
Issa Rae,2019,Nominee,Critics Choice Award,Best Actress in a Comedy Series
Issa Rae,2020,Nominee,Gold Derby TV Award,Comedy Actress
Issa Rae,2018,Winner,Gracie,Outstanding Female Actor in a Leading Role in a Comedy or Musical
Issa Rae,2019,Nominee,Image Award,Outstanding Actress in a Comedy Series
Issa Rae,2018,Nominee,MTV Movie + TV Award,Best Performance in a Show
Issa Rae,2017,Winner,Vision Award,Best Performance - Comedy
Issa Rae,2020,Nominee,OFTA Television Award,Best Actress in a Comedy Series
Issa Rae,2019,Winner,Satellite Award,"Best Actress in a Series, Comedy or Musical"
Issa Rae,2020,Nominee,TCA Award,Individual Achievement in Comedy
Issa Rae,2018,Winner,Streamy Award,Best Drama Series
Ted Danson,2008,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Ted Danson,2020,Nominee,Primetime Emmy,Outstanding Lead Actor in a Comedy Series
Ted Danson,1991,Winner,American Comedy Award,"Funniest Male Performer in a TV Series (Leading Role) Network, Cable or Syndication"
Ted Danson,1993,Nominee,American Television Award,Best Actor in a Situation Comedy
Ted Danson,2020,Nominee,Critics Choice Award,Best Actor in a Comedy Series
Ted Danson,2020,Nominee,Gold Derby TV Award,Comedy Actor
Ted Danson,2019,Nominee,IGN Award,Best Comedic TV Performance
Ted Danson,2020,Winner,OFTA Television Award,Best Actor in a Comedy Series
Ted Danson,1993,Nominee,People's Choice Award,Favorite Male TV Performer
Ted Danson,2019,Nominee,Satellite Award,"Best Actor in a Series, Comedy or Musical"
Ted Danson,2018,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Ted Danson,2018,Nominee,TCA Award,Individual Achievement in Comedy
Ted Danson,1993,Winner,Stinker Award,Worst Actor
Ted Danson,1999,Nominee,TV Guide Award,Favorite Star of a New Series
Ted Danson,2007,Winner,TV Land Award,Break Up That Was So Bad It Was Good
Ted Danson,1991,Nominee,Q Award,Best Actor in a Quality Comedy Series
Ted Danson,1999,Winner,Star on the Walk of Fame,Television
Ramy Youssef,2020,Winner,Golden Globe,Best Performance by an Actor in a Television Series - Musical or Comedy
Ramy Youssef,2020,Nominee,Primetime Emmy,Outstanding Lead Actor in a Comedy Series
Ramy Youssef,2020,Nominee,Critics Choice Award,Best Actor in a Comedy Series
Ramy Youssef,2020,Nominee,Dorian TV Award,Best TV Performance - Actor
Ramy Youssef,2020,Nominee,Gold Derby TV Award,Comedy Actor
Ramy Youssef,2019,Nominee,Gotham Independent Film Award,Breakthrough Series - Shortform
Ramy Youssef,2020,Nominee,OFTA Television Award,Best Actor in a Comedy Series
Ramy Youssef,2020,Nominee,TCA Award,Individual Achievement in Comedy
Ramy Youssef,2020,Nominee,WGA Award (TV),Comedy/Variety Specials
Christina Applegate,2020,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Musical or Comedy
Christina Applegate,2020,Nominee,Primetime Emmy,Outstanding Comedy Series
Christina Applegate,1993,Nominee,Bravo Otto Germany,Best Female TV Star (TV-Star w)
Christina Applegate,2020,Nominee,Critics Choice Award,Best Actress in a Comedy Series
Christina Applegate,2016,Winner,CinemaCon Award,Female Stars of the Year
Christina Applegate,1998,Winner,President Award,Star on the Horizon
Christina Applegate,2020,Nominee,Dorian TV Award,Best TV Performance - Actress
Christina Applegate,2020,Nominee,Gold Derby TV Award,Comedy Actress
Christina Applegate,2012,Winner,Gracie,Outstanding Female Actor in a Leading Role in a Comedy Series or Special
Christina Applegate,1993,Nominee,Blimp Award,Favorite TV Actress
Christina Applegate,1992,Nominee,MTV Movie Award,Most Desirable Female
Christina Applegate,2020,Nominee,OFTA Television Award,Best Actress in a Comedy Series
Christina Applegate,2009,Winner,People's Choice Award,Favorite Female TV Star
Christina Applegate,2008,Nominee,Prism Award,Performance in a Comedy Series
Christina Applegate,2019,Nominee,Satellite Award,"Best Actress in a Series, Comedy or Musical"
Christina Applegate,2020,Nominee,Actor,Outstanding Performance by a Female Actor in a Comedy Series
Christina Applegate,2014,Nominee,Teen Choice Award,Choice Movie Actress: Comedy
Christina Applegate,2020,Nominee,TCA Award,Individual Achievement in Comedy
Christina Applegate,2002,Winner,Stinker Award,Worst Song or Song Performance in a Film or its End Credits
Christina Applegate,1999,Winner,TV Guide Award,Favorite Star of a New Series
Christina Applegate,2009,Winner,Innovator Award,
Christina Applegate,2012,Winner,Humanitarian Award,Norma Zarky Humanitarian Award
Christina Applegate,2012,Nominee,WIN Award,Actress Comedy Series
Christina Applegate,1992,Nominee,Young Artist Award,Outstanding Young Ensemble Cast in a Motion Picture
Christina Applegate,2002,Winner,Young Hollywood Award,"""Something Extra"" Award"
Don Cheadle,2005,Nominee,Oscar,Best Performance by an Actor in a Leading Role
Don Cheadle,2015,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Comedy or Musical
Don Cheadle,2020,Nominee,Primetime Emmy,Outstanding Lead Actor in a Comedy Series
Don Cheadle,2006,Nominee,BAFTA Film Award,Best Film
Don Cheadle,2018,Nominee,Felix,Best Supporting Actor
Don Cheadle,2007,Winner,AAFCA Award,Best Actor
Don Cheadle,2005,Winner,ACCA,Best Cast Ensemble
Don Cheadle,2008,Winner,Humanitarian Award,
Don Cheadle,2016,Nominee,Best First Feature Award,
Don Cheadle,2013,Nominee,BET Award,Best Actor
Don Cheadle,2005,Nominee,BET Comedy Award,Outstanding Supporting Actor in a Theatrical Film
Don Cheadle,2005,Winner,Black Movie Award,Outstanding Motion Picture
Don Cheadle,2017,Nominee,Black Reel,"Outstanding Actor, Motion Picture"
Don Cheadle,2020,Winner,Black Reel,"Outstanding Actor, Comedy Series"
Don Cheadle,2001,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actor - Comedy/Romance
Don Cheadle,2008,Winner,Joel Siegel Award,
Don Cheadle,2016,Nominee,Best Directorial Debut,
Don Cheadle,1996,Nominee,CFCA Award,Best Supporting Actor
Don Cheadle,2016,Nominee,Music Movies Competition,
Don Cheadle,2013,Nominee,Critics' Choice TV Award,Best Actor in a Comedy Series
Don Cheadle,2005,Nominee,DFWFCA Award,Best Actor
Don Cheadle,2008,Nominee,Independent Spirit Award,Best Male Lead
Don Cheadle,1998,Winner,FFCC Award,Best Ensemble Cast
Don Cheadle,2016,Nominee,Audience Award,
Don Cheadle,2006,Winner,Gold Derby Award,Ensemble Cast
Don Cheadle,2007,Winner,Gotham Independent Film Award,Best Ensemble Performance
Don Cheadle,2017,Winner,Grammy,Best Compilation Soundtrack For Visual Media
Don Cheadle,2005,Winner,Hollywood Film Award,Ensemble of the Year
Don Cheadle,2020,Nominee,Image Award,Outstanding Actor in a Comedy Series
Don Cheadle,2005,Nominee,INOCA,Best Actor
Don Cheadle,2012,Nominee,IFTA Award,Best International Actor
Don Cheadle,2017,Nominee,Blimp Award,#SQUAD
Don Cheadle,2006,Nominee,ALFS Award,Actor of the Year
Don Cheadle,1995,Winner,LAFCA Award,Best Supporting Actor
Don Cheadle,2008,Winner,Spirit of Independence Award,
Don Cheadle,2005,Nominee,Grace Award,Most Inspiring Movie Acting
Don Cheadle,2002,Nominee,MTV Movie Award,Best On-Screen Team
Don Cheadle,2017,Nominee,Vision Award,Best Performance - Comedy
Don Cheadle,1996,Winner,NSFC Award,Best Supporting Actor
Don Cheadle,2004,Nominee,NYFCC Award,Best Actor
Don Cheadle,2016,Nominee,NTFCA Award,Best Actor
Don Cheadle,2020,Nominee,OFTA Television Award,Best Actor in a Comedy Series
Don Cheadle,2005,Nominee,OFCS Award,Best Actor
Don Cheadle,2016,Winner,Directors to Watch,
Don Cheadle,2011,Nominee,People's Choice Award,Favorite On-Screen Team
Don Cheadle,2004,Winner,Special Award,
Don Cheadle,2013,Nominee,Satellite Award,"Best Actor in a Series, Comedy or Musical"
Don Cheadle,2010,Nominee,Scream Award,Best Supporting Actor
Don Cheadle,2014,Nominee,Actor,Outstanding Performance by a Male Actor in a Comedy Series
Don Cheadle,2007,Winner,ShoWest Award,Male Star of the Year
Don Cheadle,2007,Nominee,SLFCA Award,Best Actor
Don Cheadle,2016,Nominee,Teen Choice Award,Choice Movie: Chemistry
Don Cheadle,2004,Nominee,WAFCA Award,Best Actor
Eugene Levy,2020,Winner,Primetime Emmy,Outstanding Comedy Series
Eugene Levy,2010,Nominee,Movies for Grownups Award,Best Supporting Actor
Eugene Levy,2000,Nominee,American Comedy Award,Funniest Supporting Actor in a Motion Picture
Eugene Levy,1994,Winner,Sir Peter Ustinov Award,
Eugene Levy,2017,Nominee,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
Eugene Levy,2000,Winner,Blockbuster Entertainment Award,Favorite Supporting Actor - Comedy
Eugene Levy,2020,Nominee,Critics Choice Award,Best Actor in a Comedy Series
Eugene Levy,1989,Nominee,ACE,Directing a Comedy Special
Eugene Levy,2004,Winner,Canadian Comedy Award,Film - Pretty Funny Writing
Eugene Levy,2020,Winner,Canadian Screen Award,"Best Lead Actor, Comedy"
Eugene Levy,2006,Nominee,DVDX Award,Best Supporting Actor (in a DVD Premiere Movie)
Eugene Levy,2004,Nominee,Independent Spirit Award,Best Screenplay
Eugene Levy,2004,Winner,FFCC Award,Best Ensemble Cast
Eugene Levy,2020,Nominee,Dorian TV Award,Best TV Performance - Actor
Eugene Levy,1995,Winner,Earle Grey Award,
Eugene Levy,2020,Winner,Gold Derby TV Award,Comedy Actor
Eugene Levy,2006,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Eugene Levy,2004,Winner,Grammy,"Best Song Written for a Motion Picture, Television or Other Visual Media"
Eugene Levy,2019,Nominee,IGN Award,Best TV Ensemble
Eugene Levy,2004,Nominee,INOCA,Best Original Song
Eugene Levy,2017,Winner,Blimp Award,#SQUAD
Eugene Levy,2004,Nominee,LAFCA Award,Best Music
Eugene Levy,2003,Winner,NYFCC Award,Best Supporting Actor
Eugene Levy,2020,Winner,OFTA Television Award,Best Actor in a Comedy Series
Eugene Levy,2020,Nominee,PGA Award,"Outstanding Producer of Episodic Television, Comedy"
Eugene Levy,2004,Nominee,PFCS Award,Best Ensemble Acting
Eugene Levy,2006,Nominee,Razzie Award,Worst Supporting Actor
Eugene Levy,2019,Nominee,Satellite Award,"Best Actor in a Series, Comedy or Musical"
Eugene Levy,2020,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Eugene Levy,2003,Winner,Seattle Film Critics Award,Best Music
Eugene Levy,1973,Winner,Medalla Sitges en Plata de Ley,Best Actor
Eugene Levy,2004,Nominee,Teen Choice Award,Choice Movie Liar
Eugene Levy,2005,Winner,Stinker Award,Less Than Dynamic Duo
Eugene Levy,2003,Nominee,VVFP Award,Best Supporting Performance
Eugene Levy,2001,Nominee,WGA Award (Screen),Best Screenplay Written Directly for the Screen
Anthony Anderson,2018,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Musical or Comedy
Anthony Anderson,2020,Nominee,Primetime Emmy,Outstanding Lead Actor in a Comedy Series
Anthony Anderson,2001,Winner,Rising Star Award,
Anthony Anderson,2006,Nominee,ACCA,Best Cast Ensemble
Anthony Anderson,2019,Nominee,BET Award,Best Actor
Anthony Anderson,2004,Nominee,BET Comedy Award,Outstanding Lead Actor in a Comedy Series
Anthony Anderson,2005,Winner,Black Movie Award,Outstanding Performance by an Actor in a Supporting Role
Anthony Anderson,2006,Nominee,Black Reel,Best Supporting Actor
Anthony Anderson,2020,Nominee,Black Reel,"Outstanding Actor, Comedy Series"
Anthony Anderson,2006,Nominee,BSFC Award,Best Ensemble Cast
Anthony Anderson,2018,Nominee,Critics Choice Award,Best Actor in a Comedy Series
Anthony Anderson,2007,Winner,COFCA Award,Best Ensemble
Anthony Anderson,2016,Nominee,Critics' Choice TV Award,Best Actor in a Comedy Series
Anthony Anderson,2018,Nominee,Gold Derby TV Award,Comedy Actor
Anthony Anderson,2020,Winner,Image Award,Outstanding Actor in a Comedy Series
Anthony Anderson,2016,Nominee,Blimp Award,Favorite Family TV Actor
Anthony Anderson,2006,Winner,NBR Award,Best Acting by an Ensemble
Anthony Anderson,2019,Nominee,OFTA Television Award,Best Actor in a Comedy Series
Anthony Anderson,2017,Nominee,People's Choice Award,Favorite Comedic TV Actor
Anthony Anderson,2017,Nominee,PGA Award,"Outstanding Producer of Episodic Television, Comedy"
Anthony Anderson,2004,Nominee,Razzie Award,Worst Supporting Actor
Anthony Anderson,2019,Nominee,Satellite Award,"Best Actor in a Series, Comedy or Musical"
Anthony Anderson,2018,Nominee,Actor,Outstanding Performance by a Male Actor in a Comedy Series
Anthony Anderson,2019,Nominee,Teen Choice Award,Choice TV Actor: Comedy
Anthony Anderson,2020,Winner,Star on the Walk of Fame,Television
Anthony Anderson,2002,Winner,WAFCA Award,Best Ensemble
Sandra Oh,2019,Winner,Golden Globe,Best Performance by an Actress in a Television Series - Drama
