rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
"7,799",7.2,The Beverly Hillbillies (TV Series 1962–1971) - IMDb,"
                    A nouveau riche hillbilly family moves to Beverly Hills and shakes up the privileged society with their hayseed ways.
            "," Buddy Ebsen
, Irene Ryan
, Donna Douglas
, Max Baer Jr.
, Raymond Bailey
, Nancy Kulp
",USA,"[' Comedy', ' Family', None, None, None]",USA, CBS Television Network,"5055 Wilshire Blvd., Los Angeles, California, USA"
9,8.2,The Danny Kaye Show with Lucille Ball (1962) - IMDb,"
                    In the hour-long NBC special, Kaye dances, sings and tells a story imitating Maurice Chevalier's English accent. Lucille Ball turned up dances (a Twist), sings, and does a few imitations: ...
                    "," Lucille Ball
, Danny Kaye
",English,"[' Comedy', ' ', None, None, None]",English, Dena Enterprises, Dena Enterprises
12,9.2,An Evening with Carol Burnett (1963) - IMDb,"
                    "," Carol Burnett
, Robert Preston
",English,"[' Family', ' ', None, None, None]",English, Bob Banner Associates,
149,7.9,The Andy Williams Show (TV Series 1962–1969) - IMDb,"
                    Having hosted summer programs for three seasons before this, Andy Williams' program finally became a regular, year-round show. In addition to Andy, the program also featured numbers by a ...
                    "," Andy Williams
",USA,"[' Music', ' ', None, None, None]",USA, Barnaby Productions,
95,9.0,Julie and Carol at Carnegie Hall (1962) - IMDb,"
                    "," Julie Andrews
, Carol Burnett
, Randy Doney
",English,"[' Documentary', ' ', ' Music', None, None]",English, Bob Banner Associates,
,,The River Nile (TV Movie 1962) - IMDb,"
                    "," James Mason
",English,"[' Documentary', None, None, None, None]",English, NBC News,
,,Shakespeare: Soul of an Age (1962) - IMDb,"
                    A Documentary on William Shakespeare with actors talking about the man and reading his plays.
            "," Ralph Richardson
, Michael Redgrave
, Walter Hudd
, Robert Eddison
, Jack Gwillim
",English,"[' Documentary', ' Drama', None, None, None]",English, NBC News,
,,Germany: Fathers and Sons (TV Movie 1962) - IMDb,"
                    "," John Rich
",English,"[' News', None, None, None, None]",English, NBC News,
12,6.3,ABC Close-Up! (TV Series 1960– ) - IMDb,"
                    "," Marshall Frady
, Joseph Julian
, John Daly
, Dick Gregory
, Arthur Goldberg
, Michael Connor
, Leslie Gelb
, Michael Mandelbaum
, Paul Warnke
",English,"[' Documentary', None, None, None, None]",English, ABC News,
,,The Tunnel (TV Movie 1962) - IMDb,"
                    The Tunnel chronicles how three West Berlin university students organized the escape of 26 friends and family members by digging a tunnel underneath the Berlin Wall from a former factory in West Berlin into the Communist East.
            "," Piers Anderton
, Klaus Dehmel
, Joachim Rudolph
, Ellen Schau
, Evelyne Schmidt
, Peter Schmidt
, Mimmo Sesta
, Gigi Spina
",English,"[' Documentary', None, None, None, None]",English, NBC News,
,,The Lively Ones (TV Series 1962–1963) - IMDb,"
                    This musical variety show was a summer replacement for ""Hazel"" and aired for two years. Damone and his female ""dates"" introduced the various acts from different locations around the country.
            "," Vic Damone
, Budd Albright
",English,"[' Music', None, None, None, None]",English, Ford Motor Company, Ford Motor Company
482,7.2,Ben Casey (TV Series 1961–1966) - IMDb,"
                    Gritty realistic hospital drama featuring manly Dr. Casey against the medical establishment, at first, under the watchful eye of Dr. Zorba, and later under the thumb of Chief of Surgery Dr. Freeland.
            "," Vince Edwards
, Sam Jaffe
",English,"[' Drama', ' ', None, None, None]",English, Bing Crosby Productions,
7,6.3,Here's Edie (TV Series 1963) - IMDb,"
                    Edie Adams was the star of this sketch comedy/musical show typical of the early years of television. Her guest list ranged from Zsa Zsa Gabor to Bob Hope to Count Basie.
            "," Edie Adams
",English,"[' Music', ' Comedy', None, None, None]",English,IMDbPro,
18,7.9,Invincible Mr. Disraeli (TV Movie 1963) - IMDb,"
                    The rise of the legendary 19th-century British politician and prime minister Benjamin Disraeli.
            "," Trevor Howard
, Greer Garson
, Eric Berry
, Norman Barrs
, Denholm Elliott
, Hugh Franklin
, Chris Gampel
, Hurd Hatfield
, Geoffrey Keen
, Kate Reid
, Robinson Stone
, Frederic Tozere
, Peter von Zerneck
, Joan White
, Frederick Worlock
",English,"[' Biography', ' Drama', None, None, None]",English, Compass Productions,
153,7.2,ABC's Wide World of Sports (TV Series 1961– ) - IMDb,"
                    ABC's weekend extravaganzas about everything that can be called a sports event.
            "," Jim McKay
",English,"[' Sport', ' ', None, None, None]",English, American Broadcasting Company (ABC) Sports,
89,7.5,Alcoa Premiere (TV Series 1961–1963) - IMDb,"
                    Hosted by famous dancer and actor Fred Astaire, this series presented a new drama with each week's episode. Unlike some of the earlier drama series, which tended either toward classics or ...
                    "," Fred Astaire
",English,"[' Drama', ' ', None, None, None]",English, Avasta Productions,
130,7.6,The Dick Powell Theatre (TV Series 1961–1963) - IMDb,"
                    Powell served as host and, in early shows at least, occasional star in this dramatic anthology. It was his last television series and contained his last filmed acting (episode: 'The ...
                    "," Dick Powell
",English,"[' Comedy', ' ', None, None, None]",English, Four Star Productions,
80,7.9,The Eleventh Hour (TV Series 1962–1964) - IMDb,"
                    There were only two seasons of this show. Both featured "," Jack Ging
, Wendell Corey
, Ralph Bellamy
",English,"[' Drama', ' ', None, None, None]",English, Arena Productions,
"2,223",8.4,Combat! (TV Series 1962–1967) - IMDb,"
                    Combat!, a one-hour World War II drama series, followed a front line American infantry squad as they battled their way across Europe
            "," Vic Morrow
, Rick Jason
, Pierre Jalbert
, Jack Hogan
, Dick Peabody
, Walt Davis
, Conlan Carter
",English,"[' Action', ' ', ' War', None, None]",English, Selmur Productions,
90,5.6,The DuPont Show of the Week (TV Series 1961–1964) - IMDb,"
                    An anthology weekly drama series.
            "," Walter Matthau
, Frank McGee
, Art Carney
, Dane Clark
, Vincent Gardenia
, Milton Selzer
, Gene Wilder
, James Daly
, Claude Rains
, John McGiver
, John Megna
, Andrew Duggan
, Joanie Sommers
, Barbara Cook
, Dorothy Loudon
, Audrey Meadows
, Danny Meehan
, Russell Collins
, Peter Falk
, Arthur Kennedy
, John Mills
, Franchot Tone
, Finlay Currie
, Michael Tolan
, John Abbott
, Dana Andrews
, William Hickey
, Paul Lambert
, Paul Mazursky
, William Phipps
, Gerald Price
, Howard St. John
, Larry Hagman
, Gerald Hiken
, Fred Gwynne
, Bruce Gordon
, Teresa Wright
, Shelley Berman
, Jayne Meadows
, Zachary Scott
, Shirley Knight
, Loring Smith
, Roland Winters
, Pat Stanley
, Parker Fennelly
, Arthur Hughes
, Dana Elcar
, Mort Marshall
, James Berwick
, Anita Dangler
, James Greene
, William Hansen
, Mary Boylan
, Allen Collins
, Roger C. Carmel
, Keith Carsey
, Joe E. Ross
, Paul Sparer
, Edie Adams
, Henry 'Red' Allen
, Harold Arlen
, Lil Armstrong
, Buster Bailey
, La Vern Baker
, Mae Barnes
, Count Basie
, Jack Benny
, Milton Berle
, Joe E. Brown
, John W. Bubbles
, Carol Burnett
, George Burns
, Eddie Condon
, Joan Crawford
, Bing Crosby
, Vic Damone
, Blossom Dearie
, Dwight D. Eisenhower
, Fred Waring and His Pennsylvanians
, Bud Freeman
, Martin Gabel
, Eva Gabor
, Rube Goldberg
, Eydie Gormé
, Merv Griffin
, Johnny Guarnieri
, Bob Haggart
, Bill Hayes
, Tom Helmore
, Skitch Henderson
, Bob Hope
, Lena Horne
, Chet Huntley
, Jack Irwin
, Danny Kaye
, Randy Kraft
, Gene Krupa
, Frances Langford
, Steve Lawrence
, Peggy Lee
, Mark Lenard
, Jerry Lester
, Meade 'Lux' Lewis
, Frank Lovejoy
, Marilyn Lovell
, Groucho Marx
, Harpo Marx
, Elsa Maxwell
, Jimmy McPartland
, Mitch Miller
, Garry Moore
, Merle Oberon
, The Paterson New Jersey East High School Marching Band
, Dick Powell
, Debbie Reynolds
, Cesar Romero
, Pee Wee Russell
, Blossom Seeley
, Sandra Smith
, Sandy Smith
, Robert Strauss
, Enzo Stuarti
, Jack Teagarden
, Danny Thomas
, Paul Tripp
, Harry S. Truman
, Jayne Turner
, Monique van Vooren
, Fred Waring
, Paul Weston
, John Alderman
, E.J. André
, Ina Balin
, John Baragrey
, Richard Basehart
, Neville Brand
, Burt Brinckerhoff
, Richard Brooks
, Robert Burr
, Alan Casley
, Oleg Cassini
, Walter Chadwick
, Lonny Chapman
, Madeleine Christie
, Julian Claman
, Anita Colby
, Miriam Colon
, Richard Conte
, Eugene Corcoran
, Staats Cotsworth
, Norma Crane
, Robert Cummings
, Thayer David
, Ruby Dee
, Keir Dullea
, Archie Duncan
, Jimmy Durante
, George Duvivier
, Richard Eastman
, Hugh Evans
, Douglas Fairbanks Jr.
, John Farragher
, Ronald Fraser
, Zsa Zsa Gabor
, Patrick Gallagher
, Greer Garson
, Gerry Mulligan Quartet
, Alice Ghostley
, Jennifer Gillespie
, Hermione Gingold
, Lillian Gish
, The Great Wallendas
, Philippe Halsman
, Paula Hayden
, Peter Lind Hayes
, Edith Head
, Betty Henderson
, James Hurst
, Eugene Iglesias
, Lester James
, Osie Johnson
, Emmett Kelly
, Moultrie Kelsall
, Alexander King
, Robert Lansing
, Robert Loggia
, Elizabeth MacLennan
, Nancy Marchand
, Arnold Marlé
, Lee Marvin
, Murray Matheson
, Frank McHugh
, William McMahon
, Sal Mineo
, Vincente Minnelli
, Martin Mulder
, Ken Murray
, Lois Nettleton
, La Norma
, Margaret O'Brien
, Frank Olegario
, Cliff Osmond
, Katherine Anne Porter
, Cyril Ritchard
, Edward G. Robinson
",English,"[' Comedy', ' ', ' Musical', None, None]",English, National Broadcasting Company (NBC),
8,7.2,Pygmalion (TV Movie 1963) - IMDb,"
                    Can Professor Higgins transform cockney flower girl Eliza Dolittle into a lady by teaching her to speak properly?
            "," Julie Harris
, James Donald
, Gladys Cooper
, George Rose
, John Williams
, Valerie Cossart
, Mildred Trares
, John Irving
, Mercer McLeod
, Dorothy Sands
, Jean Deeks
, Basil Langton
, Robin Craven
, Regina Wallace
, Norman Barrs
",English,"[' ', None, None, None, None]",English, Hallmark Hall of Fame Productions,
71,7.1,See It Now (TV Series 1951–1958) - IMDb,"
                    This show was an irregularly scheduled hour long program that gave more complete coverage of issues. The show consisted of 'Edward R. Murrow (I)' sitting in the New York studio talking ...
                    "," Edward R. Murrow
",English,"['Joseph McCarthy', ' News', None, None, None]",English, CBS,
340,8.0,The Defenders (TV Series 1961–1965) - IMDb,"
                    A father and son lawyer duo take a variety of cases that often deal with the important issues of the day.
            "," E.G. Marshall
, Robert Reed
",English,"[' Crime', ' Drama', None, None, None]",English, Plautus Productions,
26,7.4,Air Power (TV Series 1956–1958) - IMDb,"
                    Produced shortly after the fiftieth anniversary of powered flight, this documentary series, hosted by veteran news anchor Walter Cronkite, traced the development of flight from the Wright ...
                    "," Walter Cronkite
",English,"[' Documentary', ' ', None, None, None]",English, CBS, CBS
193,8.0,The Steve Allen Plymouth Show (TV Series 1951–1960) - IMDb,"
                    The Steve Allen Show was an American variety show hosted by Steve Allen.
            "," Steve Allen
, Gene Rayburn
, Louis Nye
, Skitch Henderson
, Don Knotts
, Tom Poston
",English,"[' Comedy', ' ', None, None, None]",English, Bellmeadows Enterprises,
"7,777",7.3,Bonanza (TV Series 1959–1973) - IMDb,"
                    The Wild West adventures of Ben Cartwright and his sons as they run and defend their Nevada ranch while helping the surrounding community.
            "," Lorne Greene
, Michael Landon
, Dan Blocker
, Pernell Roberts
",USA,"[' Western', ' ', None, None, None]",USA, National Broadcasting Company (NBC),"Virginia City Western Street backlot, Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA"
41,7.6,The Tennessee Ernie Ford Show (TV Series 1956–1961) - IMDb,"
                    Hosted by Tennessee Ernie Ford, the likeable singer, comedian, entertainer received his own variety show sponsored by the Ford Motor Company which gave Ernie the venue to entertain millions...
                    "," Tennessee Ernie Ford
, The Top Twenty
",USA,"[' Comedy', ' ', None, None, None]",USA, Betford Productions,"NBC Studios - 3000 W. Alameda Avenue, Burbank, California, USA"
10,7.9,The Rosemary Clooney Show (TV Series 1956– ) - IMDb,"
                    Singer Rosemary Clooney and vocal group The Hi-Los were the regulars in this presentation of popular music.
            "," Rosemary Clooney
, The Hi-Los
, Nelson Riddle
",English,"[' Music', ' ', None, None, None]",English, NBC Productions,
10,7.6,Wide Wide World (TV Series 1955–1958) - IMDb,"
                    Using 40 cameras and 12 mobile vans, this live Sunday afternoon programme broadcast events in North America, the Caribbean and Europe. The show alternated with other programs during its run...
                    "," Dave Garroway
",English,"['Anonymous', None, None, None, None]",English, National Broadcasting Company (NBC),
118,8.1,Medic (TV Series 1954–1956) - IMDb,"
                    Highlights the personal and professional lives of a group of doctors and surgeons headed by Dr. Konrad Styner. One of the first medical shows on TV that paid strict attention to detail, and...
                    "," Richard Boone
",English,"[' Drama', None, None, None, None]",English, Medic Productions,
86,8.0,Producers' Showcase (TV Series 1954–1957) - IMDb,"
                    This program aired once every fourth week, and was one of the most costly live shows of the 1950s. Many stars appeared on this show.
            "," Cyril Ritchard
, Claire Bloom
, Mary Martin
, Heller Halliday
, David Wayne
, Lorne Greene
, Margalo Gillmore
, Nehemiah Persoff
, Marian Anderson
, Vaughn Monroe
, Frank Sutton
, José Ferrer
, Garry Moore
, Paul Hartman
, Margot Fonteyn
, Ernie Kovacs
, Frederick Ashton
, Sylvia Field
, Sondra Lee
, Ray Walston
, Raymond Massey
, Kathleen Nolan
, Cathleen Nesbitt
, Eva Marie Saint
, Jada Rowland
, Michael Evans
, Ernest Truex
, Philip Abbott
, Philip Chatfield
, Peter Donat
, Sadler's Wells Ballet
, Michael Somes
, Fred Stewart
, Louis Armstrong
, Pauline Moore
, Dusty Worrall
, Milton Berle
, Greer Garson
, Richard Nixon
, Patricia Wheel
, Francis Compton
, John Irving
, Anthony Quayle
, Artur Rubinstein
",English,"[' Drama', ' ', ' Comedy', ' Family', None]",English, Showcase Productions,
39,7.8,Jane Wyman Presents The Fireside Theatre (TV Series 1955–1958) - IMDb,"
                    An anthology series hosted by "," Jane Wyman
",English,"[' Drama', ' ', None, None, None]",English, Lewman Productions,
148,7.2,Our Mr. Sun (TV Movie 1956) - IMDb,"
                    One entry in a series of films produced to make science accessible to the masses--especially children--this film describes the sun in scientific but entertaining terms.
            "," Eddie Albert
, Lionel Barrymore
, Frank Baxter
, Marvin Miller
",English,"[' Animation', ' ', None, None, None]",English, Bell Science Series,
"1,359",7.9,Cheyenne (TV Series 1955–1963) - IMDb,"
                    After the Civil War, nomadic adventurer Cheyenne Bodie roamed the west looking for fights, women, and bad guys to beat up. His job changed from episode to episode.
            "," Clint Walker
, Clyde Howdy
",English,"[' Western', ' ', None, None, None]",English, Warner Bros. Television,
8,6.6,NBC Television Opera Theatre (TV Series 1949– ) - IMDb,"
                    "," Virginia Haskins
, Ralph Herbert
, Elaine Malbin
, Leon Lishner
, Rosemary Kuhlmann
, Davis Cunningham
, Paul Ukena
",English,"[' Family', ' Music', None, None, None]",English, National Broadcasting Company (NBC), National Broadcasting Company (NBC)
30,7.9,Tales of the 77th Bengal Lancers (TV Series 1956–1957) - IMDb,"
                    The show tells the story of two lieutenants, Michael Rhodes and William Storm, assigned to the 77th Bengal Lancers in India during the late 19th century. Colonel Standish is the commanding ...
                    "," Philip Carey
, Warren Stevens
, Patrick Whyte
",English,"[' Adventure', ' ', None, None, None]",English, Lancer Productions Limited,
"1,164",8.4,The George Burns and Gracie Allen Show (TV Series 1950–1958) - IMDb,"
                    Neighbor Blanche Morton frequently joined Gracie in escapades which annoy hubby Harry and provides George with an opportunity to offer a humorous soliloquy.
            "," George Burns
, Gracie Allen
, Bea Benaderet
, Harry von Zell
, Larry Keating
, Ronnie Burns
",English,"[' Comedy', ' ', None, None, None]",English, CBS,
138,8.5,You Are There (TV Series 1953–1972) - IMDb,"
                    "," Walter Cronkite
",English,"[' Drama', ' ', None, None, None]",English, CBS News,
,,Years of Crisis (TV Series 1950–1964) - IMDb,"
                    An annual year end news roundup, scheduled for late December or early January, moderated for most of its run by Edward R. Murrow. The program featured discussions of world events with CBS reporters.
            "," Eric Sevareid
, Edward R. Murrow
, Alexander Kendrick
, David Schoenbrun
, Richard Hottelet
, Daniel Schorr
, Howard K. Smith
, Winston Burdett
, Peter Kalischer
, Marvin Kalb
",English,"[' News', ' ', None, None, None]",English, CBS News, CBS News
32,7.8,Camera Three (TV Series 1955–1980) - IMDb,"
                    An examination of the arts and literature. A weekly program on Sunday mornings when there was more likely to be an audience interested in such matters and there was less competition for ratings.
            "," James Macandrew
",English,"[' Music', None, None, None, None]",English, CBS Productions, CBS Productions
"21,766",8.4,I Love Lucy (TV Series 1951–1957) - IMDb,"
                    The wife of a band leader constantly tries to become a star - in spite of her having no talent, and gets herself (along with her best friend) into the funniest predicaments.
            "," Lucille Ball
, Desi Arnaz
, Vivian Vance
, William Frawley
",English,"[' Comedy', ' ', None, None, None]",English, Desilu Productions,
337,7.8,The Bob Cummings Show (TV Series 1955–1959) - IMDb,"
                    The romantic misadventures of Bob Collins, a suave, sophisticated bachelor and photographer operating in Hollywood, California. The show is centered around his womanizing ways with his models, and his sister's attempts to make him settle down.
            "," Robert Cummings
, Ann B. Davis
, Rosemary DeCamp
, Dwayne Hickman
, Bill Baldwin
",English,"[' Comedy', ' ', None, None, None]",English, Laurel Productions,
94,8.2,The Ernie Kovacs Show (TV Series 1952–1956) - IMDb,"
                    "," Ernie Kovacs
, Edie Adams
, Pat White
",English,"[' Comedy', ' ', None, None, None]",English,IMDbPro,
146,8.1,Private Secretary (TV Series 1953–1957) - IMDb,"
                    Susie is secretary to handsome talent agent Peter Sands and keeps getting messed up in (and messing up) his private life. She's assisted (usually) by receptionist Vi and semi-rival Sylvia. ...
                    "," Ann Sothern
, Don Porter
, Ann Tyrrell
",English,"[' Comedy', None, None, None, None]",English, Jack Chertok Television Productions,
116,6.4,Caesar's Hour (TV Series 1954–1957) - IMDb,"
                    "," Sid Caesar
, Carl Reiner
, Howard Morris
, Ellen Parker
, Sandra Deel
, Nanette Fabray
, Pat Carroll
, William Lewis
, Earl Wild
, Shirl Conway
, The Bernie Green Orchestra
, Vaughn Monroe
, Virginia Curtis
",English,"[' Comedy', ' ', None, None, None]",English, Shellrick Productions, Shellrick Productions
145,7.7,Four Star Playhouse (TV Series 1952–1956) - IMDb,"
                    This show featured four rotating stars, Charles Boyer, David Niven, Ida Lupino, and Dick Powell in individual episodes consisting of everything from comedy to drama.
            "," David Niven
, Dick Powell
, Charles Boyer
, Ida Lupino
, Herb Vigran
",English,"[' Comedy', ' ', ' Drama', None, None]",English, Four Star Productions,
197,7.8,The Loretta Young Show (TV Series 1953–1961) - IMDb,"
                    A drama anthology series hosted by actress Loretta Young. In addition to hosting the series, she played the lead in various episodes.
            "," Loretta Young
",English,"[' Drama', ' ', None, None, None]",English, Lewislor Productions,
"1,340",8.4,The Phil Silvers Show (TV Series 1955–1959) - IMDb,"
                    Master Sergeant Bilko, regularly helped by the soldiers at Fort Baxter's motor pool, spends little time performing his duties by constantly trying to obtain money through various get-rich-quick scams and promotions.
            "," Phil Silvers
, Harvey Lembeck
, Paul Ford
, Allan Melvin
, Billy Sands
, Maurice Gosfield
, Herbie Faye
, Bernard Fein
, Jack Healy
, Mickey Freeman
, Maurice Brenner
, Karl Lukas
, Terry Carter
, Jimmy Little
",English,"[' Comedy', ' ', None, None, None]",English, Kenco Productions,
104,8.1,The 20th Century-Fox Hour (TV Series 1955–1957) - IMDb,"
                    An anthology of mini-features, new productions largely consisted of hasty retreads of successful 20th Century Fox movies.
            "," Joseph Cotten
, Jesse White
, Carl Benton Reid
, Grandon Rhodes
, Robert Foulk
, Richard Collier
, Alan Napier
, Harry Carter
, Frank Sully
, Johnny Washbrook
, Doris Lloyd
, Willis Bouchey
, Eleanor Audley
, Robert Griffin
, Noel Drayton
, Philip Tonge
, Katherine Warren
, Teresa Wright
, Ricardo Montalban
, Eduard Franz
, Gavin Muir
, Maudie Prickett
, Joey Ray
, Macdonald Carey
, Cameron Mitchell
, Richard Conte
, Mark Damon
, Regis Toomey
, Carolyn Jones
, Ray Collins
, James Griffith
, Roy Roberts
, Alan Hale Jr.
, Beverly Washburn
, Jim Hayward
, Barbara Wooddell
, Don Beddoe
, Whit Bissell
, Mort Mills
, Dan Riss
, Howard Wendell
, John Cliff
, Herb Vigran
, Richard Crane
, Clark Howat
, Than Wyenn
, Jack Rice
, Louis Towers
, Jess Kirkpatrick
, Barry Coe
, Arthur Franz
, Kipp Hamilton
, Ann Harding
, Craig Hill
, Ray Teal
, Joy Lafleur
, Gerald Oliver Smith
, Torin Thatcher
, Robert Wagner
, Michael Wilding
, Trevor Bardette
, Paul Birch
, Walter Coy
, Lisa Golm
, Harry Harvey
, Paul McGuire
, Jerry Paris
, Barney Phillips
, Denver Pyle
, George E. Stone
, Gail Bonney
, Todd Ferrell
, Nina Foch
, Queenie Leonard
, Herbert Lytton
, Gary Merrill
, Marilyn Saris
, Irene Seidner
, Parley Baer
, William Challee
, Lloyd Corrigan
, Benny Rubin
, Sydney Smith
",English,"[' Drama', ' ', None, None, None]",English, TCF Television Productions,
32,7.8,The Kaiser Aluminum Hour (TV Series 1956–1957) - IMDb,"
                    Live dramas that were broadcast every other week. The show had covered both light and serious drama and featured both well-known and not so well-known actors and actresses.
            "," William Shatner
, Alexander Scourby
, Paul Newman
, Jacqueline Scott
, Paul Mazursky
, Roland Winters
, Harry Townes
, Larry Gates
, Van Dyke Parks
, Walter Kingsford
, Frank Campanella
",English,"[' Drama', ' ', None, None, None]",English, Talent Associates,
147,8.4,Omnibus (TV Series 1952–1961) - IMDb,"
                    Starting out as a live show from New York City, ""Omnibus"" was hosted by Alastair Cooke and featured everything from discussions about science and the arts, to original works by such ...
                    "," Alistair Cooke
",English,"[' Drama', ' ', ' Music', None, None]",English, Ford Foundation,
126,8.6,Kraft Theatre (TV Series 1947–1958) - IMDb,"
                    A well-received anthology series presenting live television dramas.
            "," Vaughn Taylor
, Ed Herlihy
, Valerie Cossart
, E.G. Marshall
, Joe Maross
, Richard Kiley
, Harry Townes
, John Stephen
, Margaret Phillips
, Mercer McLeod
, Dan Morgan
, John Baragrey
, J. Pat O'Malley
",English,"[' Drama', ' ', None, None, None]",English, J. Walter Thompson Agency,
44,7.0,The Dinah Shore Show (TV Series 1951–1960) - IMDb,"
                    Dinah hosted this 15 minute live musical and variety show, two nights a week. It led to her own hour long show in 1956.
            "," Dinah Shore
, Art Baker
, The Skylarks
, Ticker Freeman
, The Harry Zimmerman Orchestra
",English,"[' Comedy', ' ', None, None, None]",English,IMDbPro,
,,Adventure (TV Series 1953– ) - IMDb,"
                    Initially, the three CBS reporters would discuss various topics with scientists. Later shows featured one topic.
            "," Charles Collingwood
",English,"[' Adventure', ' ', None, None, None]",English, CBS News Productions,
,,Frontiers of Faith (TV Series 1951–1970) - IMDb,"
                    An NBC network live broadcast from their studios at Rockefeller Center, New York City, dramatizing non-denominational stories of faith.
            "," Rosemary Murphy
, Tom Charlesworth
, Sydney Smith
, Ludwig Donath
, Peter R.J. Deyell
, Abby Lewis
, Sal Mineo
, Estelle Ritchie
, Florence Stanley
, Martin Balsam
, Warren Parker
, Mary Patton
, Alexander Scourby
",English,"[' ', None, None, None, None]",English, National Broadcasting Company (NBC), National Broadcasting Company (NBC)
,,The Ballad of Louie the Louse (TV Movie 1959) - IMDb,"
                    A slimy loan shark is mistakenly believed to have died and a newspaper reporter writes a kind, if erroneous, obituary about his life. The loan shark decides to reform and try to live up to the kind things that were written about him.
            "," Phil Silvers
, Eddie Albert
, Betsy Palmer
, Royal Beal
, John C. Becher
, Heywood Hale Broun
, Gerald Hiken
, Pert Kelton
, Leo Liebman
, Paul Lipson
, Marguerite Shaw
, Ed Sullivan
, Mike Wallace
",English,"[' Comedy', ' ', None, None, None]",English,IMDbPro,
72,8.1,A Tour of the White House (TV Movie 1962) - IMDb,"
                    Mrs. Kennedy provided a masterful, authoritative, knowledgeable tour of the various historical artifiacts furnishing 1600 Pennsylvania Avenue, ""the people's house"", its interior design and ...
                    "," Charles Collingwood
, Jacqueline Kennedy
, John F. Kennedy
",USA,"[' Documentary', ' ', None, None, None]",USA, CBS,"South Lawn, White House - 1600 Pennsylvania Avenue NW, Washington, District of Columbia, USA"
50,8.7,An Evening with Fred Astaire (1958) - IMDb,"
                    "," Fred Astaire
, Jonah Jones
, David Rose
, Barrie Chase
, Art Gilmore
, Larri Thomas
",English,"[' Music', ' ', None, None, None]",English, Ava Productions,
12,8.1,Twelfth Night (TV Movie 1957) - IMDb,"
                    Viola and Sebastian are lookalike twins, separated by a shipwreck. Viola lands in Illyria, where she disguises herself like her brother and goes into the service of the Duke Orsino. Orsino ...
                    "," Max Adrian
, Lloyd Bochner
, Richard Buck
, William Cottrell
, Denholm Elliott
, Maurice Evans
, Alice Ghostley
, Rosemary Harris
, James Harwood
, Frances Hyland
, Dennis King
, Howard Morris
, Gregory Morton
, George Turner
",English,"[' Comedy', ' ', ' Romance', None, None]",English, Milberg Productions,
50,7.9,Your Hit Parade (TV Series 1950–1959) - IMDb,"
                    The format was to sing the seven top rated popular songs for the week; the songs were sung by the regular cast of vocalists. An attempt was made to revive the show in 1974 with songs from ...
                    "," Snooky Lanson
, Dorothy Collins
, Russell Arms
, Raymond Scott
, Gisele MacKenzie
, André Baruch
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
20,7.5,The Fabulous Fifties (1960) - IMDb,"
                    A review of the previous decade through musical and comedy skits, commentary and news clips
            "," Julie Andrews
, Betty Comden
, Leora Dana
, Henry Fonda
, Jackie Gleason
, Adolph Green
, Rex Harrison
, Maria Karnilova
, Elaine May
, Mike Nichols
, Suzy Parker
, Eric Sevareid
, Dick Van Dyke
",English,"[' Documentary', ' ', None, None, None]",English, CBS,
,,Small World (TV Series 1958–1960) - IMDb,"
                    "," Edward R. Murrow
",English,"[' Talk-Show', None, None, None, None]",English, CBS, CBS
523,5.5,Meet the Press (TV Series 1947– ) - IMDb,"
                    Weekly news program offering political interviews and analysis of current events by elected officials and experts.
            "," Chuck Todd
",USA,"[' News', ' Talk-Show', None, None, None]",USA, NBC News,
,,Journey to Understanding (TV Movie 1959) - IMDb,"
                    "," Chet Huntley
, David Brinkley
, Frank McGee
, Pauline Frederick
, Nikita Khrushchev
",English,"[' News', None, None, None, None]",English, NBC News,
,,Chet Huntley Reporting (TV Series 1957–1963) - IMDb,"
                    "," Chet Huntley
",English,"[' News', ' ', None, None, None]",English, NBC News,
"1,614",8.5,The Magical World of Disney (TV Series 1954–1997) - IMDb,"
                    A Disney-produced anthology covering many different genres.
            "," Walt Disney
",English,"[' Adventure', ' ', ' Family', None, None]",English, Walt Disney Pictures,
13,7.2,Art Carney Special (TV Series 1959– ) - IMDb,"
                    "," Art Carney
",English,"[' Comedy', ' ', ' Music', None, None]",English,IMDbPro,
32,7.8,The Moon and Sixpence (TV Movie 1959) - IMDb,"
                    A staid, dull Englishman abruptly deserts his wife and children to become a painter in the South Seas.
            "," Laurence Olivier
, Judith Anderson
, Hume Cronyn
, Cyril Cusack
, Denholm Elliott
, Geraldine Fitzgerald
, Jean Marsh
, Murray Matheson
, Jessica Tandy
",English,"[' Drama', None, None, None, None]",English,IMDbPro,
"1,838",7.4,Father Knows Best (TV Series 1954–1960) - IMDb,"
                    The popular radio show comes to life in this hit sitcom about a wise family man, Jim Anderson, his common-sense wife Margaret and their children Betty, Bud and Kathy.
            "," Robert Young
, Lauren Chapin
, Jane Wyatt
, Billy Gray
, Elinor Donahue
",English,"[' Comedy', ' ', None, None, None]",English, Rodney-Young Productions,
