award_title,years,finalist,winner,groups
Outstanding Achievement in Film Sound Mixing,1977 Awards,The Savage Bees,Winner,"Alan Bernard, (sound mixer),, ,George Porter, (sound mixer),, ,Eddie Nelson, (sound mixer),, ,Robert L. Harman, (sound mixer)"
Outstanding Achievement in Film Sound Mixing,1977 Awards,Eleanor and Franklin: The White House Years,,"Richard Portman, (sound mixer),, ,David M. Ronne, (sound mixer),, ,Don MacDougall, (sound mixer),, ,Curly Thirlwell, (sound mixer)"
Outstanding Achievement in Film Sound Mixing,1977 Awards,Roots,,"Bill Varney, (sound mixer),, ,Leonard Peterson, (sound mixer),, ,Robert J. Litt, (sound mixer),, ,Willie D. Burton, (sound mixer)"
Outstanding Achievement in Film Sound Mixing,1977 Awards,Roots,,"George Porter, (sound mixer),, ,Eddie Nelson, (sound mixer),, ,Robert L. Harman, (sound mixer),, ,Arnold Braun, (sound mixer)"
Outstanding Achievement in Film Sound Mixing,1977 Awards,Roots,,"Hoppy Mehterian, (sound mixer),, ,George Porter, (sound mixer),, ,Eddie Nelson, (sound mixer),, ,Arnold Braun, (sound mixer)"
Outstanding Achievement in Film Sound Mixing,1977 Awards,Roots,,"Willie D. Burton, (sound mixer),, ,George Porter, (sound mixer),, ,Eddie Nelson, (sound mixer),, ,Robert L. Harman, (sound mixer)"
Outstanding Achievement in Graphic Design and Title Sequences,1977 Awards,The Bell Telephone Jubilee,Winner,"Eytan Keller, (graphic designer),, ,Stu Bernstein, (graphic designer)"
Outstanding Achievement in Graphic Design and Title Sequences,1977 Awards,Arthur Hailey's the Moneychangers,,"Phill Norman, (graphic designer)"
Outstanding Achievement in Graphic Design and Title Sequences,1977 Awards,Previn and the Pittsburgh,,"Martine Sheon, (graphic designer),, ,David Summers, (graphic designer)"
Outstanding Achievement in Graphic Design and Title Sequences,1977 Awards,Visions,,"Gene Piotrowsky, (graphic designer)"
Outstanding Achievement in Lighting Direction,1977 Awards,The Dorothy Hamill Special,Winner,"Bill Klages, (lighting director),, ,Peter Edwards, (lighting director)"
Outstanding Achievement in Lighting Direction,1977 Awards,Neil Diamond: Love at the Greek,,"Imero Fiorentino, (lighting director),, ,Scott Johnson, (lighting director)"
Outstanding Achievement in Lighting Direction,1977 Awards,The Adams Chronicles,,"Dick Weiss, (lighting director),, ,William C. Knight, (lighting director)"
Outstanding Achievement in Lighting Direction,1977 Awards,The Adams Chronicles,,"George Riesenberger, (lighting director),, ,William C. Knight, (lighting director)"
Outstanding Achievement in Lighting Direction,1977 Awards,Visions,,"Ken Dettling, (lighting director),, ,Leard Davis, (lighting director)"
Outstanding Achievement in Make-Up,1977 Awards,Eleanor and Franklin: The White House Years,Winner,"Ken Chase, (makeup design),, ,Joe DiBella, (makeup artist)"
Outstanding Achievement in Make-Up,1977 Awards,An Evening with Diana Ross,,"Stan Winston, (makeup)"
Outstanding Achievement in Make-Up,1977 Awards,Beauty and the Beast,,"Del Acevedo, (makeup),, ,John Chambers, (makeup),, ,Daniel C. Striepeke, (makeup)"
Outstanding Achievement in Make-Up,1977 Awards,Harry S. Truman: Plain Speaking,,"Dick Smith, (makeup)"
Outstanding Achievement in Make-Up,1977 Awards,The Million Dollar Rip-Off,,"Michael Westmore, (makeup),, ,Edwin Butterworth, (makeup),, ,Charles H. Schram, (makeup)"
Outstanding Achievement in Music Composition for a Series (Dramatic Underscore),1977 Awards,Roots,Winner,"Quincy Jones, (composer),, ,Gerald Fried, (composer)"
Outstanding Achievement in Music Composition for a Series (Dramatic Underscore),1977 Awards,Bronk,,"Jacques Urbont, (composer)"
Outstanding Achievement in Music Composition for a Series (Dramatic Underscore),1977 Awards,Captains and the Kings,,"Elmer Bernstein, (composer)"
Outstanding Achievement in Music Composition for a Series (Dramatic Underscore),1977 Awards,Police Story,,"Dick DeBenedictis, (composer)"
Outstanding Achievement in Music Composition for a Series (Dramatic Underscore),1977 Awards,Roots,,"Gerald Fried, (composer)"
Outstanding Achievement in Music Composition for a Special (Dramatic Underscore),1977 Awards,Sybil,Winner,"Leonard Rosenman, (composer),, ,Alan Bergman, (composer),, ,Marilyn Bergman, (composer)"
Outstanding Achievement in Music Composition for a Special (Dramatic Underscore),1977 Awards,Eleanor and Franklin: The White House Years,,"John Barry, (composer)"
Outstanding Achievement in Music Composition for a Special (Dramatic Underscore),1977 Awards,Helter Skelter,,"Billy Goldenberg, (composer)"
Outstanding Achievement in Music Composition for a Special (Dramatic Underscore),1977 Awards,Minstrel Man,,"Fred Karlin, (composer)"
Outstanding Achievement in Music Composition for a Special (Dramatic Underscore),1977 Awards,Raid on Entebbe,,"David Shire, (composer)"
Outstanding Achievement in Music Direction,1977 Awards,America Salutes Richard Rodgers: The Sound of His Music,Winner,"Ian Fraser, (music director)"
Outstanding Achievement in Music Direction,1977 Awards,Bronk,,"Jacques Urbont, (music director)"
Outstanding Achievement in Music Direction,1977 Awards,Live from Lincoln Center,,"Rafael Kubelík, (music director)"
Outstanding Achievement in Music Direction,1977 Awards,Previn and the Pittsburgh,,"André Previn, (music director)"
Outstanding Achievement in Music Direction,1977 Awards,Sills and Burnett at the Met,,"Peter Matz, (music director)"
Outstanding Achievement in Tape Sound Mixing,1977 Awards,John Denver and Friend,Winner,"Doug Nelson, (sound mixer)"
Outstanding Achievement in Tape Sound Mixing,1977 Awards,Police Story,,"Michael T. Gannon, (sound mixer),, ,Jerry Clemans, (sound mixer),, ,Thomas J. Huth, (sound mixer),, ,Phillip Seretti, (sound mixer)"
Outstanding Achievement in Tape Sound Mixing,1977 Awards,The 4th Annual American Music Awards,,"Doug Nelson, (sound mixer),, ,Norm Schwartz, (sound mixer),, ,John Black, (sound mixer)"
Outstanding Achievement in Tape Sound Mixing,1977 Awards,The Adams Chronicles,,"Emil Neroda, (sound mixer)"
Outstanding Achievement in Technical Direction and Electronic Camerawork,1977 Awards,Doug Henning's World of Magic,Winner,"Karl Messerschmidt, (technical director),, ,Jon Olson, (cameraperson),, ,Bruce Gray, (cameraperson),, ,John Gutierrez, (cameraperson),, ,Jim Dodge, (cameraperson),, ,Wayne McDonald, (cameraperson)"
Outstanding Achievement in Technical Direction and Electronic Camerawork,1977 Awards,A Special Olivia Newton-John,,"Ernie Buttelman, (technical director),, ,Dave Hilmer, (cameraperson),, ,Jim Balden, (cameraperson),, ,Jack Denton, (cameraperson),, ,Mayo Partee, (cameraperson)"
Outstanding Achievement in Technical Direction and Electronic Camerawork,1977 Awards,Harry S. Truman: Plain Speaking,,"Ken Anderson, (technical director),, ,Art Vogel, (cameraperson)"
Outstanding Achievement in Technical Direction and Electronic Camerawork,1977 Awards,Neil Diamond: Love at the Greek,,"Gene Crowe, (technical director),, ,Samuel E. Dowlen, (cameraperson),, ,Tom Dokes, (cameraperson),, ,Larry Heider, (cameraperson),, ,Bob Keys, (cameraperson),, ,Wayne Orr, (cameraperson),, ,Bill Philbin, (cameraperson),, ,Ron Sheldon, (cameraperson)"
Outstanding Achievement in Technical Direction and Electronic Camerawork,1977 Awards,Victory at Entebbe,,"Ken Lamkin, (technical director),, ,Lew Adams, (cameraperson),, ,Mike Keeler, (cameraperson),, ,Gary Stanton, (cameraperson),, ,Samuel E. Dowlen, (cameraperson)"
Outstanding Achievement in Video Tape Editing for a Series,1977 Awards,Visions,Winner,"Roy Stewart, (editor)"
Outstanding Achievement in Video Tape Editing for a Series,1977 Awards,CPO Sharkey,,"Ken Denisoff, (editor),, ,Stowell Werden, (editor)"
Outstanding Achievement in Video Tape Editing for a Series,1977 Awards,Meeting of Minds,,"Terry M. Pickford, (editor)"
Outstanding Achievement in Video Tape Editing for a Series,1977 Awards,Police Story,,"Jimmy B. Frazier, (editor)"
Outstanding Achievement in Video Tape Editing for a Special,1977 Awards,American Bandstand's 25th Anniversary,Winner,"Gary Anderson, (editor)"
Outstanding Achievement in Video Tape Editing for a Special,1977 Awards,Neil Diamond: Love at the Greek,,"Bill Breshears, (editor),, ,Barbara Babcock, (editor)"
Outstanding Achievement in Video Tape Editing for a Special,1977 Awards,The Barry Manilow Special,,"Thomas Klein, (editor),, ,Bill Breshears, (editor)"
Outstanding Achievement in Video Tape Editing for a Special,1977 Awards,The Captain & Tennille Special,,"Susan Jenkins, (editor),, ,Manuel Martínez, (editor)"
Outstanding Achievement in Video Tape Editing for a Special,1977 Awards,The Dorothy Hamill Special,,"Jimmy B. Frazier, (editor),, ,Danny White, (editor)"
Outstanding Achievement in Video Tape Editing for a Special,1977 Awards,Victory at Entebbe,,"Jim McElroy, (editor),, ,Michael Gavaldon, (editor),, ,David Saxon, (editor)"
Outstanding Art Direction or Scenic Design for a Comedy Series,1977 Awards,Fish,Winner,"Thomas Azzari, (art director)"
Outstanding Art Direction or Scenic Design for a Comedy Series,1977 Awards,All in the Family,,"Don Roberts, (art director)"
Outstanding Art Direction or Scenic Design for a Comedy Series,1977 Awards,Maude,,"Chuck Murawski, (art director)"
Outstanding Art Direction or Scenic Design for a Comedy Series,1977 Awards,Mr. T and Tina,,"Roy Christopher, (art director),, ,Mary Ann Biddle, (set decorator)"
Outstanding Art Direction or Scenic Design for a Comedy Series,1977 Awards,Sirota's Court,,"Seymour Klate, (art director),, ,Mary Ann Biddle, (set decorator)"
Outstanding Art Direction or Scenic Design for a Comedy-Variety or Music Series,1977 Awards,The Mac Davis Show,Winner,"Romain Johnston, (art director)"
Outstanding Art Direction or Scenic Design for a Comedy-Variety or Music Series,1977 Awards,Donny and Marie,,"Bill Bohnert, (art director),, ,John Told, (set decorator)"
Outstanding Art Direction or Scenic Design for a Comedy-Variety or Music Series,1977 Awards,Saturday Night Live,,"Eugene Lee, (art director),, ,Akira Yoshimura, (art director),, ,Franne Lee, (art director)"
Outstanding Art Direction or Scenic Design for a Comedy-Variety or Music Series,1977 Awards,The Carol Burnett Show,,"Paul Barnes, (art director),, ,Bob Sansom, (art director),, ,Bill Harp, (set decorator)"
Outstanding Art Direction or Scenic Design for a Comedy-Variety or Music Special,1977 Awards,America Salutes Richard Rodgers: The Sound of His Music,Winner,"Robert Kelly, (art director)"
Outstanding Art Direction or Scenic Design for a Comedy-Variety or Music Special,1977 Awards,Great Performances: Dance in America,,"William Mickley, (art director)"
Outstanding Art Direction or Scenic Design for a Comedy-Variety or Music Special,1977 Awards,Great Performances: Dance in America,,"Jac Venza, (scenic designer)"
Outstanding Art Direction or Scenic Design for a Comedy-Variety or Music Special,1977 Awards,The George Burns Special,,"Roy Christopher, (art director),, ,John Hueners, (set decorator)"
Outstanding Art Direction or Scenic Design for a Drama Series,1977 Awards,The Pallisers,Winner,"Tim Harvey, (scenic designer)"
Outstanding Art Direction or Scenic Design for a Drama Series,1977 Awards,Captains and the Kings,,"John W. Corso, (art director),, ,Jerry Adams, (set decorator)"
Outstanding Art Direction or Scenic Design for a Drama Series,1977 Awards,Roots,,"Jan Scott, (art director),, ,Charles C. Bennett, (set decorator)"
Outstanding Art Direction or Scenic Design for a Drama Series,1977 Awards,Roots,,"Joseph R. Jennings, (art director),, ,Solomon Brewer, (set decorator)"
Outstanding Art Direction or Scenic Design for a Drama Series,1977 Awards,The Adams Chronicles,,"Ed Wittstein, (production designer)"
Outstanding Art Direction or Scenic Design for a Dramatic Special,1977 Awards,Eleanor and Franklin: The White House Years,Winner,"Jan Scott, (art director),, ,Anne D. McCulley, (set decorator)"
Outstanding Art Direction or Scenic Design for a Dramatic Special,1977 Awards,Amelia Earhart,,"William H. Tuntke, (art director),, ,Richard Friedman, (set decorator)"
Outstanding Art Direction or Scenic Design for a Dramatic Special,1977 Awards,Eccentricities of a Nightingale,,"Trevor Williams, (art director),, ,Robert Checchi, (set decorator)"
Outstanding Art Direction or Scenic Design for a Dramatic Special,1977 Awards,The Last of Mrs. Lincoln,,"Roy Christopher, (art director),, ,Beulah Frankel, (set decorator)"
Outstanding Children's Special,1977 Awards,Ballet Shoes,Winner,"John McRae, (producer),, ,Joan Sullivan, (producer)"
Outstanding Children's Special,1977 Awards,"It's Arbor Day, Charlie Brown",,"Lee Mendelson, (executive producer),, ,Bill Melendez, (producer)"
Outstanding Children's Special,1977 Awards,Peter Pan,,"Gary Smith, (executive producer/producer),, ,Dwight Hemion, (executive producer)"
Outstanding Children's Special,1977 Awards,Pinocchio,,"Bernard Rothman, (producer),, ,Jack Wohl, (producer)"
Outstanding Children's Special,1977 Awards,The Little Drummer Boy Book II,,"Arthur Rankin Jr., (producer),, ,Jules Bass, (producer)"
Outstanding Cinematography in Entertainment Programming for a Series,1977 Awards,Captains and the Kings,Winner,"Ric Waite, (cinematographer)"
Outstanding Cinematography in Entertainment Programming for a Series,1977 Awards,Arthur Hailey's the Moneychangers,,Joseph F. Biroc
Outstanding Cinematography in Entertainment Programming for a Series,1977 Awards,Baretta,,"Sherman Kunkel, (cinematographer)"
Outstanding Cinematography in Entertainment Programming for a Series,1977 Awards,Kojak,,Sol Negrin
Outstanding Cinematography in Entertainment Programming for a Series,1977 Awards,M*A*S*H,,"William K. Jurgensen, (cinematographer)"
Outstanding Cinematography in Entertainment Programming for a Series,1977 Awards,Once an Eagle,,"J.J. Jones, (cinematographer)"
Outstanding Cinematography in Entertainment Programming for a Series,1977 Awards,Roots,,"Joseph M. Wilcots, (cinematographer)"
Outstanding Cinematography in Entertainment Programming for a Series,1977 Awards,Roots,,"Stevan Larner, (cinematographer)"
Outstanding Cinematography in Entertainment Programming for a Special,1977 Awards,Raid on Entebbe,Winner,"Bill Butler, (cinematographer)"
Outstanding Cinematography in Entertainment Programming for a Special,1977 Awards,Eleanor and Franklin: The White House Years,,James Crabe
Outstanding Cinematography in Entertainment Programming for a Special,1977 Awards,Sybil,,"Mario Tosi, (cinematographer)"
Outstanding Cinematography in Entertainment Programming for a Special,1977 Awards,Tail Gunner Joe,,"Ric Waite, (cinematographer)"
Outstanding Cinematography in Entertainment Programming for a Special,1977 Awards,The Loneliest Runner,,Ted Voigtlander
Outstanding Classical Program in the Performing Arts,1977 Awards,Live from Lincoln Center,Winner,"John Goberman, (producer)"
Outstanding Classical Program in the Performing Arts,1977 Awards,Great Performances,,"Jac Venza, (executive producer),, ,Klaus Hallig, (executive producer),, ,Herbert G. Kloiber, (executive producer),, ,David Griffiths, (producer),, ,Fritz Buttenstedt, (producer),, ,Artur Rubinstein, (star)"
Outstanding Classical Program in the Performing Arts,1977 Awards,Great Performances: Dance in America,,"Jac Venza, (executive producer),, ,Emile Ardolino, (series coordinating producer),, ,Merrill Brockway, (series producer),, ,Martha Graham, (star)"
Outstanding Classical Program in the Performing Arts,1977 Awards,Great Performances: Dance in America,,"Jac Venza, (executive producer),, ,Emile Ardolino, (series coordinating producer),, ,Merrill Brockway, (series producer)"
Outstanding Classical Program in the Performing Arts,1977 Awards,The Bolshoi Ballet: Romeo and Juliet,,"Lothar Bock, (executive producer),, ,Alvin Cooperman, (producer)"
Outstanding Comedy Series,1977 Awards,The Mary Tyler Moore Show,Winner,"Allan Burns, (executive producer),, ,James L. Brooks, (executive producer),, ,Ed. Weinberger, (producer),, ,Stan Daniels, (producer)"
Outstanding Comedy Series,1977 Awards,All in the Family,,"Mort Lachman, (executive producer),, ,Milt Josefsberg, (producer)"
Outstanding Comedy Series,1977 Awards,Barney Miller,,"Danny Arnold, (executive producer/prodcuer),, ,Roland Kibbee, (producer)"
Outstanding Comedy Series,1977 Awards,M*A*S*H,,"Gene Reynolds, (executive producer),, ,Allan Katz, (producer),, ,Don Reo, (producer),, ,Burt Metcalfe, (producer)"
Outstanding Comedy Series,1977 Awards,The Bob Newhart Show,,"Tom Patchett, (executive producer),, ,Jay Tarses, (executive producer),, ,Michael Zinberg, (producer),, ,Gordon Farr, (producer),, ,Lynne Farr, (producer)"
Outstanding Comedy-Variety or Music Series,1977 Awards,Van Dyke and Company,Winner,"Byron Paul, (executive producer),, ,Allan Blye, (producer),, ,Bob Einstein, (producer),, ,Dick Van Dyke, (star)"
Outstanding Comedy-Variety or Music Series,1977 Awards,Evening at Pops,,"William Cosel, (producer),, ,Arthur Fiedler, (star)"
Outstanding Comedy-Variety or Music Series,1977 Awards,Saturday Night Live,,"Lorne Michaels, (producer)"
Outstanding Comedy-Variety or Music Series,1977 Awards,The Carol Burnett Show,,"Joe Hamilton, (executive producer),, ,Ed Simmons, (producer),, ,Carol Burnett, (star)"
Outstanding Comedy-Variety or Music Series,1977 Awards,The Muppet Show,,"Jim Henson, (executive producer),, ,David Lazer, (executive producer),, ,Jack Burns, (producer),, ,Frank Oz, (star),, ,Richard Hunt, (star),, ,Dave Goelz, (star),, ,Eren Ozker, (star),, ,John Lovelady, (star),, ,Jerry Nelson, (star)"
Outstanding Continuing Performance by a Supporting Actor in a Comedy Series,1977 Awards,Gary Burghoff,Winner,M*A*S*H
Outstanding Continuing Performance by a Supporting Actor in a Comedy Series,1977 Awards,Abe Vigoda,,Barney Miller
Outstanding Continuing Performance by a Supporting Actor in a Comedy Series,1977 Awards,Edward Asner,,The Mary Tyler Moore Show
Outstanding Continuing Performance by a Supporting Actor in a Comedy Series,1977 Awards,Harry Morgan,,M*A*S*H
Outstanding Continuing Performance by a Supporting Actor in a Comedy Series,1977 Awards,Ted Knight,,The Mary Tyler Moore Show
Outstanding Continuing Performance by a Supporting Actor in a Drama Series,1977 Awards,Gary Frank,Winner,Family
Outstanding Continuing Performance by a Supporting Actor in a Drama Series,1977 Awards,David Doyle,,Charlie's Angels
Outstanding Continuing Performance by a Supporting Actor in a Drama Series,1977 Awards,Noah Beery Jr.,,The Rockford Files
Outstanding Continuing Performance by a Supporting Actor in a Drama Series,1977 Awards,Tom Ewell,,Baretta
Outstanding Continuing Performance by a Supporting Actor in a Drama Series,1977 Awards,Will Geer,,The Waltons
Outstanding Continuing Performance by a Supporting Actress in a Comedy Series,1977 Awards,Mary Kay Place,Winner,"Mary Hartman, Mary Hartman"
Outstanding Continuing Performance by a Supporting Actress in a Comedy Series,1977 Awards,Betty White,,The Mary Tyler Moore Show
Outstanding Continuing Performance by a Supporting Actress in a Comedy Series,1977 Awards,Georgia Engel,,The Mary Tyler Moore Show
Outstanding Continuing Performance by a Supporting Actress in a Comedy Series,1977 Awards,Julie Kavner,,Rhoda
Outstanding Continuing Performance by a Supporting Actress in a Comedy Series,1977 Awards,Loretta Swit,,M*A*S*H
Outstanding Continuing Performance by a Supporting Actress in a Drama Series,1977 Awards,Kristy McNichol,Winner,Family
Outstanding Continuing Performance by a Supporting Actress in a Drama Series,1977 Awards,Ellen Corby,,The Waltons
Outstanding Continuing Performance by a Supporting Actress in a Drama Series,1977 Awards,Jacqueline Tong,,"Upstairs, Downstairs"
Outstanding Continuing Performance by a Supporting Actress in a Drama Series,1977 Awards,Lee Meriwether,,Barnaby Jones
Outstanding Continuing Performance by a Supporting Actress in a Drama Series,1977 Awards,Meredith Baxter,,Family
Outstanding Continuing or Single Performance by a Supporting Actor in Variety or Music,1977 Awards,Tim Conway,Winner,The Carol Burnett Show
Outstanding Continuing or Single Performance by a Supporting Actor in Variety or Music,1977 Awards,Ben Vereen,,The Bell Telephone Jubilee
Outstanding Continuing or Single Performance by a Supporting Actor in Variety or Music,1977 Awards,Chevy Chase,,Saturday Night Live
Outstanding Continuing or Single Performance by a Supporting Actor in Variety or Music,1977 Awards,Harvey Korman,,The Carol Burnett Show
Outstanding Continuing or Single Performance by a Supporting Actor in Variety or Music,1977 Awards,John Belushi,,Saturday Night Live
Outstanding Continuing or Single Performance by a Supporting Actress in Variety or Music,1977 Awards,Rita Moreno,Winner,The Muppet Show
Outstanding Continuing or Single Performance by a Supporting Actress in Variety or Music,1977 Awards,Gilda Radner,,Saturday Night Live
Outstanding Continuing or Single Performance by a Supporting Actress in Variety or Music,1977 Awards,Vicki Lawrence,,The Carol Burnett Show
Outstanding Directing in a Comedy - Variety or Music Series,1977 Awards,The Carol Burnett Show,Winner,"Dave Powers, (director)"
Outstanding Directing in a Comedy - Variety or Music Series,1977 Awards,Saturday Night Live,,"Dave Wilson, (director)"
Outstanding Directing in a Comedy - Variety or Music Series,1977 Awards,Van Dyke and Company,,"John Moffitt, (director)"
Outstanding Directing in a Comedy - Variety or Music Special,1977 Awards,America Salutes Richard Rodgers: The Sound of His Music,Winner,"Dwight Hemion, (director)"
Outstanding Directing in a Comedy - Variety or Music Special,1977 Awards,Doug Henning's World of Magic,,"Walter C. Miller, (director)"
Outstanding Directing in a Comedy - Variety or Music Special,1977 Awards,Sills and Burnett at the Met,,"Dave Powers, (director)"
Outstanding Directing in a Comedy - Variety or Music Special,1977 Awards,The Barry Manilow Special,,"Steve Binder, (director)"
Outstanding Directing in a Comedy - Variety or Music Special,1977 Awards,The Shirley MacLaine Special: Where Do We Go from Here?,,"Tony Charmoli, (director)"
Outstanding Directing in a Comedy Series,1977 Awards,M*A*S*H,Winner,"Alan Alda, (director)"
Outstanding Directing in a Comedy Series,1977 Awards,All in the Family,,"Paul Bogart, (director)"
Outstanding Directing in a Comedy Series,1977 Awards,M*A*S*H,,"Alan Rafkin, (director)"
Outstanding Directing in a Comedy Series,1977 Awards,M*A*S*H,,"Joan Darling, (director)"
Outstanding Directing in a Comedy Series,1977 Awards,The Mary Tyler Moore Show,,"Jay Sandrich, (director)"
Outstanding Directing in a Drama Series,1977 Awards,Roots,Winner,"David Greene, (director)"
Outstanding Directing in a Drama Series,1977 Awards,Roots,,"Gilbert Moses, (director)"
Outstanding Directing in a Drama Series,1977 Awards,Roots,,"John Erman, (director)"
Outstanding Directing in a Drama Series,1977 Awards,Roots,,"Marvin J. Chomsky, (director)"
Outstanding Directing in a Drama Series,1977 Awards,The Adams Chronicles,,"Fred Coe, (director)"
Outstanding Directing in a Special Program - Drama or Comedy,1977 Awards,Eleanor and Franklin: The White House Years,Winner,"Daniel Petrie, (director)"
Outstanding Directing in a Special Program - Drama or Comedy,1977 Awards,Helter Skelter,,"Tom Gries, (director)"
Outstanding Directing in a Special Program - Drama or Comedy,1977 Awards,Judge Horton and the Scottsboro Boys,,"Fielder Cook, (director)"
Outstanding Directing in a Special Program - Drama or Comedy,1977 Awards,Raid on Entebbe,,"Irvin Kershner, (director)"
Outstanding Directing in a Special Program - Drama or Comedy,1977 Awards,Tail Gunner Joe,,"Jud Taylor, (director)"
Outstanding Drama Series,1977 Awards,"Upstairs, Downstairs",Winner,"John Hawkesworth, (producer),, ,Joan Sullivan, (producer)"
Outstanding Drama Series,1977 Awards,Baretta,,"Anthony Spinner, (executive producer),, ,Bernard L. Kowalski, (executive producer),, ,Leigh Vance, (executive producer),, ,Charles Dismukes, (producer)"
Outstanding Drama Series,1977 Awards,Columbo,,Everett Chambers
Outstanding Drama Series,1977 Awards,Family,,"Aaron Spelling, (executive producer),, ,Leonard Goldberg, (executive producer),, ,Mike Nichols, (executive producer),, ,Nigel McKeand, (producer)"
Outstanding Drama Series,1977 Awards,Police Story,,"David Gerber, (executive producer),, ,Liam O'Brien, (producer),, ,Mel Swope, (co-producer)"
Outstanding Film Editing for a Special,1977 Awards,Eleanor and Franklin: The White House Years,Winner,"Rita Roland,, ,Michael S. McLean"
Outstanding Film Editing for a Special,1977 Awards,21 Hours at Munich,,Ronald J. Fagan
Outstanding Film Editing for a Special,1977 Awards,Helter Skelter,,"Byron 'Buzz' Brandt,, ,Bud S. Isaacs"
Outstanding Film Editing for a Special,1977 Awards,Raid on Entebbe,,"Bud S. Isaacs,, ,Art Seid,, ,Nick Archer"
Outstanding Film Editing for a Special,1977 Awards,The Loneliest Runner,,"John Loeffler, (editor)"
Outstanding Film Editing in a Comedy Series,1977 Awards,The Mary Tyler Moore Show,Winner,Douglas Hines
Outstanding Film Editing in a Comedy Series,1977 Awards,M*A*S*H,,"Samuel E. Beetley,, ,Stanford Tischler"
Outstanding Film Editing in a Drama Series,1977 Awards,Roots,Winner,"Neil Travis, (editor)"
Outstanding Film Editing in a Drama Series,1977 Awards,"Rich Man, Poor Man - Book II",,"Jerrold L. Ludwig, (editor)"
Outstanding Film Editing in a Drama Series,1977 Awards,Roots,,"Neil Travis, (editor),, ,James T. Heckert, (editor)"
Outstanding Film Editing in a Drama Series,1977 Awards,Roots,,"Peter Kirby, (editor)"
Outstanding Film Editing in a Drama Series,1977 Awards,Roots,,"James T. Heckert, (editor)"
Outstanding Individual Achievement in Any Area of Creative Technical Crafts,1977 Awards,Eleanor and Franklin: The White House Years,Winner,"Emma M. diVittorio, (hairstylist),, ,Vivienne Walker, (hairstylist)"
Outstanding Individual Achievement in Any Area of Creative Technical Crafts,1977 Awards,Little House on the Prairie,,"Larry Germain, (hairstylist)"
Outstanding Individual Achievement in Any Area of Creative Technical Crafts,1977 Awards,The 28th Annual Primetime Emmy Awards,,"Dick Wilson, (live sound mixing),, ,Doug Nelson, (live sound mixing)"
Outstanding Individual Achievement in Any Area of Creative Technical Crafts,1977 Awards,The Great Houdini,,"Naomi Cavin, (hairstylist)"
Outstanding Individual Achievement in Any Area of Creative Technical Crafts,1977 Awards,Victory at Entebbe,,"Bob Biggart, (tape sound editing),, ,Pat Somerset, (tape sound editing)"
Outstanding Individual Achievement in Children's Programming,1977 Awards,Peter Pan,Winner,"Jenn de Joux, (videoanimation),, ,Elizabeth Savel, (videoanimation)"
Outstanding Individual Achievement in Children's Programming,1977 Awards,Pinocchio,Winner,"Bill Hargate, (costume designer)"
Outstanding Individual Achievement in Children's Programming,1977 Awards,Pinocchio,Winner,"Jerry Greene, (video tape editor)"
Outstanding Individual Achievement in Children's Programming,1977 Awards,Pinocchio,,"Stan Winston, (makeup designer),, ,Larry Abbott, (makeup artist),, ,Edwin Butterworth, (makeup artist)"
Outstanding Individual Achievement in Children's Programming,1977 Awards,The CBS Festival of Lively Arts for Young People,,"Michael Tilson Thomas, (music director)"
Outstanding Lead Actor for a Single Appearance in a Drama or Comedy Series,1977 Awards,Louis Gossett Jr.,Winner,Roots
Outstanding Lead Actor for a Single Appearance in a Drama or Comedy Series,1977 Awards,Ben Vereen,,Roots
Outstanding Lead Actor for a Single Appearance in a Drama or Comedy Series,1977 Awards,John Amos,,Roots
Outstanding Lead Actor for a Single Appearance in a Drama or Comedy Series,1977 Awards,LeVar Burton,,Roots
Outstanding Lead Actor in a Comedy Series,1977 Awards,Carroll O'Connor,Winner,All in the Family
Outstanding Lead Actor in a Comedy Series,1977 Awards,Alan Alda,,M*A*S*H
Outstanding Lead Actor in a Comedy Series,1977 Awards,Hal Linden,,Barney Miller
Outstanding Lead Actor in a Comedy Series,1977 Awards,Henry Winkler,,Happy Days
Outstanding Lead Actor in a Comedy Series,1977 Awards,Jack Albertson,,Chico and the Man
Outstanding Lead Actor in a Drama Series,1977 Awards,James Garner,Winner,The Rockford Files
Outstanding Lead Actor in a Drama Series,1977 Awards,Jack Klugman,,Quincy M.E.
Outstanding Lead Actor in a Drama Series,1977 Awards,Karl Malden,,The Streets of San Francisco
Outstanding Lead Actor in a Drama Series,1977 Awards,Peter Falk,,Columbo
Outstanding Lead Actor in a Drama Series,1977 Awards,Robert Blake,,Baretta
Outstanding Lead Actor in a Drama or Comedy Special,1977 Awards,Ed Flanders,Winner,Harry S. Truman: Plain Speaking
Outstanding Lead Actor in a Drama or Comedy Special,1977 Awards,Edward Herrmann,,Eleanor and Franklin: The White House Years
Outstanding Lead Actor in a Drama or Comedy Special,1977 Awards,George C. Scott,,Beauty and the Beast
Outstanding Lead Actor in a Drama or Comedy Special,1977 Awards,Peter Boyle,,Tail Gunner Joe
Outstanding Lead Actor in a Drama or Comedy Special,1977 Awards,Peter Finch,,Raid on Entebbe
Outstanding Lead Actor in a Limited Series,1977 Awards,Christopher Plummer,Winner,Arthur Hailey's the Moneychangers
Outstanding Lead Actor in a Limited Series,1977 Awards,Richard Jordan,,Captains and the Kings
Outstanding Lead Actor in a Limited Series,1977 Awards,Stanley Baker,,How Green Was My Valley
