,rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
2276,32,9.0,Broadway at the Hollywood Bowl (1994) - IMDb,"
                    This gala star-studded musical tribute to Jerry Herman, the legendary Tony and GRAMMY Award-winning composer/lyricist of the Broadway hits Hello, Dolly!, Mame, and La Cage aux Folles, was filmed live at the Hollywood Bowl!
            "," Bea Arthur
, Carol Channing
, Michael Feinstein
, Davis Gaines
, George Hearn
, Jerry Herman
, Florence Lacey
, Angela Lansbury
, Lorna Luft
, Linda McCartney
, Paul McCartney
, Liza Minnelli
, Rita Moreno
, Karen Morrow
, Charlie O'Donnell
",English,"[' Music', ' ', None, None, None]",English, Willenborg Productions,
2277,552,5.7,Frankenstein (TV Movie 1992) - IMDb,"
                    Dr. Victor von Frankenstein (Patrick Bergin) creates his creature (Randy Quaid), who escapes into the countryside to find that humanity has only pain and sorrow for him. But a psychic link ...
                    "," Patrick Bergin
, Randy Quaid
, John Mills
, Lambert Wilson
, Fiona Gillies
, Jacinta Mulcahy
, Ronald Leigh-Hunt
, Timothy Stark
, Vernon Dobtcheff
, Roger Bizley
, Michael Gothard
, Marcus Eyre
, John Scarborough
, Jon Laurimore
, Amanda Quaid
",English,"[' Drama', ' ', ' Sci-Fi', None, None]",English, Turner Pictures (I),
2278,144,6.8,Cagney & Lacey: Together Again (TV Movie 1995) - IMDb,"
                    The partners must balance their personal demons with the needs of their latest case: the unsolved murder of a homeless man who spent most of his time harassing the residents of an upscale apartment building.
            "," Sharon Gless
, Tyne Daly
, James Naughton
, David Paymer
, John Karlen
, Paul Lieber
, Nicholas Pryor
, Milton Selzer
, Soon-Tek Oh
, John LaMotta
, Zoaunne LeRoy
, Rose Marie
, Molly Orr
, Saida Pagan
, Oz Tortora
",English,"[' Crime', ' ', None, None, None]",English, The Rosenzweig Company,
2279,47,6.0,A Season of Hope (TV Movie 1995) - IMDb,"
                    When trees in their only source of income, a lemon grove, start showing signs of disease, a burdened Californian family reaches their breaking point. Is there any hope left for them?
            "," JoBeth Williams
, Stephen Lang
, Stephen Meadows
, Jeremy London
, Matt Clark
, Erik von Detten
, Scott Michael Campbell
, Ralph Waite
, Lee Weaver
, Miguel Pérez
",English,"[' Drama', ' ', None, None, None]",English, Getting Out Productions,
2280,8,5.5,The Walt Disney Company Presents the American Teacher Awards (1994) - IMDb,"
                    "," Alan Alda
, Debbie Allen
, Anita Baker
, Beau Bridges
, Jackson Browne
, Donny Butcher
, Gabrielle Carteris
, Cindy Crawford
, Tony Danza
, Jill Eikenberry
, Melanie Griffith
, Mel Harris
, Marlee Matlin
, Harry Smith
, Michael Tucker
",English,"[' ', ' ', None, None, None]",English, Smith-Hemion Productions, Smith-Hemion Productions
2281,355,6.3,Kingfish: A Story of Huey P. Long (TV Movie 1995) - IMDb,"
                    A look at the life and career of controversial Louisiana governor Huey Long, whose nickname was ""The Kingfish.""
            "," John Goodman
, Matt Craven
, Anne Heche
, Ann Dowd
, Bob Gunton
, Bill Cobbs
, Hoyt Axton
, Kirk Baltz
, Richard Bradford
, Jimmie Ray Weeks
, Joe Alaskey
, Greg Baber
, Keith Bird
, Walter Breaux
, Ed Bruce
",English,"[' Biography', ' Drama', None, None, None]",English, Chris/Rose Productions,
2282,475,6.7,Children of the Dust (TV Mini-Series 1995) - IMDb,"
                    Gypsy Smith, is a gunfighter and a bounty hunter. When he leads the U.S. Army into a Cheyenne camp to capture a suspected Indian renegade, a long train of events begins that finally lead to...
                    "," Sidney Poitier
, Michael Moriarty
, Joanna Going
, Hart Bochner
, Regina Taylor
, Billy Wirth
, Shirley Knight
, Grace Zabriskie
, Basil Wallace
, Jim Caviezel
, Robert Guillaume
, Farrah Fawcett
, John Pyper-Ferguson
, Byron Chief-Moon
, Kevin McNulty
, Katharine Isabelle
, Mitchell LaPlante
, Zachary Savard
, Jesse Lipscombe
, Wilma Pelly
, Lindsey Campbell
, Brent Stait
, Charles Andre
, Eric Keenleyside
, Jack Ackroyd
, Tom Schanley
, Brian Jensen
, Dale Wilson
, Crystal Verge
, Donna Belleville
, Michelle Thrush
, Edward C.K. Richardson III
, Joshua Myers
",English,"[' Western', ' ', None, None, None]",English, The Königsberg Company,
2283,"1,330",6.6,Alien Nation: Dark Horizon (TV Movie 1994) - IMDb,"
                    An Overseer named Ahpossno comes to Earth to take the slaves, and all humans, back to the mothership.
            "," Gary Graham
, Eric Pierpoint
, Michele Scarabelli
, Terri Treas
, Lauren Woodland
, Sean Six
, Jeffrey Marcus
, Ron Fassler
, Scott Patterson
, Jenny Gago
, Michele Lamar Richards
, Dana Andersen
, Lee Bryant
, David Purdham
, Diane Cary
",English,"[' Crime', ' ', ' Sci-Fi', None, None]",English, Foxstar Productions,
2284,125,8.0,30 Years of National Geographic Specials (TV Movie 1995) - IMDb,"
                    Celebrates 30 years of televised specials by The National Geographic Society.
            "," Jacques-Yves Cousteau
, Dian Fossey
, Birute Galdikas
, Jane Goodall
, Richard Kiley
, Louis Leakey
, Mary Leakey
, Kent Vliet
",English,"[' Documentary', ' ', None, None, None]",English,IMDbPro,
2285,24,8.8,The Show Formerly Known as the Martin Short Show (1995) - IMDb,"
                    "," Martin Short
, Jan Hooks
, Marty Allen
, Judy Jean Berns
, Harvy Blanks
, Alan Charof
, Charlotte Chatton
, Gillian Doyle
, Joe Flaherty
, Shane Fraser
, Michael Hagerty
, Phil Hartman
, Mary Donnelly Haskell
, Thom Keane
, Bruno Kirby
",English,"[' Comedy', ' ', None, None, None]",English, Dolshor Productions, Dolshor Productions
2286,241,6.7,Naomi & Wynonna: Love Can Build a Bridge (TV Movie 1995) - IMDb,"
                    Based on the lives of mother-daughter singers the Judds.
            "," Kathleen York
, Viveka Davis
, Bruce Greenwood
, Melinda Dillon
, Cari Shayne
, Megan Ward
, Nick Searcy
, Travis Fine
, Joshua Schaefer
, Laura Morgan
, Lisa Waltz
, A.J. Langer
, Elisabeth Moss
, Dolly Parton
, Ashley Judd
",English,"[' Biography', ' ', ' Music', None, None]",English, The Avnet/Kerner Company,
2287,12,6.5,The 48th Annual Tony Awards (1994) - IMDb,"
                    "," Amy Irving
, Anthony Hopkins
, George Abbott
, Jane Adams
, Alan Alda
, Tom Aldredge
, Jane Alexander
, Gary Beach
, Brian Bedford
, Michel Bell
, André Bishop
, Walter Bobbie
, Larry Bryggman
, Carol Burnett
, Jeff Calhoun
",English,"[' Family', ' ', None, None, None]",English,IMDbPro,
2288,22,7.4,Science Fiction: A Journey Into the Unknown (TV Movie 1994) - IMDb,"
                    A history of science fiction and fantasy television programs.
            "," Leonard Nimoy
, William Shatner
, Dean Cain
, Carrie Fisher
, D.C. Fontana
, Michael Piller
",English,"[' Documentary', ' ', None, None, None]",English, Museum of Television & Radio,
2289,20,7.7,The Promised Land (TV Mini-Series 1995– ) - IMDb,"
                    This program documents the migration of rural Southern blacks from the segregated South to Chicago. Cultural and political gains become offset by overcrowding and increasing ghettoization, ...
                    "," Morgan Freeman
",English,"[' Documentary', ' ', None, None, None]",English, Discovery Channel,
2290,38,6.4,The 33rd Annual Grammy Awards (1991) - IMDb,"
                    Grammy - music award of the American academy of the audio recording, was founded by the American association of sound-recording companies of March, 14, 1958. Grammy is awarded annually as a...
                    "," Garry Shandling
, Paula Abdul
, Aerosmith
, After 7
, Maria Conchita Alonso
, Marian Anderson
, Kathleen Battle
, Regina Belle
, Tony Bennett
, Michael Bolton
, Jon Bon Jovi
, Garth Brooks
, Bobby Brown
, Naomi Campbell
, Mariah Carey
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
2291,13,8.2,This Reporter (TV Mini-Series 1990– ) - IMDb,"
                    "," David Halberstam
, Peter Jennings
, Ted Koppel
, Charles Kuralt
, Bill Moyers
, Edward R. Murrow
, Dan Rather
, Eric Sevareid
, Howard K. Smith
, Barbara Walters
",English,"[' Documentary', None, None, None, None]",English,IMDbPro,
2292,5,9.0,Futurequest (TV Series 1994– ) - IMDb,"
                    PBS series on where the future of mankind is going, hosted by Jeff Goldblum.
            "," Dale Anderson
, John Perry Barlow
, Steven Barnes
, Meredith Bricken
, Timothy Ferris
, Jeff Goldblum
, Paul Halpern
, Deborah Ann Henderson
, Stan Kinsey
, Cheech Marin
, Andrew J. Messing
, Lisa Palac
, Paula Poundstone
, Bob Reddy
, Howard Rheingold
, Carol Stoker
, Jack Thorpe
, Dan Vivoli
, Dave Warner
, Jordan Weisman
, Steven Wright
, Mike Zyda
",English,"[' Documentary', ' ', None, None, None]",English, Public Broadcasting Service (PBS),
2293,"171,280",8.8,Twin Peaks (TV Series 1990–1991) - IMDb,"
                    An idiosyncratic FBI agent investigates the murder of a young woman in the even more idiosyncratic town of Twin Peaks.
            "," Kyle MacLachlan
, Michael Ontkean
, Mädchen Amick
, Dana Ashbrook
, Richard Beymer
, Lara Flynn Boyle
, Sherilyn Fenn
, Warren Frost
, Peggy Lipton
, James Marshall
, Everett McGill
, Jack Nance
, Joan Chen
, Kimmy Robertson
, Michael Horse
, Piper Laurie
, Harry Goaz
, Eric DaRe
, Wendy Robie
, Ray Wise
, Sheryl Lee
, Russ Tamblyn
, Don S. Davis
, Chris Mulkey
, Gary Hershberger
, Grace Zabriskie
",English,"[' Crime', ' Drama', ' Mystery', ' Thriller', None]",English, Lynch/Frost Productions,
2294,"11,038",6.5,Who's the Boss? (TV Series 1984–1992) - IMDb,"
                    Tony Micelli, a retired baseball player, becomes the housekeeper of Angela Bower, an advertising executive in New York. Together they raise their kids, Samantha Micelli and Jonathan Bower, with help from Mona Robinson, Angela's man-crazy mother.
            "," Tony Danza
, Judith Light
, Alyssa Milano
, Danny Pintauro
, Katherine Helmond
",English,"[' Comedy', ' ', ' Romance', None, None]",English, Embassy Television,
2295,,,Smithsonian World (TV Series 1984– ) - IMDb,"
                    "," David McCullough
",English,"[' Documentary', None, None, None, None]",English, Smithsonian Institution,
2296,8,7.9,The Power of the Past with Bill Moyers: Florence (TV Movie 1990) - IMDb,"
                    "," Bill Moyers
",English,"[' Documentary', None, None, None, None]",English,IMDbPro,
2297,18,7.8,Motel (1989) - IMDb,"
                    "," Nancy Harrison Forbes
, Tom Willett
",English,"[' Documentary', ' ', None, None, None]",English, Caligari Film GmbH,
2298,"4,602",8.3,Unsolved Mysteries (TV Series 1987–2010) - IMDb,"
                    Combines dramatic re-enactments, interviews and updates, to tell stories of real mysteries, from human to the supernatural.
            "," Robert Stack
, Dennis Farina
",USA," Documentary, , Drama, Mystery, Thriller",USA, Lifetime Television,"Old Tucson - 201 S. Kinney Road, Tucson, Arizona, USA"
2299,38,8.4,The Astronomers (TV Series 1991– ) - IMDb,"
                    A look at the work and worlds of leading scientists and astronomers who are helping to unlock the mysteries of the universe.
            "," Heather Couper
",English,"[' Documentary', ' ', None, None, None]",English, KCET, KCET
2300,42,6.6,Soldiers of Music (1991) - IMDb,"
                    "," Mstislav Rostropovich
, Galina Vishnevskaya
",USA,"[' Documentary', None, None, None, None]",USA,IMDbPro,
2301,"1,861",3.5,Entertainment Tonight (TV Series 1981– ) - IMDb,"
                    ""Entertainment Tonight"" is the #1 syndicated entertainment newsmagazine in the world.
            "," Kevin Frazier
, Nancy O'Dell
, Nischelle Turner
, Mark Steines
",USA,"[' News', ' ', None, None, None]",USA, CBS Paramount Domestic Television,"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA"
2302,"13,312",9.0,The Civil War (TV Mini-Series 1990) - IMDb,"
                    A comprehensive survey of the American Civil War.
            "," Sam Waterston
, Julie Harris
, Jason Robards
, Morgan Freeman
, Paul Roebling
, Garrison Keillor
, George Black
, David McCullough
, Arthur Miller
, Christopher Murney
, Charles McDowell
, Horton Foote
, George Plimpton
, Philip Bosco
, Terry Courier
, Jody Powell
, Studs Terkel
, Jeremy Irons
, Derek Jacobi
, Kurt Vonnegut Jr.
, Gene Jones
, Jerome Dempsey
, Laurence Fishburne
, Betsy Apple
, Carol Craven
, Marissa Copeland
, Halo Wines
, David Marks
, Pamela Reed
, Ronnie Gilbert
, M. Emmet Walsh
, Hoyt Axton
, John Hartford
, Walt MacPherson
, Colleen Dewhurst
, LaTanya Richardson Jackson
, Bradford Washburn
, Jesse Carr
, Wendy Tilghman
, Joe Mattys
, Shelby Foote
, Ed Bearss
, Barbara Fields
, James Symington
, Stephen B. Oates
",English,"[' Documentary', ' History', ' War', None, None]",English, American Documentaries Inc.,
2303,29,8.2,The Metropolitan Opera Presents (TV Series 1977– ) - IMDb,"
                    This is the 1977 television recording of the Rise and Fall of Managing by Kurt Weill
            "," Metropolitan Opera Chorus
, James Levine
, Metropolitan Opera Orchestra
, Plácido Domingo
, Charles Anthony
",,"[' Music', ' ', None, None, None]",See more, Metropolitan Opera Association,
2304,19,7.4,DEA (TV Series 1990–1991) - IMDb,"
                    The premiere season follows the day to day battles of an elite DEA task force as they take down some of Detroit's most dangerous drug traffickers. During the course of six episodes, agents ...
                    "," Christopher Stanley
, John Vargas
",English,"[' Drama', None, None, None, None]",English,IMDbPro,
2305,28,7.8,The Best of Disney: 50 Years of Magic (TV Movie 1991) - IMDb,"
                    Celebration of the Disney Studios's 50th anniversary in Burbank, California.
            "," Harry Connick Jr.
, Teri Garr
, Daryl Hannah
, Sandy Duncan
, Neil Patrick Harris
, Barbara Walters
, Wayne Allwine
, Billy Campbell
, Walt Disney
, Michael Eisner
, Annette Funicello
, Tom Hanks
, Shelley Long
, Dick Van Dyke
",English,"[' Documentary', ' ', ' Comedy', ' Music', None]",English, Walt Disney Television,
2306,182,7.3,Red Hot and Blue (TV Movie 1990) - IMDb,"
                    Modern pop performers reinterpreting several songs of "," Afrika Bambaataa
, Bono
, David Byrne
, Neneh Cherry
, Adam Clayton
, The Edge
, Jean-Paul Gaultier
, Debbie Harry
, Bill Irwin
, k.d. lang
, Annie Lennox
, Kyle MacLachlan
, John Malkovich
, Larry Mullen Jr.
, Charles Neville
",Ireland,"[' Music', ' ', None, None, None]",Ireland, Canal+,
2307,200,6.9,The Court-Martial of Jackie Robinson (TV Movie 1990) - IMDb,"
                    A film about the early life of the baseball star in the army and in particular his court-martial for insubordination regarding segregation.
            "," Andre Braugher
, Daniel Stern
, Ruby Dee
, Stan Shaw
, Paul Dooley
, Kasi Lemmons
, J.A. Preston
, Michael Greene
, Dale Dye
, Steven Williams
, Noble Willingham
, Gary Grubbs
, Bruce Dern
, Don Hood
, Howard French
",English,"[' Biography', ' ', None, None, None]",English, Turner Pictures (I),
2308,651,6.9,Switched at Birth (TV Mini-Series 1991) - IMDb,"
                    This is the story of the two babies who were switched at birth. A few years later when one of the girls gets sick, tests reveal that she was not the daughter of the couple who raised her. ...
                    "," Bonnie Bedelia
",English,"[' Drama', ' ', None, None, None]",English, Columbia Pictures Television,
2309,"1,444",6.4,Paris Trout (1991) - IMDb,"
                    In a small Georgia town in the 1950s, bigoted store owner Paris Trout kills a young black girl when his brother refuses to pay his debts.
            "," Dennis Hopper
, Barbara Hershey
, Ed Harris
, Ray McKinnon
, Tina Lifford
, Darnita Henry
, Eric Ware
, RonReaco Lee
, Gary Bullock
, Sharlene Ross
, Jim Peck
, Dan Biggers
, Ernest Dixon
, Wallace Wilkinson
, Ron Leggett
",English,"[' Drama', ' ', None, None, None]",English, Palace Pictures,
2310,52,8.7,Paul Simon's Concert in the Park (1991) - IMDb,"
                    "," Paul Simon
, Michael Brecker
, Mingo Araujo
, Cyro Baptista
, Chris Botti
, Tony Cedras
, Dom Chacal
, Steve Gadd
, Sidinho Moreira
, Vincent N'Guini
, Olodum
, Ray Phiri
, Armand Sabal-Lecco
, John Selowane
, Richard Tee
",English,"[' Documentary', ' ', None, None, None]",English,IMDbPro,
2311,71,7.2,The Last Halloween (TV Short 1991) - IMDb,"
                    Four Martians crash-land on Earth in search of candy for their home planet.
            "," Rhea Perlman
, William Hanna
, Will Estes
, Sarah Martineck
, Stan Ivar
, Michael D. Roberts
, Richard Moll
, Eugene Roche
, Don Messick
, Paul Williams
, Tim Anderson
, Darwyn Carson
, Sean Roche
, Frank Welker
",English,"[' Animation', ' ', ' Comedy', ' Horror', None]",English, Hanna-Barbera Productions,
2312,,,A Salute to America's Pets (TV Movie 1991) - IMDb,"
                    ",,English,"[' Family', None, None, None, None]",English,IMDbPro,
2313,"7,782",5.9,Wedlock (1991) - IMDb,"
                    A male prison escapee heads for his hidden loot electronically attached to a female prisoner.
            "," Rutger Hauer
, Mimi Rogers
, Joan Chen
, James Remar
, Stephen Tobolowsky
, Basil Wallace
, Grand L. Bush
, Denis Forest
, Glenn Plummer
, Belle Avery
, Ismael 'East' Carlo
, Ed Crick
, Zaid Farid
, Richard Gilbert-Hill
, Colin Hamilton
",English," Action, Crime, Drama, Sci-Fi, Thriller",English, Spectacor Films,
2314,,,The 2nd Annual American Teacher Awards (1991) - IMDb,"
                    "," Chris M. Allport
, Brian Bunnin
, Donny Butcher
, Tony Danza
, Melanie Griffith
, Mark Harmon
, Don Johnson
, Michele Lee
, Jay Leno
, Fred A. Rappoport
, Jane Seymour
, Ben Vereen
, Jon Voight
, Derrick L. Wade
, Betty White
",English,"[' Musical', ' ', None, None, None]",English, Smith-Hemion Productions,
2315,94,7.0,Civil Wars (TV Series 1991–1993) - IMDb,"
                    Eli Levinson (Alan Rosenberg) and Sydney Guilford (Mariel Hemingway) are top divorce attorneys in New York City. The dynamic changes when Charlie Howell (Peter Onorati) is hired and Eli ...
                    "," Mariel Hemingway
, Peter Onorati
, Debi Mazar
, Alan Rosenberg
, David Marciano
",English,"[' Drama', ' ', None, None, None]",English, Steven Bochco Productions,
2316,"1,544",7.3,Conagher (TV Movie 1991) - IMDb,"
                    A tough cowboy facing some trouble crosses paths with a lonely woman living in the middle of nowhere.
            "," Sam Elliott
, Katharine Ross
, Barry Corbin
, Billy Green Bush
, Ken Curtis
, Paul Koslo
, Gavan O'Herlihy
, James Parks
, Daniel Quinn
, Pepe Serna
, Buck Taylor
, Dub Taylor
, Cody Braun
, Anndi McAfee
, James Gammon
",English,"[' Drama', ' Western', None, None, None]",English, Imagine Entertainment,
2317,"2,970",6.5,Cast a Deadly Spell (TV Movie 1991) - IMDb,"
                    In a fantastical 40's where magic is used by everyone, a hard-boiled detective investigates the theft of a mystical tome.
            "," Fred Ward
, David Warner
, Julianne Moore
, Clancy Brown
, Alexandra Powers
, Charles Hallahan
, Arnetia Walker
, Raymond O'Connor
, Peter Allas
, Lee Tergesen
, Ritch Brinkley
, Jaime Cardriche
, John De Bello
, David Downing
, Colin Drake
",English,"[' Comedy', ' ', ' Horror', ' Mystery', None]",English, Home Box Office (HBO),
2318,,,Christmas in Washington (1991) - IMDb,"
                    "," Anita Baker
, Barbara Bush
, George Bush
, Vince Gill
, Johnny Mathis
, Anne Murray
, Dan Quayle
, Marilyn Quayle
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
2319,42,6.9,The Kennedy Center Honors: A Celebration of the Performing Arts (1991) - IMDb,"
                    "," Walter Cronkite
, Roy Acuff
, Betty Comden
, Adolph Green
, Fayard Nicholas
, Harold Nicholas
, Gregory Peck
, Robert Shaw
, Chet Atkins
, Lauren Bacall
, Carol Burnett
, Barbara Bush
, George Bush
, Keith Carradine
, Emmylou Harris
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
2320,183,3.5,A Little Piece of Heaven (TV Movie 1991) - IMDb,"
                    Will Loomis lives with his mentally-handicapped sister Violet, who wants a younger child to play with, so Will kidnaps one (and then another) child from the local children's home and tells ...
                    "," Kirk Cameron
, Cloris Leachman
, Jenny Robertson
, Ron McLarty
, Chelsea Noble
, Jussie Smollett
, Lacey Chabert
, Bernard Behrens
, Colin Fox
, Joyce Campion
, Kay Hawtrey
, Nicky Guadagni
, J. Winston Carroll
, Amos Crawley
, Ron Hartmann
",English,"[' Crime', ' ', ' Family', None, None]",English, Grossbart Barnett Productions,
2321,80,7.3,Fire in the Dark (TV Movie 1991) - IMDb,"
                    A 75-year old widow with battles herself as she struggles with being a burden to those she loves. Though determined not to rely on her children, she is forced to move in with her daughter ...
                    "," Olympia Dukakis
, Lindsay Wagner
, Jean Stapleton
, Ray Wise
, George Hearn
, Joan Leslie
, Paul Scherrer
, Amzie Strickland
, Edward Herrmann
, Sheila Allen-Jones
, Martin Goslins
, Michele Harrell
, Denis Heames
, Tim Conover White
, Carol Bivins
",English,"[' Drama', None, None, None, None]",English, The Kushner-Locke Company,
2322,263,6.2,Survive the Savage Sea (TV Movie 1992) - IMDb,"
                    Jack Carpenter and his wife, Claire, realize his life-long dream by selling the family farm and uprooting their four kids to buy the yacht Providence. Sons Gary, Brian, and Timmy give it an...
                    "," Robert Urich
, Ali MacGraw
, Danielle von Zerneck
, Mark Ballou
, David Franklin
, Ryan Urich
, Peter Sumner
, David Daniels
, Dylan Daniels
, John Heywood
, Gus Mercurio
, Betty Bobbitt
, Michael Bishop
, David Tipoki
, Pahnie Jantzen
",English,"[' Adventure', ' Drama', None, None, None]",English, Von Zerneck-Sertner Films,
2323,140,6.1,Wild Texas Wind (TV Movie 1991) - IMDb,"
                    A country singer becomes romantically entangled with a volatile manager.
            "," Dolly Parton
, Gary Busey
, Ray Benson
, Dennis Letts
, Willie Nelson
, Merrill Connally
, Tony Frank
, Tim Alexander
, Jim Finney
, Michael D. Francis
, Larry Franklin
, Jon Mitchell
, David Sanger
, Sammy Allred
, Joe Berryman
",English,"[' Drama', ' Music', ' Thriller', None, None]",English, Sandollar Productions,
2324,"3,536",7.5,In the Heat of the Night (TV Series 1988–1995) - IMDb,"
                    The cases and adventures of the police forces in and around Sparta, Mississippi.
            "," Carroll O'Connor
, Alan Autry
, David Hart
, Hugh O'Connor
, Howard E. Rollins Jr.
, Anne-Marie Johnson
, Geoffrey Thorne
, Crystal Fox
, C.C. Taylor
, Dee Shaw
, Randall Franks
, Denise Nicholas
",English,"[' Crime', ' ', ' Mystery', ' Thriller', None]",English, Fred Silverman Productions,
2325,"8,427",7.2,Perfect Strangers (TV Series 1986–1993) - IMDb,"
                    A high strung and cynical man's life is never the same when his naive but good-natured cousin comes to America to live with him.
            "," Bronson Pinchot
, Mark Linn-Baker
, Melanie Wilson
, Rebeca Arthur
",USA,"[' Comedy', ' ', None, None, None]",USA, Lorimar Productions,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA"
2326,"10,359",7.6,Night Court (TV Series 1984–1992) - IMDb,"
                    An eccentric fun-loving judge presides over an urban night court and all the silliness going on there.
            "," Harry Anderson
, John Larroquette
, Richard Moll
, Charles Robinson
, Markie Post
, Marsha Warfield
, Dorothy Andrews
",English,"[' Comedy', ' ', None, None, None]",English, Starry Night Productions,
2327,"13,272",6.6,Growing Pains (TV Series 1985–1992) - IMDb,"
                    The misadventures of a family with a home business father and a journalist mother.
            "," Alan Thicke
, Joanna Kerns
, Kirk Cameron
, Jeremy Miller
, Tracey Gold
",English,"[' Comedy', ' ', None, None, None]",English, Guntzelman-Sullivan-Marshall Productions,
2328,"4,110",8.1,American Gothic (TV Series 1995–1998) - IMDb,"
                    A quiet, seemingly-quaint small town is ruled over by its charming yet evil sheriff who uses his demonic powers to remove anyone who dares to stand in his way. The only one he fears is a young boy he fathered through rape.
            "," Gary Cole
, Lucas Black
, Paige Turco
, Brenda Bakke
, Sarah Paulson
, Nick Searcy
, Jake Weber
, Christopher Fennell
",USA,"[' Drama', ' ', ' Thriller', None, None]",USA, CBS,"Wilmington, North Carolina, USA"
2329,120,7.4,Davis Rules (TV Series 1991–1992) - IMDb,"
                    Dwight Davis, a widower and grammar school principal, has the task of raising his three sons, along with the help of his wacky father Gunny. After the series moved from ABC to CBS, the ...
                    "," Randy Quaid
, Luke Edwards
, Tamayo Otsuki
, Nathan Watt
, Jonathan Winters
, Debra Mooney
, Bonnie Hunt
, Giovanni Ribisi
, Patricia Clarkson
, Trevor Bullock
, Rigoberto Jimenez
, Debra Jo Rupp
",English,"[' Comedy', None, None, None, None]",English, Carsey-Werner Company,
2330,14,8.4,Sessions (TV Mini-Series 1991– ) - IMDb,"
                    With the support of his wife, Dan Carver, a 40-something lawyer dealing with identity crisis, turns for help to psychoanalyst, Dr. Bookman.
            "," Elliott Gould
, Michael McKean
",English,"[' Comedy', ' ', None, None, None]",English, Castle Rock Entertainment, Castle Rock Entertainment
2331,462,8.3,Strange Luck (TV Series 1995–1996) - IMDb,"
                    A photographer suffers from ""strange luck,"" and is the victim of both good and bad coincidences that involve him in the problems of others.
            "," D.B. Sweeney
, Pamela Gidley
, Cynthia Martells
, Frances Fisher
, Drew Monroe
",English," Crime, , Fantasy, Mystery, Thriller",English, Fox Television Network,
2332,183,7.2,The Rockford Files: Godfather Knows Best (TV Movie 1996) - IMDb,"
                    Jim Rockford tries to help his friend's son rise out of poverty and homelessness, but soon discovers the young man's problems are far more complicated than he imagined.
            "," James Garner
, Damian Chapa
, Joe Santos
, Maxwell Caulfield
, Pat Finley
, Victor Aaron
, Edita Brychta
, Barbara Carrera
, Dan Lauria
, Stuart Margolin
, Al Mancini
, Dennis Fimple
, Julian Reyes
, Gerry Gibson
, Jim O'Heir
",English," Action, , Drama, Mystery, Thriller",English, MGB Productions,
2333,"16,276",7.4,Sliders (TV Series 1995–2000) - IMDb,"
                    A boy genius and his comrades travel to different parallel universes, trying to find their way back home.
            "," Cleavant Derricks
, Jerry O'Connell
, Kari Wuhrer
, Sabrina Lloyd
, John Rhys-Davies
",English,"[' Adventure', ' Fantasy', ' Sci-Fi', None, None]",English, St. Clare Entertainment,
2334,"9,258",6.8,Party of Five (TV Series 1994–2000) - IMDb,"
                    5 siblings raise each other following their parents' untimely deaths.
            "," Scott Wolf
, Matthew Fox
, Neve Campbell
, Lacey Chabert
, Paula Devicq
, Jennifer Love Hewitt
, Jeremy London
, Scott Grimes
, Andrew Cavarno
, Steven Cavarno
",English,"[' Drama', ' ', None, None, None]",English, Columbia Pictures Television,
2335,24,7.8,People: A Musical Celebration (TV Movie 1995) - IMDb,"
                    When a young girl thinks everyone should be the same because wars and fighting are started by differences, she learns from her grandfather that everyone is different which is what makes the world exciting.
            "," Hume Cronyn
, Sasha Gronim
, James Earl Jones
, Dai Dai Ming
, Ophelia Essien
",English,"[' Animation', ' ', None, None, None]",English, Lightyear Entertainment,
2336,10,7.2,The Walt Disney Company and McDonald's Present the American Teacher Awards (1995) - IMDb,"
                    "," Jane Alexander
, Richard Dean Anderson
, Gabrielle Carteris
, Pierce Cravens
, Richard Dreyfuss
, Hector Elizondo
, Harrison Ford
, Al Gore
, Kathy Ireland
, Richard Karn
, Cheryl Ladd
, Lawrence Moran
, Paul Winfield
, Paula Zahn
",English,"[' ', ' ', None, None, None]",English,IMDbPro,
2337,374,6.8,Dead by Sunset (TV Mini-Series 1995– ) - IMDb,"
                    A doctor meets a handsome, successful man and soon marries him--unaware that he cheated on his first wife, raped her, abused and tortured his children, and when his wife was about to leave him, murdered her.
            "," Ken Olin
, Lindsay Frost
, Annette O'Toole
, John Terry
, Sally Murphy
, Titan Crawford
, Cody Crawford
, Clay Malensek
, Irene Cagen
, Joe Ivy
, Sherilyn Lawson
, Marlyn Mason
, Geof Prysirr
, Burl Ross
, Dana Williams
",English,"[' Drama', ' ', None, None, None]",English, Craig Anderson Productions,
