rating_total,rating_avg,finalist,movie_description,cast,language,style,country,company,film_location
16,8.8,Neil Sedaka Steppin' Out (1976) - IMDb,"
                    "," Neil Sedaka
, David Brenner
, Bette Midler
, Dara Sedaka
, Marc Sedaka
",English,"[' Music', None, None, None, None]",English, Ilson/Chambers Productions, Ilson/Chambers Productions
47,8.8,An Evening with Diana Ross (1977) - IMDb,"
                    "," Diana Ross
, Florence Ballard
, Cindy Birdsong
, Ka-Ron Sowell Brown
, Gary Chapman
, Hayward Coleman
, Don McLeod
, Michael Peters
, Mary Wilson
",English,"[' Music', ' ', None, None, None]",English, Motown Productions, Motown Productions
11,7.3,The Shirley MacLaine Special: Where Do We Go from Here? (1977) - IMDb,"
                    A speculative look forward at the United States' next 200 years.
            "," Shirley MacLaine
, Sergio Aragonés
",English,"[' Family', ' ', None, None, None]",English, George Schlatter-Ed Friendly Productions, George Schlatter-Ed Friendly Productions
55,8.1,Minstrel Man (TV Movie 1977) - IMDb,"
                    During the early 1900's, 2 black brothers who work in a traveling minstrel have different goals; one's determined to succeed in a field which is dominated by white performers in blackface, ...
                    "," Glynn Turman
, Ted Ross
, Tonea Stewart
, Stanley Bennett Clay
, S. Pearl Sharp
, Art Evans
, Gene Bell
, Earl Billings
, Anthony Amos
, Amechi Uzodinma
, Arthur Rooks
, Carol Sutton
, Wilbur Swartz
, Robert Earle
, Don Lutenbacher
",English,"[' Drama', ' ', None, None, None]",English, First Artists, First Artists
19,7.3,America Salutes Richard Rodgers: The Sound of His Music (1976) - IMDb,"
                    "," Diahann Carroll
, Vic Damone
, Sammy Davis Jr.
, Sandy Duncan
, Lena Horne
, Gene Kelly
, Cloris Leachman
, Peggy Lee
, John Wayne
, Henry Winkler
",English,"[' Music', ' ', None, None, None]",English, 20th Century Fox Television, 20th Century Fox Television
125,7.3,The Defection of Simas Kudirka (TV Movie 1978) - IMDb,"
                    Based on the true story of the attempted defection in 1970 by a Lithuanian seaman seeking political asylum in the United States. Kudirka was denied asylum and returned to the Soviets, ...
                    "," Alan Arkin
, Richard Jordan
, Donald Pleasence
, George Dzundza
, John McMartin
, Shirley Knight
, Marvin Silbersher
, Peter Evans
, Ted Shackelford
, Barton Heyman
, Jack Blessing
, Nicholas Guest
, Matthew Arkin
, Salem Ludwig
, Donald Warnock
",English,"[' Drama', None, None, None, None]",English, The Jozak Company,
90,6.8,Wheels (TV Mini-Series 1978) - IMDb,"
                    The story is set in Detroit in late 1960s and centers on the automobile industry, particularly the members of National Motors, a large automobile manufacturer.
            "," Rock Hudson
",English,"[' Drama', ' ', None, None, None]",English, Roy Huggins Productions,
388,8.5,The Awakening Land (TV Mini-Series 1978) - IMDb,"
                    Frontierswoman Sayward Luckett's struggles in Ohio during the late-18th and early-19th centuries.
            "," Elizabeth Montgomery
, Hal Holbrook
, Jane Seymour
, Steven Keats
, Tony Mockus Jr.
, William H. Macy
, Chelcie Ross
, Dorrie Kavanaugh
, Derin Altay
, Bert Remsen
, Charles Tyner
, Sean Frye
, Johnny Timko
, Barney McFadden
, Pia Romans
, Sonja Lanzener
, Art Kassul
, Bernie Kuby
, Ann Eggert
, Louis Plante
, Sandra Wheeler
, Wally Engelhardt
, Olesley Cole
, Timothy Carhart
",English,"[' Drama', ' ', None, None, None]",English, Bensen/Kuhn/Sagal Productions,
124,6.8,A Love Affair: The Eleanor and Lou Gehrig Story (TV Movie 1977) - IMDb,"
                    Legendary ballplayer and humanitarian Lou Gehrig and his relationship with his stalwart wife, Eleanor are portrayed in this film that focuses on the Hall of Famer's life off the baseball ...
                    "," Blythe Danner
, Edward Herrmann
, Gerald S. O'Loughlin
, Ramon Bieri
, Jane Wyatt
, Patricia Neal
, Georgia Engel
, Michael Lerner
, David Ogden Stiers
, Gail Strickland
, Valerie Curtin
, Jennifer Penney
, Lainie Kazan
, James Luisi
, Joe E. Tata
",English,"[' Biography', ' ', ' Romance', ' Sport', None]",English, Charles Fries Productions,
329,8.0,King (TV Mini-Series 1978) - IMDb,"
                    The story of Dr. Martin Luther King Jr., stretching from his days as a Southern Baptist minister up to his assassination in Memphis in 1968.
            "," Paul Winfield
, Cicely Tyson
, Tony Bennett
, Roscoe Lee Browne
, Lonny Chapman
, Ossie Davis
, Cliff De Young
, Al Freeman Jr.
, Clu Gulager
, Steven Hill
, William Jordan
, Warren J. Kemmerling
, Lincoln Kilpatrick
, Kenneth McMillan
, Howard E. Rollins Jr.
, David Spielberg
, Dolph Sweet
, Dick Anthony Williams
, Art Evans
, Roger Robinson
, Terry Alexander
, Robert Christian
, Sheila Frazier
, Dallas Edward Hayes
, Roy Jenson
, Eric Olson
, Gene Woodbury
, Alveda King
, Matt Bennett
, Julian Bond
, Ed Call
, Ladonna Carter
, Ramsey Clark
, Hope Clarke
, Gary Combs
, Christine King
, Jesse D. Goins
, Leon Hall
, Linda Hopkins
, Bernice King
, Dexter King
, Martin Luther King III
, Nick LaTour
, Royce Wallace
, Frances E. Williams
, Wycliffe Young
, Don Chambers
, Jeri Gray
, Carl Irwin
, John Lafayette
, Saundra McClain
, Michael Witt
",English,"[' Biography', ' ', ' History', None, None]",English, Filmways Television,
363,7.3,PBS NewsHour (TV Series 1975– ) - IMDb,"
                    PBS newshour is an news show which shows news updates.
            "," Judy Woodruff
, Gwen Ifill
",USA,"[' News', ' ', None, None, None]",USA, MGM Television,"New York City, New York, USA"
27,6.3,Visions (TV Series 1976–1980) - IMDb,"
                    Weekly anthology series of original dramas, often with period settings.
            "," Nan Martin
, Maxine Stuart
, Ellen Travolta
, Glynn Turman
, Philip Baker Hall
, Trinidad Silva
, Ned Beatty
",English,"[' Drama', None, None, None, None]",English, KCET, KCET
32,7.4,The Best of Families (TV Mini-Series 1977) - IMDb,"
                    Drama set in late 19th-century America, following the lives of three families - one wealthy, one middle-class, and a family of poor Irish immigrants.
            "," Peter Burnell
",English,"[' Drama', ' ', None, None, None]",English, Children's Television Workshop (CTW),
48,8.9,Olivia (1978) - IMDb,"
                    "," Olivia Newton-John
, Andy Gibb
, ABBA
, Gary Frank
",English,"[' Music', ' ', None, None, None]",English, Olivia Newton-John (ONJ),
"1,799",8.2,How the West Was Won (TV Series 1976–1979) - IMDb,"
                    The Macahans, a family from Virginia, headed by Zeb Macahan, travel across the country to pioneer a new land and a new home in the American West.
            "," James Arness
, Bruce Boxleitner
, Kathryn Holcomb
, William Kirby Cullen
, Vicki Schreck
, Fionnula Flanagan
",English,"[' Western', ' ', None, None, None]",English, MGM Television,
9,8.8,Neil Diamond: I'm Glad You're Here with Me Tonight (1977) - IMDb,"
                    "," Neil Diamond
, Alan E. Lindgren
, Vince Charles
, Tom Hensley
, Reinie Press
, Dennis St. John
, Linda Press
, Doug Rhone
, King Errisson
, Emory Gordy Jr.
, Richard Bennett
",English,"[' Music', ' ', None, None, None]",English, Arch Angel Television Productions,
5,8.8,"Happy Birthday, Las Vegas (1977) - IMDb","
                    "," Don Meredith
, Cindy Williams
, Eddy Arnold
, David Brenner
, Foster Brooks
, Charo
, Norm Crosby
, Rodney Dangerfield
, John Davidson
, Sammy Davis Jr.
, Lola Falana
, Totie Fields
, Redd Foxx
, Robert Goulet
, Jack Jones
",English,"[' Comedy', ' ', None, None, None]",English, Pierre Cossette Enterprises,
,,NBC: The First Fifty Years - A Closer Look (TV Movie 1977) - IMDb,"
                    "," George Burns
, Chevy Chase
, Burt Reynolds
, Don Rickles
, Orson Welles
",English,"[' Documentary', None, None, None, None]",English,IMDbPro,
53,8.7,Cher... Special (1978) - IMDb,"
                    "," Cher
, Dolly Parton
, Rod Stewart
, Rick Anderson
, Michael Cotten
, Prairie Prince
, Bill Spooner
, Roger Steen
, Re Styles
, The Tubes
, Fee Waybill
, Vince Welnick
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
206,8.3,The 50th Annual Academy Awards (1978) - IMDb,"
                    Award of the American academy of cinematographic arts and sciences, from 1940th known as "" Oscar"", - American film award created in 1929 and traditionally handed to the figures of ...
                    "," Bob Hope
, Jack Albertson
, Irwin Allen
, Edward Anhalt
, Fred Astaire
, Priscilla Barnes
, John Barry
, Anne Baxter
, Robert Benton
, Tony Bill
, Karen Black
, Robert Blalack
, Debby Boone
, Margaret Booth
, Ernest Borgnine
",English,"[' News', ' ', None, None, None]",English, Academy of Motion Picture Arts and Sciences (AMPAS),
55,7.1,See How She Runs (TV Movie 1978) - IMDb,"
                    This is the story of a 40-year-old divorced teacher whose life is changed by her decision to enter the Boston Marathon.
            "," Joanne Woodward
, John Considine
, Mary-Beth Manning
, Barnard Hughes
, Barbara Meek
, James Houghton
, Linda Peterson
, Chris Anastasio
, Harvey Reed
, Tom Kemp
, Nancy Tates
, Annette Miller
, Frank Dolan
, Burt Johnson
, Mickey Jones
",English,"[' Drama', ' ', None, None, None]",English, CLN Productions Inc.,
175,8.1,Washington: Behind Closed Doors (TV Mini-Series 1977) - IMDb,"
                    The story of a power-hungry U.S. President, and the men, with whom he surrounds himself, in order to keep his hold on power. Based on John Ehrlichman's book about the Nixon administration.
            "," Cliff Robertson
, Jason Robards
, Stefanie Powers
, Robert Vaughn
, Lois Nettleton
, Barry Nelson
, Harold Gould
, Tony Bill
, Andy Griffith
, John Houseman
, David Selby
, Meg Foster
, Peter Coffield
, Frances Lee McCain
, Barry Primus
, Diana Ewing
, Lara Parker
, John Lehne
, Alan Oppenheimer
, Nicholas Pryor
, Frank Marth
, Thayer David
, George Gaynes
, Phillip R. Allen
, Joseph Hacker
, June Dayton
, Jean Howell
, Linden Chiles
, Skip Homeier
, Borah Silver
, John Randolph
, Joseph Sirola
, Madison Arnold
, James Ray
, Richard Gates
, Bonnie Bartlett
",English,"[' Drama', ' ', None, None, None]",English, Paramount Television,
46,7.1,In the Matter of Karen Ann Quinlan (TV Movie 1977) - IMDb,"
                    This is based on the true case of New Jersey parents whose daughter has lapsed into a coma from which doctors say she will never recover. The parents must decide whether to keep her on life...
                    "," Brian Keith
, Piper Laurie
, David Huffman
, Stephanie Zimbalist
, Biff McGuire
, David Spielberg
, Bert Freed
, Louise Latham
, Mary Jane Grayson
, Habib Ageli
, Byron Morrow
, Vincent Baggetta
, Jane Elliot
, John Friedrich
",English,"[' Biography', ' Drama', None, None, None]",English, Warren V. Bush Productions,
39,6.8,Having Babies II (TV Movie 1977) - IMDb,"
                    The story of various couples who get caught up in the personal and emotional crises of birth, adoption and hospitalization, and also of the hospital and health care workers who take care of them.
            "," Tony Bill
, Cliff Gorman
, Carol Lynley
, Lee Meriwether
, Paula Prentiss
, Nicholas Pryor
, Wayne Rogers
, Susan Sullivan
, Cassie Yates
, Tracy Marshak-Nash
, Robbie Rist
, Michael LeClair
, Sandy McPeak
, Patrick Collins
, Stacy Swor
",English,"[' Drama', ' ', None, None, None]",English, The Jozak Company, The Jozak Company
107,7.2,"A Sensitive, Passionate Man (TV Movie 1977) - IMDb","
                    The marriage of a wealthy, outwardly happy couple is threatened by the husband's alcoholism.
            "," Angie Dickinson
, David Janssen
, Mariclare Costello
, Richard Venture
, Todd Lookinland
, Justin Randi
, Terry Hinz
, Rhodes Reason
, Richard Bull
, Marged Wakeley
, Laura Campbell
, Beverly Carter
, Frederick Hoffman
, Craig Littler
, Elaine Princi
",English,"[' Drama', ' ', None, None, None]",English, Factor/Newland Productions,
75,7.8,"Young Joe, the Forgotten Kennedy (TV Movie 1977) - IMDb","
                    The story of U.S. President John F. Kennedy's older brother Joseph, who undertakes a dangerous mission during World War II.
            "," Peter Strauss
, Barbara Parkins
, Stephen Elliott
, Darleen Carr
, Simon Oakland
, Asher Brauner
, Lance Kerwin
, Peter Fox
, Steve Kanaly
, Robert Englund
, Gloria Stroock
, Tara Talboy
, Ben Fuhrman
, James Sikking
, Ken Swofford
",English,"[' Biography', ' ', None, None, None]",English, ABC Circle Films,
68,6.7,To Kill a Cop (TV Movie 1978) - IMDb,"
                    Earl Eischied is a man with his hands full. As the Chief of Detectives in New York City, he is trying to break up a group of black militants that are on a crime spree, including the killing of a police officer.
            "," Joe Don Baker
, Desi Arnaz Jr.
, Christine Belford
, Scott Brady
, George DiCenzo
, Eddie Egan
, Alan Fudge
, Nathan George
, Roosevelt Grier
, Julius Harris
, Robert Hooks
, Eartha Kitt
, Diana Muldaur
, Alan Oppenheimer
, Milton Selzer
",English,"[' Crime', ' ', ' Thriller', None, None]",English, David Gerber Productions,
25,7.1,The Last Hurrah (TV Movie 1977) - IMDb,"
                    The longtime head of a powerful political machine is determined to win a fourth election and stay in power, despite challenges to his regime by young, dissatisfied opponents, and his ...
                    "," Carroll O'Connor
, Leslie Ackerman
, John Anderson
, Dana Andrews
, Robert Brown
, Jack Carter
, Tom Clancy
, Brendan Dillon
, Arthur Franz
, Alan Hamel
, Mariette Hartley
, Burgess Meredith
, Stewart Moss
, Patrick O'Neal
, Paul Picerni
",English,"[' Drama', None, None, None, None]",English, Columbia Pictures Television,
590,4.7,Tarantulas: The Deadly Cargo (TV Movie 1977) - IMDb,"
                    An airplane carring coffee beans from South America has some unpleasant stowaways: a hoard of tarantulas which overcome the pilots as the airplane is flying over an orange-producing town in...
                    "," Claude Akins
, Charles Frank
, Deborah Winters
, Bert Remsen
, Sandy McPeak
, Pat Hingle
, Tom Atkins
, Howard Hesseman
, John Harkins
, Charles Siebert
, Penelope Windust
, Edwin Owens
, Alex Colon
, Lanny Horn
, Jerome Guardino
",English,"[' Horror', ' Thriller', None, None, None]",English, Alan Landsburg Productions,
38,5.5,Standing Tall (TV Movie 1978) - IMDb,"
                    Set in Montana in the year 1934, a half-breed rancher and his wife are harassed by a ruthless land robber, who forces them to stand tall and defend their land, life and dignity.
            "," Robert Forster
, Will Sampson
, L.Q. Jones
, Robert Donner
, Ron Hayes
, Buck Taylor
, Linda Evans
, Chuck Connors
, Faith Quabius
, Dani Crayne
, Lee de Broux
, Robert Gentry
, Eddie Firestone
, Bryan Montgomery
, Regis Cordic
",English,"[' Drama', None, None, None, None]",English, Quinn Martin Productions (QM),
504,6.6,The Amazing Howard Hughes (TV Movie 1977) - IMDb,"
                    "," Tommy Lee Jones
, Ed Flanders
, James Hampton
, Tovah Feldshuh
, Lee Purcell
, Jim Antonio
, Sorrell Booke
, Marty Brill
, Marla Carlis
, Lee de Broux
, Roy Engel
, Arthur Franz
, Denise Galik
, Howard Hesseman
, Tannis G. Montgomery
",English,"[' Biography', ' ', None, None, None]",English, EMI Television,
"2,301",7.6,Black Sheep Squadron (TV Series 1976–1978) - IMDb,"
                    The dramatized World War II adventures of U.S. Major Gregory ""Pappy"" Boyington and his U.S. Marine Attack Squadron 214, (The Black Sheep Squadron).
            "," Robert Conrad
, Simon Oakland
, Dana Elcar
, Dirk Blocker
, W.K. Stratton
, Jeff MacKay
, Larry Manetti
, Robert Ginty
, John Larroquette
, James Whitmore Jr.
, Joey Aresco
, Red West
",USA,"[' Action', ' ', ' Drama', ' War', None]",USA, Stephen J. Cannell Productions,"Indian Dunes Airfield, Valencia, California, USA"
92,8.5,Testimony of Two Men (TV Mini-Series 1977) - IMDb,"
                    Ambitious, post-Civil War costume drama spaning 36 years which intertwines several stories of lust, power, greed and murder in dealing with two former army field doctors and their passion ...
                    "," David Birney
, Barbara Parkins
, Steve Forrest
, Ralph Bellamy
, Theodore Bikel
, Tom Bosley
, Barry Brown
, J.D. Cannon
, Dan Dailey
, Leonard Frey
, David Huffman
, Randolph Mantooth
, Ray Milland
, Cameron Mitchell
, Trisha Noble
, Kathleen Nolan
, Margaret O'Brien
, Laurie Prange
, William Shatner
, Inga Swenson
, Joan Van Ark
, Linda Purl
",English,"[' Drama', ' ', None, None, None]",English, Operation Prime Time (OPT),
506,7.0,Quark (TV Series 1977–1978) - IMDb,"
                    The misadventures of an outer space garbage collector and his crew.
            "," Richard Benjamin
, Tim Thomerson
, Patricia Barnstable
, Cyb Barnstable
, Conrad Janis
, Alan Caillou
, Bobby Porter
, Richard Kelton
, Joan Van Ark
, Ross Martin
, Ned York
, Jerrold Ziman
, Douglas Fowley
, Misty Rowe
, Marianne Bunch
, Bruce M. Fischer
, Denny Miller
, Barbara Rhoades
, Henry Silva
, Geoffrey Lewis
, Mindi Miller
, Joe Burke
, Richard Devon
, Daina House
, Sean Fallon Walsh
, Chris Capen
, Maggie Sullivan
, Lee Travis
, Rick Goldman
, Susan Backlinie
, Vern Rowe
, Keith Atkinson
",USA,"[' Comedy', ' Sci-Fi', None, None, None]",USA, Columbia Pictures Television,
167,7.8,Harold Robbins' 79 Park Avenue (TV Mini-Series 1977) - IMDb,"
                    A poor New York teenager of the mid-1930 is forced into prostitution despite sincere efforts to make a living and ultimately becomes the city's most famous madam.
            "," Lesley Ann Warren
, David Dukes
, Polly Bergen
, Michael Constantine
, Jack Weston
, Jane Marla Robbins
, Andy Romano
, Denise Galik
, Pamela Susan Shoop
, Maria Grimm
, Richard Seff
, Russ Marin
, Ben Wright
, Dee Carroll
, Gypsi DeYoung
, Frances E. Nealy
, Al Checco
, Paulette Breen
, Alan Mandell
, Norman Stuart
, Hank Rolike
, Tara Buckman
, Roberta Collins
, Sondra Currie
, Jameson Parker
, Marc Singer
, Raymond Burr
, Scott Jacoby
, Alex Rocco
, John Saxon
, Sandy Helberg
, Veronica Hamel
",English,"[' Drama', ' ', None, None, None]",English, Harold Robbins International Company,
"4,499",8.0,Holocaust (TV Mini-Series 1978) - IMDb,"
                    The saga of a Jewish family's struggle to survive the horror of Nazi Germany's systematic marginalization and extermination of their community.
            "," Joseph Bottoms
, Tovah Feldshuh
, Rosemary Harris
, Tony Haygarth
, Michael Moriarty
, Deborah Norton
, George Rose
, Robert Stephens
, Sam Wanamaker
, David Warner
, Fritz Weaver
, James Woods
, Charles Korvin
, Stanley Lebor
, Käte Jaenicke
, Tom Bell
, Meryl Streep
, John Bailey
, Michael Beck
, T.P. McKenna
, Cyril Shaps
, Ian Holm
, Lee Montague
, Isolde Barth
, Vernon Dobtcheff
, Peter Garell
, Werner Kreindl
, Martin Brandt
, Edward Gilkrist
, Courtney Hill
, Nina Sandt
, Blanche Baker
, Götz von Langheim
, Jeremy Levy
, Miriam Mahler
, Walter Scheuer
, Irene Prador
, George Pravda
, Bruno Thost
, Joe Trummer
, Murray Salem
, Gabor Vernon
, Peter Vogel
, Peter Weihs
, Marius Goring
, Kathina Kaiser
",English,"[' Drama', ' History', ' Romance', ' War', None]",English, Titus Productions,
533,6.5,The Four Feathers (TV Movie 1978) - IMDb,"
                    When British Lieutenant Faversham resigns his commission rather than fight in the 1882 Sudan war, his army pals present him with the four white feathers of cowardice.
            "," Beau Bridges
, Robert Powell
, Simon Ward
, Jane Seymour
, Harry Andrews
, Richard Johnson
, David Robb
, Richard Beale
, Robin Bailey
, John Hallam
, Julian Barnes
, Mary Maude
, Frank Gatliff
, Robert Flemyng
, Robert James
",English," Adventure, Drama, History, Romance, War",English, Trident Films Ltd.,
771,7.4,Police Story (TV Series 1973–1987) - IMDb,"
                    Classic anthology series, which details the personal lives of the men and women of the Los Angeles Police Department. The stories ranged from highly dramatic to extremely funny. Even though...
                    "," Scott Brady
, Mel Scott
, Don Meredith
, Joe Santos
, Richard Drout Miller
, Dane Clark
, Shelly Novack
",English,"[' Action', ' ', ' Drama', ' Thriller', None]",English, David Gerber Productions,
260,6.9,The Bastard (TV Movie 1978) - IMDb,"
                    Phillipe Charboneau is the illegitimate son of an English duke. When he travels from France to England to claim his inheritance, he incurs the wrath of his father's family, and is forced to...
                    "," Andrew Stevens
, Tom Bosley
, Kim Cattrall
, Buddy Ebsen
, Lorne Greene
, Olivia Hussey
, Cameron Mitchell
, Harry Morgan
, Patricia Neal
, Eleanor Parker
, Donald Pleasence
, William Shatner
, Barry Sullivan
, Noah Beery Jr.
, Peter Bonerz
",English,"[' Drama', ' ', ' Romance', None, None]",English, Universal Television,
"1,037",7.7,The Dark Secret of Harvest Home (TV Mini-Series 1978) - IMDb,"
                    A young couple moves to a quiet New England village, only to soon find themselves mixed up in mysterious rituals.
            "," Bette Davis
, David Ackroyd
, Rosanna Arquette
, Rene Auberjonois
, John Calvin
, Norman Lloyd
, Linda Marsh
, Joanna Miles
, Michael O'Keefe
, Laurie Prange
, Donald Pleasence
, Lina Raymond
, Tracey Gold
, Stephen Joyce
, Michael Durrell
, Martin Shakar
, Grayce Grant
, Steve Gustafson
",English,"[' Drama', ' ', ' Mystery', ' Thriller', None]",English, Universal Television,
12,6.8,Actor (TV Movie 1978) - IMDb,"
                    A musical play based on the early years of actor Paul Muni.
            "," Herschel Bernardi
, Jack Bernardi
, Hildy Brooks
, Georgia Brown
, Howard Duff
, Billy Goldenberg
, Harold Gould
, Robert Harris
, Robert H. Harris
, Michael Kidd
, Shirley Kirkes
, Allan Kolman
, Monica Lewis
, Jeff Lynas
, Walter Matthau
",English,"[' Biography', ' Drama', ' Musical', None, None]",English, Hollywood Television Theatre,
277,5.8,"Roll of Thunder, Hear My Cry (TV Movie 1978) - IMDb","
                    With the land to hold them together, nothing can tear the Logans apart. Why is the land so important to Cassie's family? It takes the events of one turbulent year- the year of the night ...
                    "," Claudia McNeil
, Janet MacLachlan
, Robert Christian
, Larry B. Scott
, Roy Poole
, Rockne Tarkington
, John Cullum
, Morgan Freeman
, Lark Ruffin
, Tony Ross
, Rodney King Adams
, James Homer Best
, Charlie Briggs
, Christian Garrison
, David Haley
",English,"[' Drama', ' ', None, None, None]",English, Tomorrow Entertainment,
8,8.0,World of Magic (1977) - IMDb,"
                    "," Doug Henning
, Glen Campbell
, Sandy Duncan
",English,"[' Family', ' ', None, None, None]",English, Doug Henning Magic Inc.,
9,4.8,The John Davidson Christmas Show (1977) - IMDb,"
                    The host and his family travel back in time to an early 19th century Christmas in England.
            "," John Davidson
, Tim Conway
, Ken Grant
, Betty White
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
5,7.2,Dorothy Hamill Presents Winners (1978) - IMDb,"
                    "," Dorothy Hamill
, Caitlyn Jenner
, Hal Linden
",English,"[' Sport', ' ', None, None, None]",English,IMDbPro,
46,7.8,Ziegfeld: The Man and His Women (TV Movie 1978) - IMDb,"
                    Four women intimate with the showman tell his life story.
            "," Paul Shenar
, Samantha Eggar
, David Levy
, Barbara Parkins
, Pamela Peadon
, Valerie Perrine
, Gene McLaughlin
, Richard Shea
, Catherine Jacoby
, David Downing
, Inga Swenson
, Ron Husmann
, Frances Lee McCain
, Cliff Norton
, David Opatoshu
",English,"[' Biography', ' ', None, None, None]",English, Frankovich Productions,
,,Mitzi... Zings Into Spring (1977) - IMDb,"
                    "," Mitzi Gaynor
, Roy Clark
, Wayne Rogers
",English,"[' Comedy', ' Music', None, None, None]",English, Green Isle Enterprises, Green Isle Enterprises
163,7.1,Cindy (TV Movie 1978) - IMDb,"
                    This version of the Cinderella tale with an all-black cast has Cinderella, who wants to marry a dashing army officer, finding out out that her father, who she thought had an important job ...
                    "," Charlayne Woodard
, Cleavant Derricks
, Mae Mercer
, Clifton Davis
, W. Benson Terry
, Alaina Reed-Hall
, Nell Carter
, Scoey Mitchell
, Noble Willingham
, Burke Byrnes
, John Hancock
, Helen Martin
, Graham Brown
, Bill Phillips Murry
, Don Dandridge
",English,"[' Musical', ' ', None, None, None]",English, John-Charles-Walters Productions,
5,6.4,Live from Studio 8H: An Evening with Jerome Robbins (1980) - IMDb,"
                    "," Peter Martins
, Patricia McBride
",English,"[' Music', ' ', None, None, None]",English,IMDbPro,
7,9.1,The Sentry Collection Presents Ben Vereen: His Roots (TV Movie 1978) - IMDb,"
                    "," Ben Vereen
, Debbie Allen
, Louis Gossett Jr.
, Nyles Harris
, Cheryl Ladd
, Christopher Maleki
",English,"[' ', None, None, None, None]",English,IMDbPro,
,,Spring in San Francisco (1981) - IMDb,"
                    "," Perry Como
, Cheryl Ladd
, Larry Gatlin
, Jim Plunkett
, The Breeze Brothers
, Dianne Feinstein
, The Japanese Children's Choir
, Larry Gatlin & The Gatlin Brothers
",USA,"[' Music', None, None, None, None]",USA,IMDbPro,"San Francisco, California, USA"
77,7.6,CBS Evening News with Walter Cronkite (TV Series 1962–1981) - IMDb,"
                    "," Walter Cronkite
",,"[' News', ' ', None, None, None]",See more, CBS News Productions, CBS News Productions
,,San Francisco Symphony Inaugural Gala (1980) - IMDb,"
                    A celebration of the opening of the new Louise M. Davies Symphony Hall in San Francisco, featuring 4 pieces including the world premiere of David Del Tredici's ""Happy Voices.""
            "," Edo de Waart
, Rudolf Serkin
",English,"[' Music', ' ', None, None, None]",English, KCET,
156,7.2,Kent State (TV Movie 1981) - IMDb,"
                    Based on the true story of the student protests at Kent State University in Ohio. This film focuses on the four students who were killed when the National Guard attempted to quell the riots...
                    "," Jane Fleiss
, Charley Lang
, Talia Balsam
, Keith Gordon
, Jeff McCracken
, Peter Miner
, Michael Higgins
, John Getz
, Michael Horton
, Ann Gillespie
, Shepperd Strudwick
, Roxanne Hart
, Steve Beauchamp
, David VandeBrake
, David Marshall Grant
",English,"[' Drama', ' ', None, None, None]",English, Inter Planetary,
10,6.8,John Denver with His Special Guest George Burns: Two of a Kind (1981) - IMDb,"
                    "," John Denver
, George Burns
",English,"[' Music', None, None, None, None]",English,IMDbPro,
22,7.1,CBS Reports (TV Series 1959– ) - IMDb,"
                    "," Eric Sevareid
, Harry Reasoner
, Howard K. Smith
, Walter Cronkite
, Edward R. Murrow
, Charles Kuralt
, Charles Collingwood
",English,"[' Documentary', ' ', None, None, None]",English, CBS, CBS
64,7.2,All Commercials... A Steve Martin Special (1980) - IMDb,"
                    Steve Martin's third NBC special.
            "," Steve Martin
, Nitty Gritty Dirt Band
, Gayle Crofoot
, Antonio Fargas
, Ken Grant
, Julann Griffin
, Robert Klein
, Anne Lockhart
, Julie McWhirter
, Louis Nye
, Vince Paterson
, Pat Proft
, Paul Reubens
, Avery Schreiber
",English,"[' Comedy', ' ', None, None, None]",English,IMDbPro,
14,7.2,The Way They Were (1981) - IMDb,"
                    A host of stars turn out to dedicate a new theater complex at their alma mater, Northwestern University. Candice Bergen, appearing on behalf of her late father Edgar Bergen, donates three ...
                    "," Claude Akins
, Ann-Margret
, Richard Benjamin
, Candice Bergen
, Robert Conrad
, Nancy Dussault
, Penny Fuller
, Charlton Heston
, Ron Husmann
, Carol Lawrence
, Cloris Leachman
, Garry Marshall
, Sherrill Milnes
, Patricia Neal
, Jerry Orbach
",English,"['scgary66', ' ', None, None, None]",English,IMDbPro,
26,8.0,The Magic of David Copperfield III: Levitating Ferrari (1980) - IMDb,"
                    This is the third CBS Copperfield TV special, introduced by the host "," David Copperfield
, Jack Klugman
, Debby Boone
, Mary Crosby
, Louis Nye
, Haruo Shimada
, Cindy Williams
",English,"[' Comedy', ' Family', ' Fantasy', ' Music', None]",English, The Cates Brothers Company,
159,6.7,Stand by Your Man (TV Movie 1981) - IMDb,"
                    The rags-to-riches tale of country western queen, Tammy Wynette, follows her life from her impoverished childhood to country's First Lady and her two rocky marriages to fellow superstar George Jones.
            "," Annette O'Toole
, Tim McIntire
, Cooper Huckabee
, James Hampton
, Helen Page Camp
, John Horn
, Monica Parker
, Ivy Bethune
, Rudy Bond
, Dorothy Butts
, Robert Carnegie
, Rhodie Cogan
, Fredric Cook
, Buddy Farmer
, Jennifer Gay
",English,"[' Biography', ' Drama', ' Music', None, None]",English, Robert Papazian Productions, Robert Papazian Productions
24,6.3,Perry Como's Christmas in the Holy Land (1980) - IMDb,"
                    Perry Como celebrates Christmas in Israel with vists to Bethlehem and Jerusalem.
            "," Perry Como
, Richard Chamberlain
, Ilanit
",USA,"[' Music', ' ', None, None, None]",USA, Bob Banner Associates,"Bethlehem, Palestine"
