,finalist,year,winner_Nominee,item_award,award_description
25451,Jessica Tandy,1994,Nominee,Primetime Emmy,Outstanding Lead Actress in a Miniseries or a Special
25452,Jessica Tandy,1993,Nominee,BAFTA Film Award,Best Actress
25453,Jessica Tandy,2012,Nominee,Felix,Best Supporting Actress
25454,Jessica Tandy,1990,Nominee,Saturn Award,Best Actress
25455,Jessica Tandy,1992,Nominee,American Comedy Award,Funniest Supporting Actress in a Motion Picture
25456,Jessica Tandy,1991,Nominee,ACCA,Best Actress in a Supporting Role
25457,Jessica Tandy,1990,Winner,Silver Berlin Bear,Best Acting Team
25458,Jessica Tandy,1990,Winner,BSFC Award,Best Actress
25459,Jessica Tandy,1990,Winner,David,Best Foreign Actress (Migliore Attrice Straniera)
25460,Jessica Tandy,1989,Winner,KCFCC Award,Best Actress
25461,Jessica Tandy,1990,Nominee,NSFC Award,Best Actress
25462,Jessica Tandy,1989,Nominee,NYFCC Award,Best Actress
25463,Jessica Tandy,1990,Winner,Lifetime Achievement Award,
25464,Jessica Tandy,1986,Winner,Kennedy Center Honors,
25465,Jessica Tandy,1960,Winner,Star on the Walk of Fame,Motion Picture
25466,Jessica Tandy,1991,Winner,Crystal Award,
25467,Jill Eikenberry,1991,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Drama
25468,Jill Eikenberry,1994,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Drama Series
25469,Jill Eikenberry,1990,Nominee,Q Award,Best Actress in a Quality Drama Series
25470,Susan Dey,1992,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Drama
25471,Susan Dey,1989,Nominee,Primetime Emmy,Outstanding Lead Actress in a Drama Series
25472,Susan Dey,1976,Winner,Bravo Otto Germany,Best Female TV Star (TV-Star w)
25473,Susan Dey,2007,Nominee,TV Land Award,Most Beautiful Braces
25474,Susan Dey,1990,Nominee,Q Award,Best Actress in a Quality Drama Series
25475,Woody Harrelson,2018,Nominee,Oscar,Best Performance by an Actor in a Supporting Role
25476,Woody Harrelson,2015,Nominee,Golden Globe,Best Performance by an Actor in a Miniseries or Motion Picture Made for Television
25477,Woody Harrelson,2014,Nominee,Primetime Emmy,Outstanding Lead Actor in a Drama Series
25478,Woody Harrelson,2018,Nominee,BAFTA Film Award,Best Supporting Actor
25479,Woody Harrelson,2017,Nominee,Felix,Best Actor
25480,Woody Harrelson,2018,Nominee,Movies for Grownups Award,Best Supporting Actor
25481,Woody Harrelson,2011,Winner,Narrative Competition,Best Actor
25482,Woody Harrelson,2010,Nominee,Saturn Award,Best Supporting Actor
25483,Woody Harrelson,2011,Winner,AAFCA Award,Best Actor
25484,Woody Harrelson,2009,Nominee,EDA Award,Best Supporting Actor
25485,Woody Harrelson,1990,Nominee,American Comedy Award,Funniest Supporting Male Performer in a TV Series
25486,Woody Harrelson,1993,Nominee,American Television Award,Best Supporting Actor in a Situation Comedy
25487,Woody Harrelson,2017,Nominee,ACCA,Best Actor in a Supporting Role
25488,Woody Harrelson,2019,Nominee,Black Reel,Outstanding TV Movie/Limited Series
25489,Woody Harrelson,2012,Winner,BSFC Award,Best Ensemble Cast
25490,Woody Harrelson,2017,Nominee,British Independent Film Award,Best Supporting Actor
25491,Woody Harrelson,2010,Nominee,Critics Choice Award,Best Supporting Actor
25492,Woody Harrelson,2018,Nominee,COFCA Award,Actor of the Year
25493,Woody Harrelson,2009,Nominee,CFCA Award,Best Supporting Actor
25494,Woody Harrelson,2017,Winner,CIFCC Award,Best Ensemble Cast
25495,Woody Harrelson,2012,Nominee,Critics' Choice TV Award,Best Actor in a Movie/Miniseries
25496,Woody Harrelson,2017,Nominee,DFWFCA Award,Best Supporting Actor
25497,Woody Harrelson,2017,Winner,Special Achievement Award,
25498,Woody Harrelson,2018,Nominee,DFCS Award,Best Supporting Actor
25499,Woody Harrelson,2009,Nominee,DFCS Award,Best Supporting Actor
25500,Woody Harrelson,2018,Winner,Golden Carp Film Award - International,Best Ensemble Performance
25501,Woody Harrelson,2012,Nominee,Independent Spirit Award,Best Male Lead
25502,Woody Harrelson,2009,Nominee,Fright Meter Award,Best Actor
25503,Woody Harrelson,2018,Nominee,GAFCA Award,Best Supporting Actor
25504,Woody Harrelson,2008,Winner,Joseph Plateau Honorary Award,
25505,Woody Harrelson,2018,Winner,Gold Derby Award,Ensemble Cast
25506,Woody Harrelson,2017,Nominee,Golden Schmoes,Best Supporting Actor of the Year
25507,Woody Harrelson,2006,Nominee,Gotham Independent Film Award,Best Ensemble Performance
25508,Woody Harrelson,2018,Nominee,HFCS Award,Best Supporting Actor
25509,Woody Harrelson,2009,Nominee,HFCS Award,Best Supporting Actor
25510,Woody Harrelson,2009,Nominee,ICP Award,Best Supporting Performance
25511,Woody Harrelson,2018,Nominee,ALFS Award,Supporting Actor of the Year
25512,Woody Harrelson,2012,Winner,Golden Nymph,Television Films - Best Performance by an Actor
25513,Woody Harrelson,1995,Nominee,MTV Movie Award,Best On-Screen Duo
25514,Woody Harrelson,2009,Winner,NBR Award,Best Supporting Actor
25515,Woody Harrelson,2018,Nominee,NCFCA Award,Best Supporting Actor
25516,Woody Harrelson,2018,Winner,OFTA Film Award,Best Ensemble
25517,Woody Harrelson,2010,Nominee,OFCS Award,Best Supporting Actor
25518,Woody Harrelson,2015,Nominee,PGA Award,"Outstanding Producer of Episodic Television, Drama"
25519,Woody Harrelson,2017,Winner,PFCC Award,Best Supporting Actor
25520,Woody Harrelson,1994,Winner,Razzie Award,Worst Supporting Actor
25521,Woody Harrelson,2017,Nominee,SDFCS Award,Best Supporting Actor
25522,Woody Harrelson,2014,Nominee,Satellite Award,"Best Actor in a Series, Drama"
25523,Woody Harrelson,2010,Nominee,Scream Award,Best Horror Actor
25524,Woody Harrelson,2018,Winner,Actor,Outstanding Performance by a Cast in a Motion Picture
25525,Woody Harrelson,1996,Nominee,STFC Award,Best Actor
25526,Woody Harrelson,2009,Nominee,SEFCA Award,Best Supporting Actor
25527,Woody Harrelson,2017,Nominee,SLFCA Award,Best Supporting Actor
25528,Woody Harrelson,2006,Nominee,Stinker Award,Worst Supporting Actor
25529,Woody Harrelson,2008,Winner,Best Acting Performance,
25530,Woody Harrelson,2009,Nominee,VVFP Award,Best Supporting Actor
25531,Woody Harrelson,2009,Nominee,WAFCA Award,Best Supporting Actor
25532,Woody Harrelson,1999,Winner,Bronze Wrangler,Theatrical Motion Picture
25533,Woody Harrelson,2009,Winner,Phillip Borsos Award,Best Actor
25534,Woody Harrelson,2003,Winner,Honorary Maverick Award,
25535,Kelsey Grammer,2012,Winner,Golden Globe,Best Performance by an Actor in a Television Series - Drama
25536,Kelsey Grammer,2006,Winner,Primetime Emmy,Outstanding Voice-Over Performance
25537,Kelsey Grammer,2007,Nominee,Saturn Award,Best Supporting Actor
25538,Kelsey Grammer,2001,Nominee,American Comedy Award,"Funniest Male Performer in a TV Series (Leading Role) Network, Cable or Syndication"
25539,Kelsey Grammer,2001,Winner,Sir Peter Ustinov Award,
25540,Kelsey Grammer,2015,Winner,BTVA Television Voice Acting Award,Best Male Vocal Performance in a Television Series in a Guest Role - Comedy/Musical
25541,Kelsey Grammer,2012,Nominee,Critics' Choice TV Award,Best Actor in a Drama Series
25542,Kelsey Grammer,2020,Nominee,Daytime Emmy,Outstanding Young Adult Program
25543,Kelsey Grammer,1999,Nominee,DGA Award,Outstanding Directorial Achievement in Comedy Series
25544,Kelsey Grammer,2012,Nominee,Gold Derby TV Award,Drama Lead Actor
25545,Kelsey Grammer,2005,Nominee,Grace Award,Most Inspiring Television Acting
25546,Kelsey Grammer,2015,Winner,OFTA TV Hall of Fame,Actors and Actresses
25547,Kelsey Grammer,2002,Winner,People's Choice Award,Favorite Male Television Performer
25548,Kelsey Grammer,2015,Winner,Razzie Award,Worst Supporting Actor
25549,Kelsey Grammer,2002,Winner,Golden Satellite Award,"Best Performance by an Actor in a Series, Comedy or Musical"
25550,Kelsey Grammer,2004,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
25551,Kelsey Grammer,2014,Nominee,Teen Choice Award,Choice Movie: Villain
25552,Kelsey Grammer,1999,Nominee,TCA Award,Individual Achievement in Comedy
25553,Kelsey Grammer,2001,Nominee,TV Guide Award,Actor of the Year in a Comedy Series
25554,Kelsey Grammer,2006,Nominee,TV Land Award,Broadcaster of the Year
25555,Kelsey Grammer,2000,Nominee,Q Award,Best Actor in a Quality Comedy Series
25556,Kelsey Grammer,2001,Winner,Star on the Walk of Fame,Television
25557,Kelsey Grammer,2020,Winner,Young Artist Award,Icon Award
25558,Rue McClanahan,1988,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Comedy or Musical
25559,Rue McClanahan,1989,Nominee,Primetime Emmy,Outstanding Lead Actress in a Comedy Series
25560,Rue McClanahan,1986,Winner,Golden Apple,Female Star of the Year
25561,Rue McClanahan,2008,Winner,OFTA TV Hall of Fame,Actors and Actresses
25562,Rue McClanahan,2008,Winner,Pop Culture Award,
25563,Kirstie Alley,1998,Nominee,Golden Globe,Best Performance by an Actress in a Television Series - Comedy or Musical
25564,Kirstie Alley,1998,Nominee,Primetime Emmy,Outstanding Lead Actress in a Comedy Series
25565,Kirstie Alley,1985,Nominee,Saturn Award,Best Supporting Actress
25566,Kirstie Alley,1998,Nominee,American Comedy Award,"Funniest Female Performer in a TV Series (Leading Role) Network, Cable or Syndication"
25567,Kirstie Alley,1993,Nominee,American Television Award,Best Actress in a Situation Comedy
25568,Kirstie Alley,1991,Nominee,Bravo Otto Germany,Best Actress (Schauspielerin)
25569,Kirstie Alley,1988,Nominee,ACE,Actress in a Dramatic Series
25570,Kirstie Alley,1998,Nominee,Blimp Award,Favorite Television Actress
25571,Kirstie Alley,1998,Winner,People's Choice Award,Favorite Female Performer in a New Television Series
25572,Kirstie Alley,1997,Nominee,Golden Satellite Award,Best Actress in a Miniseries or a Motion Picture Made for Television
25573,Kirstie Alley,1998,Nominee,Actor,Outstanding Performance by a Female Actor in a Comedy Series
25574,Kirstie Alley,1999,Nominee,Stinker Award,Worst Supporting Actress
25575,Kirstie Alley,1992,Nominee,Q Award,Best Actress in a Quality Comedy Series
25576,Kirstie Alley,1995,Winner,Star on the Walk of Fame,Motion Picture
25577,Blair Brown,1984,Nominee,Golden Globe,Best Performance by an Actress in a Miniseries or Motion Picture Made for Television
25578,Blair Brown,1991,Nominee,Primetime Emmy,Outstanding Lead Actress in a Comedy Series
25579,Blair Brown,1984,Nominee,BAFTA TV Award,Best Actress
25580,Blair Brown,2013,Nominee,Saturn Award,Best Guest Performance in a Television Series
25581,Blair Brown,1991,Winner,CableACE,Actress in a Dramatic Series
25582,Blair Brown,2017,Winner,Actor,Outstanding Performance by an Ensemble in a Comedy Series
25583,Stacy Keach,1989,Winner,Golden Globe,Best Performance by an Actor in a Miniseries or Motion Picture Made for Television
25584,Stacy Keach,1988,Nominee,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Special
25585,Stacy Keach,1994,Nominee,CableACE,Actor in a Dramatic Series
25586,Stacy Keach,1972,Winner,Golden Moon Award,Best Actor
25587,Stacy Keach,2016,Winner,Hollywood Film Award,Ensemble of the Year
25588,Stacy Keach,2020,Nominee,HIFF Award,Best Actor in a Feature Film
25589,Stacy Keach,1972,Winner,KCFCC Award,Best Actor
25590,Stacy Keach,1971,Nominee,Golden Laurel,"Star of Tomorrow, Male"
25591,Stacy Keach,2007,Winner,German Independence Honorary Award,
25592,Stacy Keach,2014,Nominee,OFTA Television Award,Best Guest Actor in a Comedy Series
25593,Stacy Keach,2003,Winner,Lifetime Achievement Award,
25594,Stacy Keach,2001,Nominee,Golden Satellite Award,"Best Performance by an Actor in a Series, Comedy or Musical"
25595,Stacy Keach,2014,Nominee,Seattle Film Critics Award,Best Ensemble Cast
25596,Stacy Keach,2010,Winner,Lifetime Achievement Award,
25597,Stacy Keach,2019,Winner,Star on the Walk of Fame,Television
25598,Mary Steenburgen,1981,Winner,Oscar,Best Actress in a Supporting Role
25599,Mary Steenburgen,1982,Nominee,Golden Globe,Best Actress in a Supporting Role - Motion Picture
25600,Mary Steenburgen,1988,Nominee,Primetime Emmy,Outstanding Lead Actress in a Miniseries or a Special
25601,Mary Steenburgen,1986,Nominee,BAFTA TV Award,Best Actress
25602,Mary Steenburgen,2014,Winner,Movies for Grownups Award,Breakthrough Accomplishment
25603,Mary Steenburgen,1991,Nominee,Saturn Award,Best Supporting Actress
25604,Mary Steenburgen,2020,Winner,ACCA,Best Original Song
25605,Mary Steenburgen,2015,Nominee,BTVA Anime Dub Movie/Special Voice Acting Award,Best Female Vocal Performance in an Anime Feature Film/Special in a Supporting Role
25606,Mary Steenburgen,2011,Winner,BFCC Award,Best Ensemble
25607,Mary Steenburgen,1981,Winner,BSFC Award,Best Supporting Actress
25608,Mary Steenburgen,1987,Nominee,ACE,Actress in a Movie or Miniseries
25609,Mary Steenburgen,2012,Nominee,COFCA Award,Best Ensemble
25610,Mary Steenburgen,1990,Nominee,CFCA Award,Best Supporting Actress
25611,Mary Steenburgen,2020,Nominee,CIFCC Award,Best Original Song
25612,Mary Steenburgen,2020,Winner,DFCS Award,Best Original Song
25613,Mary Steenburgen,2003,Nominee,DVD Premiere Award,Best Supporting Actress
25614,Mary Steenburgen,1986,Nominee,Genie,Best Performance by an Actress in a Leading Role
25615,Mary Steenburgen,2020,Winner,GAFCA Award,Best Original Song
25616,Mary Steenburgen,2020,Nominee,Gold Derby Award,Original Song
25617,Mary Steenburgen,2020,Winner,HCA Award,Best Original Song
25618,Mary Steenburgen,2011,Winner,Hollywood Film Award,Ensemble of the Year
25619,Mary Steenburgen,2020,Winner,HFCS Award,Best Original Song
25620,Mary Steenburgen,1980,Winner,KCFCC Award,Best Supporting Actress
25621,Mary Steenburgen,2020,Nominee,LEJA Award,Best Song Written for a Motion Picture
25622,Mary Steenburgen,1980,Winner,LAFCA Award,Best Supporting Actress
25623,Mary Steenburgen,2020,Nominee,MCFCA Award,Best Song
25624,Mary Steenburgen,2011,Winner,NBR Award,Best Acting by an Ensemble
25625,Mary Steenburgen,1981,Winner,NSFC Award,Best Supporting Actress
25626,Mary Steenburgen,2012,Winner,NFCS Award,Best Ensemble Cast
25627,Mary Steenburgen,1980,Winner,NYFCC Award,Best Supporting Actress
25628,Mary Steenburgen,2020,Nominee,OFTA Film Award,"Best Music, Original Song"
25629,Mary Steenburgen,2011,Winner,Special Achievement Award,"Best Ensemble, Motion Picture"
25630,Mary Steenburgen,2012,Winner,Actor,Outstanding Performance by a Cast in a Motion Picture
25631,Mary Steenburgen,2011,Winner,SEFCA Award,Best Ensemble
25632,Mary Steenburgen,2005,Winner,Lifetime Achievement Award,
25633,Mary Steenburgen,2009,Winner,Star on the Walk of Fame,Motion Picture
25634,Mary Steenburgen,2011,Winner,WFCC Award,Women's Work/Best Ensemble
25635,Hume Cronyn,1945,Nominee,Oscar,Best Actor in a Supporting Role
25636,Hume Cronyn,1993,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
25637,Hume Cronyn,1998,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
25638,Hume Cronyn,1990,Nominee,Saturn Award,Best Actor
25639,Hume Cronyn,1991,Winner,ACE,Actor in a Movie or Miniseries
25640,Hume Cronyn,2005,Nominee,Daytime Emmy,Outstanding Performer in a Children/Youth/Family Special
25641,Hume Cronyn,1985,Winner,Humanitas Prize,90 Minute Category
25642,Hume Cronyn,1998,Nominee,OFTA Television Award,Best Supporting Actor in a Motion Picture or Miniseries
25643,Hume Cronyn,1997,Nominee,Actor,Outstanding Performance by a Cast
25644,Hume Cronyn,1986,Winner,Kennedy Center Honors,
25645,Hume Cronyn,1985,Winner,WGA Award (TV),Adapted Drama Anthology
25646,Danny Glover,2000,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
25647,Danny Glover,1999,Nominee,Black Film Award,Best Actor
25648,Danny Glover,1993,Nominee,American Television Award,Best Actor in a Miniseries
25649,Danny Glover,2017,Nominee,Silver Ariel,Best Actor (Mejor Actuación Masculina)
25650,Danny Glover,2015,Winner,Asia Pacific Screen Award,Best Film
25651,Danny Glover,2001,Nominee,ACCA,Best Cast Ensemble
25652,Danny Glover,2004,Winner,BET Award,Humanitarian Award
25653,Danny Glover,2014,Nominee,Black Reel,"Outstanding Supporting Actor, TV Movie or Mini-Series"
25654,Danny Glover,1999,Nominee,Blockbuster Entertainment Award,Favorite Duo - Action/Adventure
25655,Danny Glover,2007,Nominee,Critics Choice Award,Best Acting Ensemble
25656,Ron Perlman,1989,Winner,Golden Globe,Best Performance by an Actor in a Television Series - Drama
25657,Ron Perlman,1989,Nominee,Primetime Emmy,Outstanding Lead Actor in a Drama Series
25658,Ron Perlman,2016,Nominee,BTVA Video Game Voice Acting Award,Best Vocal Ensemble in a Video Game
25659,Ron Perlman,2009,Winner,Chainsaw Award,Best Actor
25660,Danny Glover,1996,Winner,CableACE,Dramatic or Theatrical Special
25661,Danny Glover,2001,Winner,Christopher Award,Television & Cable
25662,Danny Glover,2003,Nominee,Daytime Emmy,Outstanding Directing in a Children's Special
25663,Danny Glover,2007,Winner,Lifetime Achievement Award,
25664,Danny Glover,1991,Winner,Independent Spirit Award,Best Male Lead
25665,Danny Glover,2017,Winner,FilmOut Festival Award,Best Supporting Actor
25666,Danny Glover,2008,Nominee,Genie,Best Performance by an Actor in a Supporting Role
25667,Danny Glover,2008,Nominee,Gold Derby TV Award,Drama Guest Actor
25668,Danny Glover,2018,Winner,President's Award,
25669,Danny Glover,2009,Nominee,Video Source Award,
25670,Ron Perlman,1983,Nominee,Genie,Best Performance by a Foreign Actor
25671,Ron Perlman,1988,Winner,Golden Apple,Male Discovery of the Year
25672,Ron Perlman,2007,Nominee,Gotham Independent Film Award,Best Ensemble Performance
25673,Ron Perlman,2009,Nominee,MTV Movie Award,Best Fight
25674,Ron Perlman,2014,Nominee,Festival Award,Best Supporting Actor in a Feature Film
25675,Ron Perlman,2019,Winner,Best of Year,Best Voice Over
25676,Ron Perlman,2008,Nominee,Scream Award,Best Superhero
25677,Ron Perlman,2018,Winner,Time-Machine Honorary Award,
25678,Ron Perlman,2018,Winner,Audience Award,Narrative
25679,Ron Perlman,1990,Nominee,Q Award,Best Actor in a Quality Drama Series
25680,Danny Glover,2002,Winner,Lifetime Achievement Award,
25681,Danny Glover,2008,Winner,Festival President's Award,
25682,Danny Glover,2003,Winner,Lifetime Achievement Award,
25683,Danny Glover,2005,Winner,Angel Film Award,Best Actor
25684,Danny Glover,1999,Nominee,MTV Movie Award,Best Action Sequence
25685,Danny Glover,1991,Nominee,NSFC Award,Best Actor
25686,Danny Glover,1990,Nominee,NYFCC Award,Best Actor
25687,Danny Glover,2010,Nominee,Emmy,Outstanding Informational Programming - Long Form
25688,Danny Glover,2002,Nominee,PFCS Award,Best Acting Ensemble
25689,Danny Glover,1993,Winner,Piper-Heidsieck Award,
25690,Danny Glover,2007,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
25691,Danny Glover,2008,Nominee,VFCC Award,Best Supporting Actor in a Canadian Film
25692,Danny Glover,2018,Winner,Golden Statuette,Best Actor
25693,Danny Glover,1994,Winner,Humanitarian Award,
25694,Danny Glover,2018,Winner,Festival Award,Best Supporting Actor in Feature Film
25695,Michael Tucker,1990,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
25696,Michael Tucker,1989,Nominee,Primetime Emmy,Outstanding Lead Actor in a Drama Series
25697,Michael Tucker,1993,Nominee,American Television Award,Best Supporting Actor in a Dramatic Series
25698,Michael Tucker,1989,Nominee,Q Award,Best Actor in a Quality Drama Series
25699,Tim Reid,1988,Nominee,Primetime Emmy,Outstanding Comedy Series
25700,Tim Reid,1995,Nominee,CableACE,Movie or Miniseries
25701,Tim Reid,1999,Winner,Christopher Award,Television Specials
25702,Tim Reid,2000,Nominee,Image Award,Outstanding Supporting Actor in a Comedy Series
25703,Tim Reid,1999,Winner,Oscar Micheaux Award,
25704,Tim Reid,1995,Winner,Audience Choice Award,
25705,Tim Reid,2005,Nominee,TV Land Award,Classic TV Broadcaster of the Year
25706,Tim Reid,1988,Winner,Q Award,Best Actor in a Quality Comedy Series
25707,Corbin Bernsen,1990,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Drama
25708,Corbin Bernsen,1988,Nominee,Primetime Emmy,Outstanding Lead Actor in a Drama Series
25709,Corbin Bernsen,1997,Nominee,Chainsaw Award,Best Actor
25710,Corbin Bernsen,2020,Winner,Festival Award,Best Ensemble Cast
25711,Corbin Bernsen,2018,Nominee,Kingdomwood Award,Best Feature Film
25712,Corbin Bernsen,1997,Nominee,OFTA Television Award,Best Actor in a Syndicated Series
25713,Corbin Bernsen,2005,Nominee,Satellite Award,"Outstanding Actor in a Supporting Role, Comedy or Musical"
25714,Corbin Bernsen,2020,Nominee,Summer Award,Best Feature
25715,Corbin Bernsen,2020,Nominee,Jury Award,Best Feature Film
25716,Edward Woodward,1988,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Drama
25717,Edward Woodward,1990,Nominee,Primetime Emmy,Outstanding Lead Actor in a Drama Series
25718,Edward Woodward,1970,Winner,BAFTA TV Award,Best Actor
25719,Edward Woodward,1980,Nominee,AFI Award,Best Actor in a Lead Role
25720,Edward Woodward,1988,Nominee,ACE,Supporting Actor in a Movie or Miniseries
25721,Edward Woodward,1989,Winner,Emmy,"Outstanding Informational, Cultural or Historic Programming - Segments"
25722,Edward Woodward,2006,Winner,Rondo Statuette,Best DVD Commentary
25723,Beverly D'Angelo,1981,Nominee,Golden Globe,Best Actress in a Supporting Role - Motion Picture
25724,Beverly D'Angelo,1984,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Limited Series or a Special
25725,Beverly D'Angelo,1998,Nominee,Blimp Award,Favorite Movie Actress
25726,Beverly D'Angelo,1999,Nominee,Golden Satellite Award,"Best Actress in a Supporting Role in a Motion Picture, Drama"
25727,Beverly D'Angelo,1981,Nominee,Stinker Award,Most Annoying Fake Accent: Female
25728,Roxana Zal,1985,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
25729,Roxana Zal,1984,Winner,Primetime Emmy,Outstanding Supporting Actress in a Limited Series or a Special
25730,Roxana Zal,1998,Winner,Audience Award,Best Feature Film
25731,Roxana Zal,1987,Winner,Young Artist Award,Exceptional Young Actress Starring in a Television Special or Movie of the Week
25732,Paula Kelly,1989,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Miniseries or a Special
25733,Paula Kelly,1988,Nominee,ACE,Supporting Actress in a Movie or Miniseries
25734,Paula Kelly,1974,Nominee,Image Award,Outstanding Actress in a Motion Picture
25735,Tuesday Weld,1978,Nominee,Oscar,Best Actress in a Supporting Role
25736,Tuesday Weld,1973,Nominee,Golden Globe,Best Actress in a Motion Picture - Drama
25737,Tuesday Weld,1984,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Limited Series or a Special
25738,Tuesday Weld,1985,Nominee,BAFTA Film Award,Best Supporting Actress
25739,Tuesday Weld,1983,Nominee,ACE,Actress in a Theatrical or Non-Musical Program
25740,Tuesday Weld,1960,Nominee,Golden Laurel,Top Female New Personality
25741,Tuesday Weld,1968,Nominee,NYFCC Award,Best Actress
25742,Tuesday Weld,1981,Winner,Stinker Award,Most Annoying Fake Accent: Female
25743,Tuesday Weld,1972,Winner,Italian Film Critics Award,Best Actress
25744,Keith Carradine,1976,Winner,Oscar,"Best Music, Original Song"
25745,Keith Carradine,1976,Winner,Golden Globe,Best Original Song - Motion Picture
25746,Keith Carradine,1984,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Limited Series or a Special
25747,Keith Carradine,1987,Nominee,ACE,Actor in a Theatrical or Dramatic Special
25748,Keith Carradine,2002,Nominee,Edda Award,Actor of the Year (Leikari ársins í aðalhlutverki)
25749,Keith Carradine,2004,Nominee,Gold Derby TV Award,Drama Guest Actor
25750,Keith Carradine,1998,Winner,Golden Boot,
25751,Keith Carradine,1976,Nominee,Grammy,Album of Best Original Score Written for a Motion Picture or Television Special
25752,Keith Carradine,2002,Winner,Artistic Excellence Award,
25753,Keith Carradine,2018,Winner,German Independence Honorary Award,Tribute
25754,Keith Carradine,2004,Nominee,OFTA Television Award,Best Guest Actor in a Drama Series
25755,Keith Carradine,2007,Winner,Prism Award,Performance in a TV-Movie
25756,Keith Carradine,2018,Winner,Special Achievement Award,Gregory Peck Award
25757,Keith Carradine,2005,Nominee,Golden Satellite Award,Best Actor in a Miniseries or a Motion Picture Made for Television
25758,Keith Carradine,1993,Winner,Star on the Walk of Fame,Television
25759,Keith Carradine,1998,Winner,Bronze Wrangler,Television Feature Film
25760,Keith Carradine,2014,Winner,Best Actor,
25761,Randy Quaid,1974,Nominee,Oscar,Best Actor in a Supporting Role
25762,Randy Quaid,2006,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
25763,Randy Quaid,2005,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Miniseries or a Movie
25764,Randy Quaid,1975,Nominee,BAFTA Film Award,Best Supporting Actor
25765,Randy Quaid,2005,Nominee,ACCA,Best Cast Ensemble
25766,Randy Quaid,2006,Nominee,COFCA Award,Best Ensemble
25767,Randy Quaid,1993,Nominee,Chainsaw Award,Best Supporting Actor
25768,Randy Quaid,1989,Winner,Best Actor,
25769,Randy Quaid,1990,Nominee,Independent Spirit Award,Best Male Lead
25770,Randy Quaid,2006,Nominee,Gold Derby Award,Ensemble Cast
25771,Randy Quaid,2005,Nominee,Gotham Independent Film Award,Best Ensemble Performance
25772,Randy Quaid,2019,Nominee,Best Supporting Actor,Best Supporting Actor
25773,Randy Quaid,2018,Nominee,Festival Award,Best Supporting Actor in a Feature Film
25774,Randy Quaid,2005,Nominee,OFTA Television Award,Best Supporting Actor in a Motion Picture or Miniseries
25775,Randy Quaid,1988,Winner,Peabody Award,Winner
25776,Randy Quaid,2005,Winner,Satellite Award,"Outstanding Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television"
25777,Randy Quaid,2006,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
25778,Randy Quaid,2002,Nominee,Stinker Award,Worst Supporting Actor
25779,Randy Quaid,2009,Winner,VFCC Award,Best Supporting Actor in a Canadian Film
25780,Randy Quaid,2003,Winner,Star on the Walk of Fame,Motion Picture
25781,Randy Quaid,2000,Winner,Bronze Wrangler,Television Feature Film
25782,James Sikking,1984,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
25783,James Sikking,1998,Winner,People's Choice Award,Favorite Television New Dramatic Series
25784,John Lithgow,1984,Nominee,Oscar,Best Actor in a Supporting Role
25785,John Lithgow,2017,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television"
25786,John Lithgow,2017,Winner,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
25787,John Lithgow,2017,Nominee,BAFTA TV Award,Best Supporting Actor
25788,John Lithgow,2020,Nominee,AACTA International Award,Best Supporting Actor
25789,John Lithgow,2015,Winner,Movies for Grownups Award,Best Grownup Love Story
25790,John Lithgow,2019,Nominee,Saturn Award,Best Supporting Actor
25791,John Lithgow,1997,Winner,American Comedy Award,"Funniest Male Performer in a TV Series (Leading Role) Network, Cable or Syndication"
25792,John Lithgow,1990,Nominee,CableACE,Actor in a Movie or Miniseries
25793,John Lithgow,2011,Nominee,Dagger,Best Supporting Actor
25794,John Lithgow,2016,Winner,Critics' Choice TV Award,Best Supporting Actor in a Drama Series
25795,John Lithgow,2020,Nominee,DFCS Award,Best Supporting Actor
